Module_ID,N_Genes,DEG_OR,DEG_P,DEG_FDR,DEG_noMHC_OR,DEG_noMHC_P,DEG_noMHC_FDR
grey,12944,1.4402239622430035,3.4489041256774023e-19,1.2760945265006388e-17,1.464040285814036,9.921223489417313e-21,3.6708526910844056e-19
blue,1192,0.7200314218381776,0.0006122328227185631,0.0032360877772266905,0.7184777880340792,0.0006614695054249296,0.004079061950120399
cyan,223,0.5710588935157644,0.02193029265719887,0.054094721887757206,0.5979977614724536,0.033450429059079495,0.07735411719912133
violet,56,2.397300978085923,0.008508950841129294,0.028621016465616714,2.6154855879021093,0.0032645162260598265,0.012078710036421357
tan,232,0.7167860268247817,0.14428181098441906,0.22243445860097938,0.7282393865127678,0.170180571900595,0.26236171501341726
darkred,113,0.5640635959784895,0.12419892065043803,0.2088800029121003,0.5116842376953163,0.06661840064992437,0.12324404120236009
darkgreen,101,0.5608242033499597,0.13982825129681747,0.22243445860097938,0.5669972366984043,0.13934342257791543,0.2343503016083123
turquoise,1761,0.7273061149537858,5.59996223396136e-05,0.0006906620088552345,0.7399071864873985,0.00014727739330962182,0.0013623158881140016
purple,247,1.0075606426546257,0.9250364583367551,1.0,1.0235790819167325,0.8499925018753349,0.9321617491116773
green,365,0.6672888694979296,0.023857320737293332,0.055170054204990826,0.6747029758515939,0.02851240817600712,0.07033060683415089
white,83,0.2442366026289181,0.0053755997517164,0.02209968786816742,0.16664944458796177,0.001533300166020855,0.006303567349196848
yellow,447,1.6672794117647058,4.125988197743776e-05,0.0006906620088552345,1.6861232571570002,3.6781106447710644e-05,0.0006804504692826469
red,347,0.7532795454993786,0.11122438730038028,0.19596677762447956,0.764149812401483,0.1483879947050336,0.2387111219167932
skyblue,77,1.9992765605622158,0.016718903461332618,0.044587667373997865,2.0213429479004845,0.016244026665818596,0.04623299897194523
darkmagenta,52,0.0,0.0014214826887783345,0.006574357435599796,0.0,0.001328574915215554,0.006144658982871937
saddlebrown,73,1.2864030858244937,0.3898209888701433,0.5151205924355465,1.3005762882560286,0.3859740587968954,0.5100371491244688
darkturquoise,100,0.9761407764159854,1.0,1.0,0.9213112151758076,0.8817746275380731,0.9321617491116773
grey60,169,0.7291514427789759,0.25471978652391597,0.362485850053265,0.7273481509416174,0.29086172771461677,0.3985882935348452
brown,1030,0.7000991632839968,0.0005874882597183201,0.0032360877772266905,0.7096749818784656,0.0009313964335597074,0.004923095434529881
sienna3,47,0.14174000907932696,0.016871009276647843,0.044587667373997865,0.15331757114729208,0.02495277142948974,0.06594661020650859
lightcyan,203,0.8335256192738378,0.46741168127090915,0.5764744069007879,0.8427467549769708,0.5307830280087134,0.6546324012107464
lightgreen,160,0.2972543725556372,0.00025638111207377997,0.0018972202293459717,0.30453873664496767,0.0005137976458580034,0.003802102579349225
royalblue,138,1.0434149939203061,0.8021756605289182,0.9574354657925798,1.0549395262723633,0.8005870835190383,0.9321617491116773
salmon,224,0.638085742771685,0.059332694949074456,0.12196165072865305,0.6451396438109809,0.059256885753099175,0.11738592873059862
pink,305,0.6833818724775661,0.0506120154422889,0.11015556302145231,0.6909605616004219,0.06027926069949659,0.11738592873059862
lightyellow,157,0.6885679559591049,0.19390739028029175,0.2869829376148318,0.7061838059446532,0.23278017080978636,0.3445146527984838
magenta,269,1.1431211529576584,0.41662288204322573,0.5315533322620466,1.155835908980104,0.4134055090272166,0.5274484080692075
orange,94,1.5507060333761233,0.09447029818481088,0.17477005164190013,1.5678234574123406,0.09172039222220293,0.16160259582007183
black,316,0.43765460375629867,0.0001080762325755726,0.0009997051513240464,0.4424958839743234,0.00010683664751029552,0.0013176519859603114
paleturquoise,60,1.0051420557835142,1.0,1.0,1.0162026112946358,1.0,1.0
darkolivegreen,55,0.12069159088357471,0.008070029315861454,0.028621016465616714,0.12201695064666843,0.00795927936282343,0.026772121493133356
greenyellow,241,1.3843294340555234,0.06886028310399539,0.1340963407814647,1.3997331485011264,0.05476777907518699,0.11738592873059862
darkorange,87,1.0455172413793103,0.8739952347421696,0.9799340510745538,1.0570375426621161,0.8733093014175121,0.9321617491116773
midnightblue,213,0.5280837477531971,0.01087028415908766,0.03351670949052028,0.5339143891107556,0.013966017003138428,0.043061885759676816
steelblue,69,0.8564439180438561,0.8587459164996817,0.9799340510745538,0.8658687854101713,0.8585645955990937,0.9321617491116773
darkgrey,94,1.3420134368001666,0.285282294774564,0.3909424039503285,1.3568186199765147,0.28230498626837985,0.3985882935348452
yellowgreen,30,1.0051351211162405,1.0,1.0,1.0161805519191496,1.0,1.0
