cell_type,qSV,term,estimate,std.error,statistic,p.value,p.bonf,p.bonf.sig,p.bonf.cat,p.fdr,log.p.bonf
Astro,PC1,qSV_value,3.7146994511976254e-4,7.850842534465105e-5,4.731593373437486,3.653497684561774e-6,2.1920986107370645e-4,TRUE,<= 0.005,1.1537361109142446e-5,3.659139913173211
Astro,PC2,qSV_value,0.0023345751263382955,3.563893683597605e-4,6.550630668594012,3.0338368192679207e-10,1.8203020915607524e-8,TRUE,<= 0.005,2.2753776144509405e-9,7.739856531899118
Astro,PC3,qSV_value,-6.214925688683113e-4,4.7228010171304684e-4,-1.3159406178961242,0.18934860003847004,1,FALSE,> 0.05,0.27709551225141954,-0
Astro,PC4,qSV_value,0.002089750286158557,4.906108388872068e-4,4.2594865839052485,2.862490980031463e-5,0.001717494588018878,TRUE,<= 0.005,7.156227450078658e-5,2.765104622767533
Astro,PC5,qSV_value,-0.002029414826029976,6.261844232202422e-4,-3.240921924556064,0.0013461959194360324,0.08077175516616195,FALSE,> 0.05,0.002884705541648641,1.092740479818969
Astro,PC6,qSV_value,5.550298141834179e-4,6.655601548579311e-4,0.8339288494544769,0.40508364142444353,1,FALSE,> 0.05,0.49602078541768596,-0
Endo,PC1,qSV_value,1.1732185835961971e-4,1.6074525304652864e-5,7.298620403158047,3.5030539361395395e-12,2.1018323616837238e-10,TRUE,<= 0.005,5.2545809042093095e-11,9.677401925462396
Endo,PC2,qSV_value,1.0246680024874646e-4,8.267722360484637e-5,1.239359472670295,0.21632567351731866,1,FALSE,> 0.05,0.30099407465306405,-0
Endo,PC3,qSV_value,9.322456454113281e-5,1.0200568635543831e-4,0.9139153695441279,0.3616048037644739,1,FALSE,> 0.05,0.4520060047055924,-0
Endo,PC4,qSV_value,6.665623436701031e-4,1.0132029011488906e-4,6.57876465724955,2.580054366880112e-10,1.5480326201280673e-8,TRUE,<= 0.005,2.2114751716115245e-9,7.810219892107676
Endo,PC5,qSV_value,8.18668119359168e-4,1.2804301094281793e-4,6.393696253556336,7.425431865826078e-10,4.4552591194956465e-8,TRUE,<= 0.005,4.455259119495647e-9,7.351127032167054
Endo,PC6,qSV_value,-2.2205466308930784e-4,1.4303812564202847e-4,-1.552415917732511,0.12177444275963482,1,FALSE,> 0.05,0.19747206933994838,-0
Macro,PC1,qSV_value,1.5845349715984776e-4,2.8741272134161568e-5,5.513099643613605,8.466059158971247e-8,5.079635495382748e-6,TRUE,<= 0.005,3.1747721846142176e-7,5.294167450712832
Macro,PC2,qSV_value,-1.1012287527429758e-4,1.426006285078506e-4,-0.7722467735703912,0.44066697889110384,1,FALSE,> 0.05,0.5184317398718868,-0
Macro,PC3,qSV_value,9.174703578822335e-5,1.758120726019193e-4,0.5218471884803988,0.6022193020439465,1,FALSE,> 0.05,0.6569665113206689,-0
Macro,PC4,qSV_value,0.001027528020561609,1.772883653004632e-4,5.795800637115607,1.9547110696368687e-8,1.1728266417821212e-6,TRUE,<= 0.005,8.37733315558658e-8,5.930766177212202
Macro,PC5,qSV_value,0.0013098707676155018,2.227932880235541e-4,5.879309826770993,1.254996119770434e-8,7.529976718622604e-7,TRUE,<= 0.005,5.792289783555849e-8,6.123206366560171
Macro,PC6,qSV_value,-4.4701384099718905e-4,2.458506802438552e-4,-1.8182330858462683,0.07017474297654154,1,FALSE,> 0.05,0.11695790496090257,-0
Micro,PC1,qSV_value,4.290326093675938e-4,7.183610647378847e-5,5.972381166344797,7.618187612911362e-9,4.5709125677468175e-7,TRUE,<= 0.005,3.809093806455681e-8,6.339997085800639
Micro,PC2,qSV_value,-9.569069012470211e-4,3.551335454845513e-4,-2.694498769304934,0.0075068452445460725,0.45041071467276433,FALSE,> 0.05,0.015013690489092145,0.3463912867448356
Micro,PC3,qSV_value,-8.665615621586128e-5,4.43584153137605e-4,-0.19535449046796657,0.8452674356208653,1,FALSE,> 0.05,0.8595940023263036,-0
Micro,PC4,qSV_value,0.0016084607764890603,4.6445868978513185e-4,3.4630868403671538,6.239155248791479e-4,0.037434931492748874,TRUE,<= 0.05,0.0013864789441758844,1.426722957309506
Micro,PC5,qSV_value,7.6457687475555e-4,5.960424963856922e-4,1.2827556414044698,0.2007156838856902,1,FALSE,> 0.05,0.28673669126527174,-0
Micro,PC6,qSV_value,-0.0017081565723883832,6.149080108867647e-4,-2.7779058690828147,0.005868109743016924,0.35208658458101544,FALSE,> 0.05,0.012140916709690188,0.45335052236927487
Mural,PC1,qSV_value,3.739676035983907e-4,5.416394564115391e-5,6.904364133218705,3.825874482540573e-11,2.295524689524344e-9,TRUE,<= 0.005,4.591049379048688e-10,8.639118031816924
Mural,PC2,qSV_value,5.714617955110749e-4,2.7463475797191223e-4,2.0808065218369776,0.038426852532271384,1,FALSE,> 0.05,0.06781209270400833,-0
Mural,PC3,qSV_value,2.7629373272495536e-4,3.407532716869885e-4,0.8108322228487806,0.4182007693315737,1,FALSE,> 0.05,0.5018409231978884,-0
Mural,PC4,qSV_value,0.0021112575748513792,3.41152796419378e-4,6.188598179497311,2.338581027772685e-9,1.403148616663611e-7,TRUE,<= 0.005,1.2755896515123736e-8,6.852896327561307
Mural,PC5,qSV_value,0.0015994186567331655,4.490711513621431e-4,3.561615240439596,4.379573595318994e-4,0.026277441571913966,TRUE,<= 0.05,0.0010510976628765585,1.580416920896444
Mural,PC6,qSV_value,-6.984519825688942e-4,4.779099110562332e-4,-1.4614720607598173,0.14508882285517136,1,FALSE,> 0.05,0.21763323428275705,-0
Oligo,PC1,qSV_value,-0.0010730178000445377,3.064262456819832e-4,-3.5017163678536276,5.43593380802764e-4,0.03261560284816584,TRUE,<= 0.05,0.0012544462633909937,1.486574589816268
Oligo,PC2,qSV_value,-0.00680278759320873,0.0014125340783332353,-4.816016616912985,2.4844466901619104e-6,1.4906680140971463e-4,TRUE,<= 0.005,8.281488967206369e-6,3.826619067277773
Oligo,PC3,qSV_value,0.00118203804512158,0.0018146443570170507,0.6513882682029432,0.5153690020543988,1,FALSE,> 0.05,0.5726322245048876,-0
Oligo,PC4,qSV_value,-0.008197127050437042,0.0018772793731891017,-4.366492897917401,1.8218567913272714e-5,0.001093114074796363,TRUE,<= 0.005,4.9687003399834675e-5,2.9613345137415608
Oligo,PC5,qSV_value,-0.0051676855002351215,0.002426824081743206,-2.1294025962207916,0.03415702384149348,1,FALSE,> 0.05,0.062103679711806324,-0
Oligo,PC6,qSV_value,0.003906999948164391,0.0025428367781504344,1.536472958758367,0.1256337841515332,1,FALSE,> 0.05,0.1983691328708419,-0
OPC,PC1,qSV_value,0.0010532191329559843,7.627315702827276e-5,13.808516311519393,6.237475250364788e-33,3.742485150218873e-31,TRUE,<= 0.005,3.742485150218873e-31,30.426839914215584
OPC,PC2,qSV_value,-0.00221094142571295,4.513990912538159e-4,-4.897974915217022,1.7001083435559523e-6,1.0200650061335714e-4,TRUE,<= 0.005,6.000382389021008e-6,3.991372150879739
OPC,PC3,qSV_value,6.471759933580729e-4,5.79801530413385e-4,1.1162026304012194,0.2653619761372337,1,FALSE,> 0.05,0.33875996953689413,-0
OPC,PC4,qSV_value,-7.127059535168539e-4,6.207464978707092e-4,-1.1481433338111209,0.25196062482185855,1,FALSE,> 0.05,0.32864429324590244,-0
