cell_type,qSV,term,estimate,std.error,statistic,p.value,p.bonf,p.bonf.sig,p.bonf.cat,p.fdr,log.p.bonf
Astro,PC1,qSV_value,7.259492348724347e-4,1.0135266903180773e-4,7.16260599555211,3.143449985152589e-12,3.677836482628529e-10,TRUE,<= 0.005,2.0432424903491828e-11,9.434407583491298
Astro,PC2,qSV_value,-0.0028100355161926605,2.1406567107156978e-4,-13.126978754352283,1.1203075230829622e-33,1.3107598020070657e-31,TRUE,<= 0.005,1.638449752508832e-32,30.88247688589983
Astro,PC3,qSV_value,-0.00311263208343445,3.121002009389225e-4,-9.973181927055494,2.3979337593619737e-21,2.805582498453509e-19,TRUE,<= 0.005,2.1581403834257762e-20,18.55197695629706
Astro,PC4,qSV_value,-2.171258830786057e-4,4.6784189011266075e-4,-0.46410098725088456,0.6427939962477647,1,FALSE,> 0.05,0.7301640539901793,-0
Astro,PC5,qSV_value,-0.001954080613075108,5.124121038124395e-4,-3.813494253036554,1.5560869162654665e-4,0.018206216920305957,TRUE,<= 0.05,4.234003934954874e-4,1.7397802871167098
Astro,PC6,qSV_value,-0.0017470240710484217,5.393816064121239e-4,-3.238938907593333,0.0012862244964321735,0.1504882660825643,FALSE,> 0.05,0.003271484045273137,0.8224973616931329
Astro,PC7,qSV_value,0.0014766756024961465,5.667435889792499e-4,2.605544431752208,0.009468855961964683,1,FALSE,> 0.05,0.019783145491961928,-0
Astro,PC8,qSV_value,9.495247472445661e-4,6.306356850283291e-4,1.5056628887119066,0.13283710535941007,1,FALSE,> 0.05,0.20449922798751288,-0
Astro,PC9,qSV_value,-0.004276267517910371,6.529734558759696e-4,-6.548914782720717,1.546815361595682e-10,1.8097739730669477e-8,TRUE,<= 0.005,8.617971300318798e-10,7.742375661804511
Astro,PC10,qSV_value,-0.0015782993495719751,7.066541326594878e-4,-2.233482090640377,0.02599515438625614,1,FALSE,> 0.05,0.04608231913927225,-0
Astro,PC11,qSV_value,7.112308089277963e-4,7.394785218062155e-4,0.9618004958285702,0.3366529404760943,1,FALSE,> 0.05,0.44256622512025884,-0
Astro,PC12,qSV_value,-0.0036487148894431927,7.372334903270851e-4,-4.949198506736832,1.0459715136024587e-6,1.2237866709148765e-4,TRUE,<= 0.005,3.824333346608989e-6,3.912294281307406
Astro,PC13,qSV_value,-6.413181814281424e-4,8.309080010208791e-4,-0.7718281454026187,0.4406108258037499,1,FALSE,> 0.05,0.5260353736636606,-0
Endo,PC1,qSV_value,8.55813790914202e-5,2.1551360101799475e-5,3.971043065828333,8.297324092523969e-5,0.009707869188253043,TRUE,<= 0.01,2.4891972277571906e-4,2.0128760843387252
Endo,PC2,qSV_value,-4.821551640808908e-4,4.630974239553261e-5,-10.411527664369025,6.038117603955509e-23,7.064597596627946e-21,TRUE,<= 0.005,6.422361451479951e-22,20.15091257076392
Endo,PC3,qSV_value,-9.095727716892049e-4,5.649000270791424e-5,-16.10148217538984,1.2685474700516616e-46,1.4842005399604442e-44,TRUE,<= 0.005,4.9473351332014804e-45,43.828507414748316
Endo,PC4,qSV_value,-1.1609263270109436e-4,9.58458996242318e-5,-1.211242558693077,0.22642164903449621,1,FALSE,> 0.05,0.3080387550818146,-0
Endo,PC5,qSV_value,-4.111309880458287e-4,1.0503315202007176e-4,-3.9142973445875624,1.0431925461463775e-4,0.012205352789912617,TRUE,<= 0.05,2.906036378550623e-4,1.9134496629900946
Endo,PC6,qSV_value,-2.1113884035017184e-4,1.114688880365769e-4,-1.8941504133502227,0.05882936852937842,1,FALSE,> 0.05,0.09559772386023993,-0
Endo,PC7,qSV_value,2.1685561680888374e-4,1.1668055443955888e-4,1.8585411926647644,0.06372794781961787,1,FALSE,> 0.05,0.1021393136287026,-0
Endo,PC8,qSV_value,-2.9658365857707715e-4,1.289528778342508e-4,-2.2999382685998686,0.02189664630997298,1,FALSE,> 0.05,0.040029806535419356,-0
Endo,PC9,qSV_value,-8.759940974030992e-4,1.3397235197687478e-4,-6.538618487151036,1.6474583488346047e-10,1.9275262681364876e-8,TRUE,<= 0.005,8.761483036984034e-10,7.714999694714623
Endo,PC10,qSV_value,-3.7436700256671305e-5,1.457369445083936e-4,-0.25687858616052683,0.7973868594266279,1,FALSE,> 0.05,0.8512777290005294,-0
Endo,PC11,qSV_value,-2.4096190625805218e-5,1.518482454898808e-4,-0.15868599961802649,0.8739856099780352,1,FALSE,> 0.05,0.8950135596508029,-0
Endo,PC12,qSV_value,-4.218211288321272e-5,1.5518510392905914e-4,-0.27181805350657706,0.785883347328451,1,FALSE,> 0.05,0.8512777290005294,-0
Endo,PC13,qSV_value,-3.2310068016835506e-4,1.699031047789277e-4,-1.9016761382245662,0.057835286040261946,1,FALSE,> 0.05,0.09530603474240348,-0
Micro,PC1,qSV_value,-5.522917967160678e-4,8.101067851473875e-5,-6.817518465983297,2.9064067003960224e-11,3.4004958394633464e-9,TRUE,<= 0.005,1.700247919731673e-10,8.468457752180605
Micro,PC2,qSV_value,-0.0010215852506745857,1.9379977751984254e-4,-5.271343774220735,2.0830643491196977e-7,2.4371852884700463e-5,TRUE,<= 0.005,8.123950961566821e-7,4.613111452062242
Micro,PC3,qSV_value,-0.0026077633038352273,2.4535204949564945e-4,-10.628659141816005,9.408466351901719e-24,1.1007905631725011e-21,TRUE,<= 0.005,1.1007905631725011e-22,20.95829530220057
Micro,PC4,qSV_value,-0.0010672867311855914,3.6894255366355915e-4,-2.8928263237394307,0.003998273946799033,0.4677980517754869,FALSE,> 0.05,0.008527662383196067,0.3299415912163002
Micro,PC5,qSV_value,-9.999128769355822e-4,4.113833068052689e-4,-2.4306112095328603,0.015452994817590344,1,FALSE,> 0.05,0.02916129667190436,-0
Micro,PC6,qSV_value,2.9412062902434025e-4,4.337228337778564e-4,0.6781303775557793,0.4980285245485284,1,FALSE,> 0.05,0.5827581112721715,-0
Micro,PC7,qSV_value,0.001992045201056329,4.4460528339221577e-4,4.480480271978716,9.400064044570028e-6,0.0010998074932146932,TRUE,<= 0.005,3.0550208144852595e-5,2.9586833257064153
Micro,PC8,qSV_value,-0.0010383819769362612,5.005932760077272e-4,-2.0743026858399762,0.03860443841033425,1,FALSE,> 0.05,0.06545969991317546,-0
Micro,PC9,qSV_value,-0.0031360981492065012,5.230679768593382e-4,-5.99558429869212,4.091082322817291e-9,4.78656631769623e-7,TRUE,<= 0.005,1.7728023398874924e-8,6.319975919575419
