Tissue	Dataset	OR	P-value	FDR	Direction	Method
Caudate	BS_Caudate_SZ	2.5631561651417405	0.00011289607109537037	0.0020507260643832874	All	TWAS
Caudate	BS_DLPFC_SZ	1.2986174578688476	0.4364370869383043	0.9242197135164091	All	TWAS
Caudate	BS_Hippocampus_SZ	1.8145340178915468	0.12106531426679337	0.4358351313604561	All	TWAS
Caudate	BS_sACC_BD		1.0	1.0	All	TWAS
Caudate	BS_Amyg_BD		1.0	1.0	All	TWAS
Caudate	PSY_SZ	1.8285654318396474	0.11868395722146607	0.4358351313604561	All	TWAS
Caudate	PSY_ASD	4.83568528900058	0.20799925784076675	0.5348552344476859	All	TWAS
Caudate	PSY_BD	2.603205995628188	0.33511148787160455	0.7540008477111103	All	TWAS
Caudate	Alzheimers	0.0	1.0	1.0	All	TWAS
Dentate Gyrus	BS_Caudate_SZ	2.0500218882241352	0.007961002480446157	0.04776601488267694	All	TWAS
Dentate Gyrus	BS_DLPFC_SZ	1.161137440758294	0.6759521059461673	1.0	All	TWAS
Dentate Gyrus	BS_Hippocampus_SZ	1.7916547175222255	0.1607389288574084	0.4822167865722252	All	TWAS
Dentate Gyrus	BS_sACC_BD		1.0	1.0	All	TWAS
Dentate Gyrus	BS_Amyg_BD		1.0	1.0	All	TWAS
Dentate Gyrus	PSY_SZ	2.1259448292623646	0.08683612043042424	0.3907625419369091	All	TWAS
Dentate Gyrus	PSY_ASD	0.0	1.0	1.0	All	TWAS
Dentate Gyrus	PSY_BD	3.022631515589262	0.2969182906398703	0.7126038975356886	All	TWAS
Dentate Gyrus	Alzheimers	0.0	1.0	1.0	All	TWAS
DLPFC	BS_Caudate_SZ	2.673312883435583	0.00011392922579907152	0.0020507260643832874	All	TWAS
DLPFC	BS_DLPFC_SZ	2.1227347611202636	0.01805402207708997	0.0928492563964627	All	TWAS
DLPFC	BS_Hippocampus_SZ	2.8609226077011054	0.00623869649930018	0.044918614794961294	All	TWAS
DLPFC	BS_sACC_BD		1.0	1.0	All	TWAS
DLPFC	BS_Amyg_BD		1.0	1.0	All	TWAS
DLPFC	PSY_SZ	1.8688218372912593	0.1484898038286197	0.4822167865722252	All	TWAS
DLPFC	PSY_ASD	5.810448451225151	0.1768318985658692	0.48968833449009935	All	TWAS
DLPFC	PSY_BD	0.0	1.0	1.0	All	TWAS
DLPFC	Alzheimers	0.0	1.0	1.0	All	TWAS
Hippocampus	BS_Caudate_SZ	2.4500976440769517	0.0008736338667427606	0.010483606400913129	All	TWAS
Hippocampus	BS_DLPFC_SZ	0.8673480043720716	1.0	1.0	All	TWAS
Hippocampus	BS_Hippocampus_SZ	1.240739822482273	0.569680525665538	1.0	All	TWAS
Hippocampus	BS_sACC_BD		1.0	1.0	All	TWAS
Hippocampus	BS_Amyg_BD		1.0	1.0	All	TWAS
Hippocampus	PSY_SZ	3.306690271098663	0.001529326080370823	0.013763934723337408	All	TWAS
Hippocampus	PSY_ASD	0.0	1.0	1.0	All	TWAS
Hippocampus	PSY_BD	0.0	1.0	1.0	All	TWAS
Hippocampus	Alzheimers	0.0	1.0	1.0	All	TWAS
Caudate	BS_Caudate_SZ	2.175455949468131	0.02989930365897512	0.13454686646538805	EA Bias	TWAS
Caudate	BS_DLPFC_SZ	1.834070044202652	0.15314083614063856	0.4240823154663837	EA Bias	TWAS
Caudate	BS_Hippocampus_SZ	3.320809248554913	0.011897986911730093	0.07138792147038056	EA Bias	TWAS
Caudate	BS_sACC_BD		1.0	1.0	EA Bias	TWAS
Caudate	BS_Amyg_BD		1.0	1.0	EA Bias	TWAS
Caudate	PSY_SZ	2.1845130066545675	0.11870995674460809	0.3885053129823537	EA Bias	TWAS
Caudate	PSY_ASD	10.339031339031338	0.10423482722958133	0.37524537802649277	EA Bias	TWAS
Caudate	PSY_BD	0.0	1.0	1.0	EA Bias	TWAS
Caudate	Alzheimers	0.0	1.0	1.0	EA Bias	TWAS
Dentate Gyrus	BS_Caudate_SZ	2.208173004957339	0.02866632437238295	0.13454686646538805	EA Bias	TWAS
Dentate Gyrus	BS_DLPFC_SZ	0.910957251761073	1.0	1.0	EA Bias	TWAS
Dentate Gyrus	BS_Hippocampus_SZ	1.6330749354005167	0.4379235282435867	1.0	EA Bias	TWAS
Dentate Gyrus	BS_sACC_BD		1.0	1.0	EA Bias	TWAS
Dentate Gyrus	BS_Amyg_BD		1.0	1.0	EA Bias	TWAS
Dentate Gyrus	PSY_SZ	3.39602874348011	0.010782770565608854	0.07138792147038056	EA Bias	TWAS
Dentate Gyrus	PSY_ASD	0.0	1.0	1.0	EA Bias	TWAS
Dentate Gyrus	PSY_BD	0.0	1.0	1.0	EA Bias	TWAS
Dentate Gyrus	Alzheimers	0.0	1.0	1.0	EA Bias	TWAS
DLPFC	BS_Caudate_SZ	2.80027897893709	0.0020014052243817314	0.03602529403887117	EA Bias	TWAS
DLPFC	BS_DLPFC_SZ	1.9421016112867164	0.13909762510922322	0.4172928753276697	EA Bias	TWAS
DLPFC	BS_Hippocampus_SZ	3.5164025576869613	0.00923061614187619	0.07138792147038056	EA Bias	TWAS
DLPFC	BS_sACC_BD		1.0	1.0	EA Bias	TWAS
DLPFC	BS_Amyg_BD		1.0	1.0	EA Bias	TWAS
DLPFC	PSY_SZ	1.1321024952444891	0.697997715852125	1.0	EA Bias	TWAS
DLPFC	PSY_ASD	10.938898450946644	0.09886166595324342	0.37524537802649277	EA Bias	TWAS
DLPFC	PSY_BD	0.0	1.0	1.0	EA Bias	TWAS
DLPFC	Alzheimers	0.0	1.0	1.0	EA Bias	TWAS
Hippocampus	BS_Caudate_SZ	2.5919896349707074	0.00519049144878833	0.062285897385459955	EA Bias	TWAS
Hippocampus	BS_DLPFC_SZ	0.9649409511650175	1.0	1.0	EA Bias	TWAS
Hippocampus	BS_Hippocampus_SZ	1.7298461538461538	0.2572905641972105	0.6616043079356841	EA Bias	TWAS
Hippocampus	BS_sACC_BD		1.0	1.0	EA Bias	TWAS
Hippocampus	BS_Amyg_BD		1.0	1.0	EA Bias	TWAS
Hippocampus	PSY_SZ	4.244620177330457	0.0019089544691345379	0.03602529403887117	EA Bias	TWAS
Hippocampus	PSY_ASD	0.0	1.0	1.0	EA Bias	TWAS
Hippocampus	PSY_BD	0.0	1.0	1.0	EA Bias	TWAS
Hippocampus	Alzheimers	0.0	1.0	1.0	EA Bias	TWAS
Caudate	BS_Caudate_SZ	2.814905814905815	0.0008627689272816921	0.031059681382140915	AA Bias	TWAS
Caudate	BS_DLPFC_SZ	0.8126205744463005	1.0	1.0	AA Bias	TWAS
Caudate	BS_Hippocampus_SZ	0.4759991701088289	0.7270608986028491	1.0	AA Bias	TWAS
Caudate	BS_sACC_BD		1.0	1.0	AA Bias	TWAS
Caudate	BS_Amyg_BD		1.0	1.0	AA Bias	TWAS
Caudate	PSY_SZ	1.467726303547199	0.464982209775117	1.0	AA Bias	TWAS
Caudate	PSY_ASD	0.0	1.0	1.0	AA Bias	TWAS
Caudate	PSY_BD	5.04094613396939	0.19144872041379937	0.6802456531159936	AA Bias	TWAS
Caudate	Alzheimers	0.0	1.0	1.0	AA Bias	TWAS
Dentate Gyrus	BS_Caudate_SZ	1.8089572192513368	0.12095437127229203	0.6802456531159936	AA Bias	TWAS
Dentate Gyrus	BS_DLPFC_SZ	1.454959630911188	0.36253230839449474	1.0	AA Bias	TWAS
Dentate Gyrus	BS_Hippocampus_SZ	1.9413026819923371	0.20785283845210917	0.6802456531159936	AA Bias	TWAS
Dentate Gyrus	BS_sACC_BD		1.0	1.0	AA Bias	TWAS
Dentate Gyrus	BS_Amyg_BD		1.0	1.0	AA Bias	TWAS
Dentate Gyrus	PSY_SZ	0.6379180096696213	1.0	1.0	AA Bias	TWAS
Dentate Gyrus	PSY_ASD	0.0	1.0	1.0	AA Bias	TWAS
Dentate Gyrus	PSY_BD	6.706006322444678	0.1480094244135664	0.6802456531159936	AA Bias	TWAS
Dentate Gyrus	Alzheimers	0.0	1.0	1.0	AA Bias	TWAS
DLPFC	BS_Caudate_SZ	2.4164441501292377	0.0160003078813683	0.2880055418646294	AA Bias	TWAS
DLPFC	BS_DLPFC_SZ	2.272328931572629	0.05552846975108179	0.4804582458077529	AA Bias	TWAS
DLPFC	BS_Hippocampus_SZ	1.9898704358068315	0.198237555434734	0.6802456531159936	AA Bias	TWAS
DLPFC	BS_sACC_BD		1.0	1.0	AA Bias	TWAS
DLPFC	BS_Amyg_BD		1.0	1.0	AA Bias	TWAS
DLPFC	PSY_SZ	2.7028208819922144	0.06673031191774347	0.4804582458077529	AA Bias	TWAS
DLPFC	PSY_ASD	0.0	1.0	1.0	AA Bias	TWAS
DLPFC	PSY_BD	0.0	1.0	1.0	AA Bias	TWAS
DLPFC	Alzheimers	0.0	1.0	1.0	AA Bias	TWAS
Hippocampus	BS_Caudate_SZ	2.1977493717906698	0.035449770474694685	0.42539724569633625	AA Bias	TWAS
Hippocampus	BS_DLPFC_SZ	0.7558390226374416	1.0	1.0	AA Bias	TWAS
Hippocampus	BS_Hippocampus_SZ	0.6679227384120794	1.0	1.0	AA Bias	TWAS
Hippocampus	BS_sACC_BD		1.0	1.0	AA Bias	TWAS
Hippocampus	BS_Amyg_BD		1.0	1.0	AA Bias	TWAS
Hippocampus	PSY_SZ	2.0637720488466758	0.18467978200554652	0.6802456531159936	AA Bias	TWAS
Hippocampus	PSY_ASD	0.0	1.0	1.0	AA Bias	TWAS
Hippocampus	PSY_BD	0.0	1.0	1.0	AA Bias	TWAS
Hippocampus	Alzheimers	0.0	1.0	1.0	AA Bias	TWAS
