"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsienna3","MEskyblue","MEskyblue3","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellowgreen"
"R11135",-0.0024531133038822,0.12140792821664,-0.0843303897246947,0.147201212400899,0.0498962459896211,-0.043690532740892,0.0740517767631044,0.0106589506598268,-0.174280972538623,0.113090108596914,-0.0353121537135037,-0.0127534979666321,-0.0718185185169176,-0.042414205066762,-0.0867902038127764,0.0635046357843021,0.0107865877321252,-0.0584826469181979,-0.0451004521981565,0.0417088938244584,0.0964430095753289,0.0203061656662026,0.0795139356165678,0.15790259885025,0.102794348630954,-0.000670350797001245,0.0624364742971232,-0.0634669117280782,-0.0152372785015543,0.0372683844101299,-0.0133677361631864,-0.00490925111236247,0.105272140240547,0.0469170534691141,0.0712633265099549,0.0646231855021429,0.144321564854472,-0.00600652095379978
"R11137",-0.0565030531098309,-0.0472886317630682,0.0260202509799198,0.0725030172218904,-0.0966846885098464,0.127686825593206,0.127927499009635,-0.0218393915649749,0.172728628502292,0.0958593006342544,0.0347595988799817,0.0506367562984439,0.00224480893702207,0.123996566765297,0.0512379090583614,-0.101506260470999,0.0648028599599082,0.143358870792098,-0.00356117745756441,-0.105768478145528,-0.0345836284317771,0.0267768330579395,-0.0394096688640873,-0.0963908263246611,0.0693830037853749,0.0571933861802303,0.0931666489933774,-0.0249095601489636,-0.0473472030359977,0.126513441868602,-0.0724257789571761,-0.023035457083145,-0.0206539853334812,0.00919865256927932,-0.0942162117724201,-0.0402818045354789,-0.0304869120509801,0.0374919798166559
"R11139",-0.0544818469105147,0.0528800403036855,0.0422902198778973,-0.115764052811489,0.0184802484427433,-0.0865203191409287,-0.0626050210958467,-0.0941451096671522,-0.0364075349188253,-0.0718007963792248,-0.0500646452740171,-0.0734183138278187,-0.0412843514010868,-0.0116743740921066,-0.0112013999088101,-0.00600448432672187,-0.0145901725299298,-0.0438862084390403,-0.0745234157374793,0.00740458605742948,-0.0341646712495498,-0.096793591927624,0.0290747390335474,-0.0082407123214154,-0.0548752245605187,-0.00624618448561288,-0.02989706974041,-0.0415378403852946,0.101696807368588,-0.0148696700085257,-0.00615807059268885,-0.00287962900804066,-0.00979847216553905,-0.0635140622337805,0.0564202437165043,-0.107129862553973,-0.038906734699658,0.0219198759920886
"R11140",-0.0202727287542373,-0.107445952244872,-0.0260687138218644,0.00275377233367781,-0.129883277125938,0.00564724439899937,0.047929858478384,-0.0446146586882881,-0.00387980945589264,0.000360122185675353,0.00509598976779154,-0.0278562418136466,0.043622060655085,0.0710470692731987,0.0245954036709784,-0.173740844957164,-0.00830181293616119,-0.0205222653637788,-0.00240159357679871,-0.0879038657990577,-0.0412261251295243,0.0223551807055147,-0.0307848178941584,-0.0854034217380189,-0.0766965521815097,0.0024830266515825,-0.0024758937712985,0.0412863413453269,-0.0347523527409549,0.0113776907170558,-0.086546718939856,0.00527628597753505,-0.00361544936173492,-0.0160114925144298,0.0108693135464608,-0.0565687793886862,0.0131087898583011,0.0283744383834749
"R11141",0.0838821924644092,0.0157666759459132,-0.0246670104095008,0.0349961140614301,-0.0331745575958784,0.0588066332057926,0.0720863181842676,0.0141775990820601,0.157156108243946,0.030715371005342,-0.032337658625322,0.0720343699787154,-0.0316977701945668,0.0890888006487829,0.030448905406912,-0.0118251120110185,0.0421331913915978,0.0344656488493169,-0.00171253710492111,-0.00220620858930128,-0.00633532770673074,-0.021326358064075,-0.0721151553031928,-0.0145382005896488,-0.0431118185562905,-0.0132836301687995,0.0439332905069925,0.0221297726688474,-0.015674930491697,0.0737002814573595,0.0272855440483856,0.000447135507229967,0.0193447913479155,0.0265217504813514,-0.0421149339093128,0.0366012972728553,-0.00657907773081982,-0.0328262263465528
"R11142",-0.0336683347653673,0.0749187275863199,-0.0184366055257928,0.0417459411908983,-0.0362376465279739,-0.0457378967705296,0.0764638521309338,-0.0748009286308973,0.0581173125985275,0.0636770044644468,-0.0469321698051897,-0.0392160012551358,-0.100991728325483,-0.0618084099132838,-0.102065658241797,-0.011416888483941,-0.0357777935144861,-0.04069635256113,-0.0401606371580987,-0.0550049250678059,-0.00473348478950003,-0.0016986957275695,0.050160131681827,0.0358404904911962,0.0560699879657893,0.000366592623538625,0.0281319263106601,-0.0903739820133752,-0.0048153141551383,0.0309498086441022,-0.0441887407249064,0.08719054488852,0.0591386185618106,-0.0328303383354671,0.119133509960365,-0.00357915224651365,0.103546196757112,-0.0413589761283729
"R11143",0.0528181677730992,0.0125736464740834,0.0298618316794979,-0.0434689026666371,-0.0307956903744688,-0.010747917038162,-0.0664385374852006,0.0209521546418056,0.0127515721485485,-0.100302887065943,0.053942561034734,0.144431552848252,0.261945230339026,0.0273004716329383,0.122361205208433,-0.0412857400270937,0.134481798296778,0.0107600400519034,-0.0436092823718785,0.0432591698594822,-0.0106856119481288,-0.119488842904545,-0.0820124229254071,-0.0753113650591761,0.0612615244291573,-0.0486409050757309,0.101038510022057,0.0562901096697812,-0.069498451963447,-0.0879144432216658,-0.0074583579586364,-0.0741628399692892,-0.120738099357171,0.0223537304981995,-0.117874502888776,-0.0392915947658677,-0.126305652517723,0.0759908295839803
"R11144",0.026466054520695,-0.012179777752571,0.0472725971119677,0.0107680230915657,-0.00209754667619469,0.0206990164249313,0.00670136461761873,0.00988695459444468,-0.0678619391447532,0.00493123545536584,0.0325970738514474,0.00756571387745453,-0.0497071451971334,-0.0703695223966459,0.0435872546301669,0.0216095997614024,0.0254872072329786,-0.0386378100893127,0.0245810637460309,-0.00221421796680774,0.0378910152029617,0.0300349711373176,0.0220306102271826,0.0233833844138636,-0.0483341172750731,-0.0259063417324173,0.0220442501175482,0.0668713271045473,0.0143140973364756,0.0801082548548358,-0.045933303083636,-0.0116212010688875,0.00526379134376934,0.00816887219284991,-0.0109140575391371,0.0123551749557713,-0.00142660949438083,0.0293909462168301
"R11145",0.0137794154739808,0.00513454930253136,0.0727909143964726,0.110922297179415,0.114564567115527,0.100585216619662,0.08801952880108,0.0700824278844104,0.0352960629010012,0.125522600811691,-0.0354320321917643,-0.0122461832901685,-0.000685882526815325,-0.0932213199515873,-0.0485425224879541,0.0706564244377021,-0.0509936938628955,0.0469316797886563,0.0384157365004912,0.0186107931148892,0.174056249237291,0.0900897250449095,0.164310319591954,0.14707129503489,0.0656791518275129,0.0527325428874552,0.0464563453303222,-0.0441167304419988,-0.026021176111632,0.0728324923202025,-0.00668981257193227,-0.00560696601270121,0.108579755646983,0.0330281618401881,-0.0127125517667742,0.00562851119282207,0.105012183773101,-0.152360988526115
"R11146",0.159155709015007,-0.0287785136474779,0.0449114739387337,-0.0222268796692039,0.0721295805623767,0.00820207242441503,-0.0409831209104193,-0.00414009207204224,-0.0178225407944005,-0.0643194124485445,-0.00763136076361579,0.0911011491418357,-0.0688489991577658,-0.0684940073487265,0.134658929948287,0.119559523216674,0.131651945734581,-0.0163043661781772,-0.0641644106503293,0.109127608186803,0.0317447487943187,-0.0770397488840189,-0.0228593722766233,0.0398177459873489,0.0582603811497663,-0.144322451499751,0.11961260836938,0.0440989120463427,-0.0460648650586541,-0.00179661336741958,-0.0383660898255102,-0.00515059786998958,-0.122711445413054,0.059045305424696,-0.0936792030099263,0.128343870408049,-0.107627859726432,0.0297968430832431
