Modules	Pvalue	FDR	Tissue
MEblack	0.743950799964848	0.994824862889671	DLPFC
MEblue	0.134848540305176	0.847619396203962	DLPFC
MEbrown	0.806603461510028	0.994824862889671	DLPFC
MEcyan	0.692734282383204	0.994824862889671	DLPFC
MEdarkgreen	0.0472264270881014	0.415592558375292	DLPFC
MEdarkgrey	0.00946021097143845	0.165802984741051	DLPFC
MEdarkmagenta	0.996442334975026	0.996442334975026	DLPFC
MEdarkolivegreen	0.768392157465001	0.994824862889671	DLPFC
MEdarkorange	0.724607802986697	0.994824862889671	DLPFC
MEdarkred	0.441523329360259	0.994824862889671	DLPFC
MEdarkturquoise	0.103426399648133	0.758460264086306	DLPFC
MEgreen	0.761593280843276	0.994824862889671	DLPFC
MEgreenyellow	0.753327943828332	0.994824862889671	DLPFC
MEgrey	0.743570844875386	0.994824862889671	DLPFC
MEgrey60	0.848572390050887	0.994824862889671	DLPFC
MEivory	0.314202873763444	0.994824862889671	DLPFC
MElightcyan	0.449934572597223	0.994824862889671	DLPFC
MElightcyan1	0.00116721437999892	0.0513574327199523	DLPFC
MElightgreen	0.960717597288738	0.994824862889671	DLPFC
MElightsteelblue1	0.764428488725538	0.994824862889671	DLPFC
MElightyellow	0.489172094731708	0.994824862889671	DLPFC
MEmagenta	0.64994935544958	0.994824862889671	DLPFC
MEmediumpurple3	0.752535594813764	0.994824862889671	DLPFC
MEmidnightblue	0.379463994697273	0.994824862889671	DLPFC
MEorange	0.955089716151777	0.994824862889671	DLPFC
MEorangered4	0.0113047489596171	0.165802984741051	DLPFC
MEpaleturquoise	0.41142153234621	0.994824862889671	DLPFC
MEpink	0.375356193330369	0.994824862889671	DLPFC
MEplum1	0.799211841955496	0.994824862889671	DLPFC
MEpurple	0.948870578562834	0.994824862889671	DLPFC
MEred	0.81350326493421	0.994824862889671	DLPFC
MEroyalblue	0.915581318384244	0.994824862889671	DLPFC
MEsaddlebrown	0.932029375308926	0.994824862889671	DLPFC
MEsalmon	0.78557537120107	0.994824862889671	DLPFC
MEsienna3	0.177841885705637	0.978130371381003	DLPFC
MEskyblue	0.972215206914905	0.994824862889671	DLPFC
MEskyblue3	0.457286496607209	0.994824862889671	DLPFC
MEsteelblue	0.0330167921073909	0.3631847131813	DLPFC
MEtan	0.269761094732012	0.994824862889671	DLPFC
MEturquoise	0.384372093786255	0.994824862889671	DLPFC
MEviolet	0.814925178494007	0.994824862889671	DLPFC
MEwhite	0.373330398250822	0.994824862889671	DLPFC
MEyellow	0.687268127304232	0.994824862889671	DLPFC
MEyellowgreen	0.579989883572596	0.994824862889671	DLPFC
