Module_ID,N_Genes,DEG_OR,DEG_P,DEG_FDR,DEG_noMHC_OR,DEG_noMHC_P,DEG_noMHC_FDR
greenyellow,445,0.289750902106856,0.001381786836612484,0.00420411647934605,0.29542489473996325,0.0019107088156716562,0.005678945877400516
brown,1583,0.5835397543632838,0.0011200133324384162,0.003970956360463475,0.6031057347447184,0.0025040216820192505,0.006510456373250051
grey,6097,1.2816268255683678,0.001509170018226787,0.00420411647934605,1.2936756948643746,0.001030447946024885,0.003653406354088229
blue,1842,0.7817402933636072,0.09335449866622146,0.1348453869623199,0.7863443316618255,0.10289728049699413,0.14862940516232487
darkgreen,127,0.0,0.015841312883698472,0.03251637907706528,0.0,0.015591766184918615,0.032004151642727685
lightcyan,227,2.8302771038181587,4.22182769273302e-05,0.0002744188000276463,2.808123342175066,6.819973724542717e-05,0.0004432982920952766
turquoise,2299,0.7949740720968643,0.07044537980938959,0.10824688377998241,0.8099073932343487,0.09956019465139433,0.14862940516232487
pink,489,0.3164675903806339,0.0014744436726225434,0.00420411647934605,0.32185464768061123,0.002038595955989929,0.005678945877400516
violet,63,0.41693034723649064,0.732026132440388,0.771595112572301,0.42308493790114193,0.7307365933268877,0.7702358686418546
magenta,473,2.0510529249260894,0.000289573640792309,0.0014116714988625066,2.0826501157396735,0.0002610261355322868,0.0012725024107198982
grey60,190,19.004694835680752,2.517401624547845e-58,9.817866335736596e-57,19.324707911863875,1.395232127172523e-56,5.44140529597284e-55
salmon,363,0.07035225393250519,3.0774833463469126e-05,0.0002400437010150592,0.07159269041637141,2.9719838915116954e-05,0.00023181474353791226
royalblue,154,0.16819449648224472,0.049094146206782346,0.08640156342669737,0.1706777456891456,0.04809427437228353,0.08537160131345105
darkorange,94,0.0,0.05192849959408305,0.08640156342669737,0.0,0.0816744804548663,0.12741218950959143
saddlebrown,84,0.31111963778681606,0.3780006656470026,0.45016007429455873,0.3276001291989664,0.3736554733211361,0.4553926081101346
darkturquoise,119,1.1366444279713368,0.6313573803474141,0.6839704953763652,1.174223098330241,0.6212037658008848,0.6729707462842918
yellow,1255,0.4678707596466443,0.0001084721546287326,0.0006043448615029388,0.4778766825879288,0.00017720281718077257,0.00098727283857859
darkgrey,104,4.429895509989945,6.889969269948505e-06,0.0001080746753088927,4.547772129186603,5.151679755332623e-06,0.00010045775522898615
black,490,1.843651905991915,0.002246851466780185,0.0054767004502767015,1.7740393181683198,0.004567819452149525,0.011134059914614467
green,1061,0.3591223932565043,8.313436562222516e-06,0.0001080746753088927,0.364895492319315,1.088015929240232e-05,0.00014144207080123015
plum1,42,0.0,0.4077864430412209,0.4664191251026695,0.0,0.40426691530073966,0.4777699908099651
tan,425,0.6836216300451925,0.2443554136464237,0.33544303820264865,0.702505152395704,0.2940288200216278,0.3699072251884995
white,92,0.2836564709176174,0.26663420985338737,0.33544303820264865,0.2878439390067297,0.26605892910763745,0.3458766078399287
red,906,1.617647997243298,0.0021329582542278596,0.0054767004502767015,1.6431859186773818,0.001462311214794368,0.004752511448081696
purple,465,0.44769453179054186,0.017849131070774404,0.034805805588010094,0.4543662397758752,0.023534114427827324,0.045891523134263285
skyblue,90,4.428705834915408,2.7497794596674e-05,0.0002400437010150592,4.495074479326448,2.3746071790298565e-05,0.00023152419995541102
lightyellow,156,0.0,0.004744847047164288,0.010885237343494543,0.0,0.007573192303365773,0.016408583323959173
midnightblue,260,0.19870273690871698,0.007178820099244174,0.015554110215029044,0.2040433249625853,0.006902130349551009,0.015834299037205256
paleturquoise,76,0.6991174848317705,1.0,1.0,0.7094507185063459,1.0,1.0
darkolivegreen,56,4.3500428449014565,0.0010312639755148787,0.003970956360463475,4.508973896640684,0.0008335514526231551,0.0036120562947003386
cyan,317,0.4112495485734922,0.03619280072260478,0.06721520134198031,0.41871633189961166,0.048158339202459564,0.08537160131345105
orange,97,0.0,0.05317019287796762,0.08640156342669737,0.0,0.052182989330332066,0.08848419929925871
steelblue,84,3.5316244079130676,0.0010974462760857775,0.003970956360463475,3.5843490549372903,0.00098666074952041,0.003653406354088229
lightgreen,182,0.2859126984126984,0.07216458918665494,0.10824688377998241,0.2901394279143309,0.07122136308097235,0.11573471500658006
darkred,144,0.5492513790386131,0.380904678249242,0.45016007429455873,0.557380663653401,0.4988941059515881,0.5559105752031982
darkmagenta,52,0.0,0.26633686970794057,0.33544303820264865,0.0,0.26438916262815876,0.3458766078399287
yellowgreen,46,0.0,0.4185812661177803,0.4664191251026695,0.0,0.4165681756366223,0.47782820146553734
sienna3,47,1.7685475444096135,0.25395484432484294,0.33544303820264865,1.794718558643429,0.24735649995466086,0.34453226779399193
skyblue3,44,0.6017182639608947,1.0,1.0,0.6106003244997296,1.0,1.0
