Tissue	Cell_type	OR	PValue	FDR	Direction
Caudate	Oligo1	0.9872283448346895	1.0	1.0	Up
Caudate	Oligo2	1.3005160778086542	0.09828756602873992	0.2001946900778439	Up
Caudate	OPC1	1.3131891292290627	0.10009734503892195	0.2001946900778439	Up
Caudate	immatureOL	0.7559910533603152	0.13254725344141127	0.2385850561945403	Up
Caudate	Oligo3	1.1478522388966523	0.3998793061774851	0.5998189592662277	Up
Caudate	OPC2	0.9199564286519175	0.6756541651761907	0.8213435848220478	Up
Caudate	Oligo1	0.37473396169048345	7.773877274263053e-06	0.00013992979093673498	Down
Caudate	Oligo2	0.6552496798975672	0.041828184504248064	0.1254845535127442	Down
Caudate	OPC1	1.5339505073882855	0.006990178919351402	0.03145580513708131	Down
Caudate	immatureOL	0.7304631707814732	0.0659763905695907	0.1696535757503761	Down
Caudate	Oligo3	0.9998409163219854	1.0	1.0	Down
Caudate	OPC2	1.1693906093906095	0.332775912833574	0.5445424028185756	Down
Caudate	Oligo1	0.6881663348816633	0.0032525104238887116	0.01951506254333227	All
Caudate	Oligo2	0.9818081208167415	0.9510333993408016	1.0	All
Caudate	OPC1	1.4249295112781954	0.0020486226315331187	0.01843760368379807	All
Caudate	immatureOL	0.7451856349757113	0.017778018810274847	0.06400086771698944	All
Caudate	Oligo3	1.0748571152485242	0.5714466234733524	0.7912337863477187	All
Caudate	OPC2	1.0471538115876904	0.6844529873517066	0.8213435848220478	All
Dentate Gyrus	Oligo1	0.6237137271043425	0.008878325086439758	0.03196197031118313	Up
Dentate Gyrus	Oligo2	0.9549590725890224	0.8648936864332494	0.9157697856352053	Up
Dentate Gyrus	OPC1	1.5300023906287354	0.006392391665838541	0.028765762496273436	Up
Dentate Gyrus	immatureOL	0.6674335511982571	0.022343594576875736	0.056934841895836	Up
Dentate Gyrus	Oligo3	1.1083296654929577	0.5482001737621689	0.6578402085146027	Up
Dentate Gyrus	OPC2	1.1707752768846016	0.31998841259483923	0.4430608789774697	Up
