Tissue	Cell_type	OR	PValue	FDR	Direction
Caudate	AST5	1.3828933148062375	0.08550455952120305	0.2098748279156802	Up
Caudate	AST8	1.2067953966667742	0.3037577291373553	0.4555562319796213	Up
Caudate	AST7	1.2872494103773584	0.22880923231538083	0.38611557953220516	Up
Caudate	AST6	0.5918762992548993	0.00793528988015125	0.026781603345510472	Up
Caudate	AST1	1.747206785269069	0.0008036362234155852	0.0036163630053701336	Up
Caudate	AST4	1.0104326186830015	0.9347570156407121	1.0	Up
Caudate	AST3	0.9915384615384616	1.0	1.0	Up
Caudate	AST0	1.1656574394463668	0.3915547741251301	0.5034275667323101	Up
Caudate	AST2	1.684411066320614	0.004095252305679117	0.015795973179048024	Up
Caudate	AST5	1.1126550810291047	0.5568397827779799	0.653681484130672	Down
Caudate	AST8	1.1089941376118482	0.5347519167274085	0.653681484130672	Down
Caudate	AST7	2.3827363347573667	1.3140058817768786e-07	1.7739079403987862e-06	Down
Caudate	AST6	0.6284167486938744	0.015434062738095899	0.0463021882142877	Down
Caudate	AST1	1.946800113341969	1.110741224644009e-05	7.497503266347061e-05	Down
Caudate	AST4	0.6438955672426747	0.04245080256175022	0.11461716691672559	Down
Caudate	AST3	0.8000762892889838	0.21965840013433255	0.38611557953220516	Down
Caudate	AST0	0.9764191668465357	1.0	1.0	Down
Caudate	AST2	0.8092214168809914	0.32057660768936314	0.4555562319796213	Down
Caudate	AST5	1.2393065779517767	0.10591880248732476	0.2383173055964807	All
Caudate	AST8	1.1555532969127176	0.24659744789810772	0.3916547701911123	All
Caudate	AST7	1.8646471522577717	1.080931670217559e-06	9.72838503195803e-06	All
Caudate	AST6	0.6094554721030043	0.00021238759853417667	0.0011468930320845542	All
Caudate	AST1	1.861436934251179	2.5499743661476948e-08	6.884930788598776e-07	All
Caudate	AST4	0.8312575627895995	0.1625329177223173	0.33756836757712055	All
Caudate	AST3	0.8890407119332913	0.3709973567642868	0.5008464316317872	All
Caudate	AST0	1.0648872068124098	0.6073377456939201	0.6832549639056601	All
Caudate	AST2	1.1687147977470558	0.2233001188560493	0.38611557953220516	All
Dentate Gyrus	AST5	1.379604856966454	0.0759718057189114	0.16320281620135932	Up
Dentate Gyrus	AST8	1.1139766570213427	0.5402631799872538	0.6702510515683452	Up
Dentate Gyrus	AST7	1.8408951726708735	0.00033294184749789164	0.002996476627481025	Up
Dentate Gyrus	AST6	0.7623316409280022	0.16551807534322005	0.2760225747271441	Up
Dentate Gyrus	AST1	1.596982532659523	0.003153716965141608	0.01569696270135239	Up
Dentate Gyrus	AST4	0.9466638865721434	0.8045449419929065	0.9051130597420198	Up
Dentate Gyrus	AST3	0.7165625832420753	0.06477402874701685	0.15899079783358683	Up
Dentate Gyrus	AST0	1.037931329737135	0.8530370296124097	0.9212799919814024	Up
Dentate Gyrus	AST2	1.1509042999161576	0.4384256697959101	0.6230259518152407	Up
Dentate Gyrus	AST5	1.5689806795469687	0.017218622383973165	0.0516558671519195	Down
Dentate Gyrus	AST8	1.2779421807420897	0.17379199149486851	0.2760225747271441	Down
Dentate Gyrus	AST7	1.5681137724550898	0.025874140737590968	0.06986017999149562	Down
Dentate Gyrus	AST6	0.5742061207316533	0.004907807248107779	0.018930113671272866	Down
Dentate Gyrus	AST1	1.5138177878794317	0.013320571611614727	0.044956929189199704	Down
Dentate Gyrus	AST4	0.994300518134715	1.0	1.0	Down
Dentate Gyrus	AST3	1.1856040013047733	0.3167096456305716	0.47506446844585737	Down
