cell_type	Covariate	term	estimate	std.error	statistic	p.value	p.bonf	p.bonf.sig	p.bonf.cat	p.fdr	log.p.bonf	Tissue
Astro	Afr	Variable	-0.0123080658625763	0.0304263606057869	-0.404519818260333	0.686550620807498	1	FALSE	> 0.05	0.759000686319847	0	Caudate
Astro	Age	Variable	0.000202068498776441	0.000203786070042862	0.99157169444379	0.323401712039002	1	FALSE	> 0.05	0.426038183524434	0	Caudate
Astro	concordMapRate	Variable	-0.106794226612714	0.0123949726225398	-8.6159308184766	3.28133963767929e-14	7.21894720289444e-12	TRUE	<= 0.005	6.01578933574536e-13	11.1415261344681	Caudate
Astro	mitoRate	Variable	1.22625997868262	0.157357961591052	7.79280543725825	2.63550355767049e-12	5.79810782687507e-10	TRUE	<= 0.005	3.81347593975625e-11	9.2367137123716	Caudate
Astro	overallMapRate	Variable	-0.412956909280042	0.0380210781008755	-10.8612624866766	1.47958860987911e-19	3.25509494173404e-17	TRUE	<= 0.005	1.08503164724468e-17	16.4874363397932	Caudate
Astro	RIN	Variable	-0.0158744256877435	0.00348098159590504	-4.56033025466664	1.24026985614639e-05	0.00272859368352206	TRUE	<= 0.005	5.14828996890955e-05	2.56406113056025	Caudate
Astro	rRNA_rate	Variable	388.472955639675	75.989953436478	5.11216204342604	1.21877615510119e-06	0.000268130754122262	TRUE	<= 0.005	5.82892943744048e-06	3.57165337035285	Caudate
Astro	Sex	Variable	-0.0122872318913423	0.0059993387172183	-2.04809771051559	0.0427323214033908	1	FALSE	> 0.05	0.0870473213772776	0	Caudate
Astro	totalAssignedGene	Variable	-0.206640676129184	0.0414576969850061	-4.984374221364	2.11521648935133e-06	0.000465347627657292	TRUE	<= 0.005	9.90101335441048e-06	3.33222249577922	Caudate
Astro	qSV1	Variable	0.000884605631185405	0.000184323206449692	4.79920921637637	4.63324173625153e-06	0.00101931318197534	TRUE	<= 0.005	2.06847165666518e-05	2.99169235936287	Caudate
Astro	qSV2	Variable	-0.00264774548912497	0.000369057793908875	-7.17433836332618	6.51974251630461e-11	1.43434335358701e-08	TRUE	<= 0.005	5.97643063994589e-10	7.84334687466615	Caudate
Astro	qSV3	Variable	-0.00344467577571989	0.000566354075906286	-6.08219472987403	1.45375360559744e-08	3.19825793231436e-06	TRUE	<= 0.005	9.02132403111775e-08	5.49508651430345	Caudate
Astro	qSV4	Variable	-0.000196648746912898	0.000896967221120287	-0.219237383800145	0.826837605612448	1	FALSE	> 0.05	0.858039024692163	0	Caudate
Astro	qSV5	Variable	-0.0012143609231893	0.00105155924401429	-1.15481931246549	0.2504588852697	1	FALSE	> 0.05	0.353211248457269	0	Caudate
Astro	qSV6	Variable	-0.000885551800975913	0.00101894157834462	-0.869089867168425	0.386532929221941	1	FALSE	> 0.05	0.496276326647493	0	Caudate
Astro	qSV7	Variable	-0.00193842435004736	0.00125124849035489	-1.54919215886332	0.123968880916507	1	FALSE	> 0.05	0.203718170350243	0	Caudate
Astro	qSV8	Variable	0.00335832851511949	0.00114349256372231	2.93690455160235	0.00397525819303892	0.874556802468563	FALSE	> 0.05	0.0107969975613403	0.0582119778405225	Caudate
Astro	qSV9	Variable	-0.00618247247319943	0.00124648009620698	-4.95994480137517	2.34812570560879e-06	0.000516587655233934	TRUE	<= 0.005	1.07622428173736e-05	3.28685597626537	Caudate
Astro	qSV10	Variable	-0.0017260485938905	0.00153594968935436	-1.12376636152454	0.263355222837775	1	FALSE	> 0.05	0.364390874366733	0	Caudate
Astro	qSV11	Variable	-0.00247238471616651	0.00138926922001937	-1.7796296646751	0.0776678717331035	1	FALSE	> 0.05	0.142391098177357	0	Caudate
Astro	qSV12	Variable	-0.00631880602979508	0.0014896667749208	-4.24175804695048	4.38727976052085e-05	0.00965201547314586	TRUE	<= 0.01	0.000175491190420834	2.01538199054522	Caudate
Astro	qSV13	Variable	-0.00316139510048873	0.00150646249032633	-2.09855547070669	0.0379531828688164	1	FALSE	> 0.05	0.079520954582282	0	Caudate
Endo	Afr	Variable	-0.00609597181191061	0.00495745246193452	-1.22965814775192	0.221230613353649	1	FALSE	> 0.05	0.32188809179489	0	Caudate
Endo	Age	Variable	-1.50660222332451e-06	3.35254399509591e-05	-0.0449390738951781	0.964230568738814	1	FALSE	> 0.05	0.973076720745592	0	Caudate
Endo	concordMapRate	Variable	-0.0161082436840799	0.00212448585587018	-7.58218447986891	7.93609244714948e-12	1.74594033837289e-09	TRUE	<= 0.005	9.69966854651603e-11	8.75797060092721	Caudate
Endo	mitoRate	Variable	0.200749581922001	0.0257930198408407	7.78309725502301	2.77343704709545e-12	6.10156150360999e-10	TRUE	<= 0.005	3.81347593975625e-11	9.21455900669121	Caudate
Endo	overallMapRate	Variable	-0.0689026911171002	0.00611504446178719	-11.2677334641918	1.56930042687336e-20	3.4524609391214e-18	TRUE	<= 0.005	1.7262304695607e-18	17.461871226296	Caudate
Endo	RIN	Variable	-0.00195645593607659	0.000591407961436619	-3.30813256440455	0.0012399183973822	0.272782047424083	FALSE	> 0.05	0.00378863954755671	0.564184215251676	Caudate
Endo	rRNA_rate	Variable	53.6857925034176	12.8358014292618	4.182504131065	5.51323274438662e-05	0.0121291120376506	TRUE	<= 0.05	0.000216591286386617	1.91617099231267	Caudate
Endo	Sex	Variable	-0.00204913513521245	0.000982339210775734	-2.08597510181263	0.0390995068730131	1	FALSE	> 0.05	0.0805151036387019	0	Caudate
Endo	totalAssignedGene	Variable	-0.0174184114459583	0.00729134281671745	-2.38891681324072	0.0184566095158856	1	FALSE	> 0.05	0.0446203746537894	0	Caudate
Endo	qSV1	Variable	7.85625817466799e-05	3.21820437382633e-05	2.44119305739653	0.0160984962932389	1	FALSE	> 0.05	0.0395946487237362	0	Caudate
Endo	qSV2	Variable	-0.00036190570438366	6.4290299425271e-05	-5.62924278808699	1.20955877225794e-07	2.66102929896746e-05	TRUE	<= 0.005	6.49031536333527e-07	4.57495034367114	Caudate
Endo	qSV3	Variable	-0.000784577503173326	7.83295252782836e-05	-10.0163699497212	1.56617939053995e-17	3.4455946591879e-15	TRUE	<= 0.005	4.30699332398487e-16	14.4627358144191	Caudate
Endo	qSV4	Variable	-6.35274411111409e-05	0.00014687807994271	-0.432518188799309	0.666141127633207	1	FALSE	> 0.05	0.740156808481341	0	Caudate
Endo	qSV5	Variable	-0.000231764806196296	0.000171950144640303	-1.34786048991769	0.180242286683793	1	FALSE	> 0.05	0.271597966235853	0	Caudate
Endo	qSV6	Variable	-0.000102995507705016	0.000167208365423175	-0.615971021810735	0.539080278472289	1	FALSE	> 0.05	0.64807465171532	0	Caudate
Endo	qSV7	Variable	-0.000335532415401618	0.000204771929101592	-1.6385664620816	0.103922952456724	1	FALSE	> 0.05	0.177705887378601	0	Caudate
Endo	qSV8	Variable	2.35650591429436e-05	0.000193959522004166	0.121494726835002	0.903502404760292	1	FALSE	> 0.05	0.924514088591927	0	Caudate
Endo	qSV9	Variable	-0.00119106486757912	0.000196056752309322	-6.07510250756352	1.50372804815551e-08	3.30820170594213e-06	TRUE	<= 0.005	9.02132403111775e-08	5.48040801873647	Caudate
Endo	qSV10	Variable	-0.000134770348273683	0.000252678207758351	-0.533367517006338	0.594765698742154	1	FALSE	> 0.05	0.692319860969703	0	Caudate
Endo	qSV11	Variable	-0.000373413304844491	0.000228074949063147	-1.63723945298834	0.104200270326543	1	FALSE	> 0.05	0.177705887378601	0	Caudate
Endo	qSV12	Variable	-0.000775289453449439	0.000251982253095663	-3.07676212878019	0.00259273230153346	0.570401106337362	FALSE	> 0.05	0.00740110349103909	0.243819640807408	Caudate
