"","MEantiquewhite4","MEbisque4","MEblack","MEblue","MEbrown","MEbrown4","MEcoral1","MEcoral2","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkorange2","MEdarkred","MEdarkseagreen4","MEdarkslateblue","MEdarkturquoise","MEfloralwhite","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MEhoneydew1","MEivory","MElavenderblush3","MElightcyan","MElightcyan1","MElightgreen","MElightpink4","MElightsteelblue1","MElightyellow","MEmagenta","MEmaroon","MEmediumorchid","MEmediumpurple3","MEmidnightblue","MEnavajowhite2","MEorange","MEorangered4","MEpaleturquoise","MEpalevioletred3","MEpink","MEplum1","MEplum2","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsalmon4","MEsienna3","MEskyblue","MEskyblue2","MEskyblue3","MEsteelblue","MEtan","MEthistle1","MEthistle2","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellow4","MEyellowgreen"
"R12872",0.0918696790467993,-0.0131110976476329,0.110275020198725,0.0970981637685689,0.114746126426897,0.0377720004327122,0.0902140946589297,0.0761590412791964,-0.0476285209756927,-0.0551564244893329,-0.0124202596863096,0.0876651966439897,-0.00247592123150798,-0.00473581729629764,0.0786800473064729,0.0198644979524975,0.0656449137279287,0.0910743038930432,0.162173261536526,0.0226712494188122,-0.101575511184229,0.108070387833068,0.0782961747052014,0.0783650446787615,0.11489461985321,0.134922806089538,0.0405560995470988,-0.000473128061351913,0.0489770224405485,-0.00576220185003962,0.0300901126140998,0.0648750393347832,0.0167608331514277,0.0724344912321604,0.00917599755188283,0.0342414613857469,-0.0249336218406445,0.0127065149463448,0.127757378912323,-0.0128523266715679,0.082119051354433,0.0748763238124455,0.0313970243279336,0.0990801123744871,0.00492539295041911,0.0142413939612924,0.0160321366860672,0.05431541542818,0.0650806349782579,0.0833946793239598,0.0200150212315634,0.00504381266554526,-0.089112423572096,-0.025446333286497,0.0276785579290332,-0.0187067034439547,0.0113005273175498,-0.0405341633048729,0.0739629146261028,-0.0679899469833251,-0.0836776963892198,0.136217988710969,-0.0666862262585623,0.0583504818905524,0.0120258480831928,-0.090056805196672
"R12873",0.0432260863146081,0.0645606763581901,-0.0465045566381975,-0.0164572459497009,-0.0449403208260194,0.115991243070763,0.0650433968778517,-0.0143530114247621,0.0620930106190731,0.253530458984243,0.106197960993092,-0.0702239325853336,-0.000829070893619547,-0.0586426444293552,-0.0462652128401936,0.0062588074707195,0.0037790053711992,0.0218879712864903,0.00869811430472145,0.0363460404595324,0.0602113169665053,0.0180470957498777,0.0170157801966042,-0.0271543812806898,0.0357430609885453,0.10709923798625,0.0633597127183826,0.0374525763990633,0.0604369768834432,0.101817488663341,5.37406106469619e-05,-0.0619802861204426,-0.0423400162186671,-0.00885256048032534,0.066458765436188,-0.0242311404579768,-0.0978773135276221,-0.0584235849520286,0.0754172890951132,0.0802429494266889,-0.0196374526499872,0.0783387902601628,0.0401454895437506,-0.0220231032412905,-0.0725142892422535,-0.0371656907272619,0.0525128959987987,-0.024643778877302,-0.069153920478261,0.0968811164013788,-0.0359009994456463,0.166089794298483,0.0589494076129869,-0.0112716185355914,-0.0707397193427103,-0.0546799228280156,-0.0702384017018197,-0.247220423527118,0.0374925577404485,0.0455348855625286,0.0232382319971213,0.0457299311388785,0.0677004268312322,-0.0675845461913575,-0.0113302429853885,0.0253605183408025
"R12874",-0.195094539428135,0.127854740525601,0.031862998803272,-0.121814331061778,0.0164592095841785,-0.0512819249129534,-0.0547492800126349,0.134927170331517,0.0635939305299208,0.0437212008464501,-0.128400030636799,-0.0828427868205354,0.123616438024568,-0.0363698168022011,-0.169082597663004,0.00999112245838234,0.0686088269524105,-0.168252093710008,0.144132516958301,0.0142409456059662,-0.258056863182395,-0.0622549992665765,0.0209242226807749,-0.0328082680059947,0.132365793752353,0.118809452610297,-0.109612344879018,0.200487230199773,0.108479138772874,0.0368622117892069,0.107358232501074,-0.00464094585918803,-0.177437832706496,-0.00336982542430433,-0.130575148721058,0.0180605543726287,-0.0128500344525507,-0.248688661508808,0.0876330829525165,0.172382306880844,-0.117239446296197,0.0615260000126447,-0.0469579897760588,-0.163057016368476,0.0910820649465666,0.00941467286542725,-0.0373027521060382,-0.0753246970214429,-0.0775086732342499,-0.157978504619061,0.0967710018826756,0.0378755862318239,-0.0601654491726894,0.176596170639507,0.129108037475002,-0.0330857463134555,0.0428928530609391,0.0515971729157571,0.0843071361849265,0.0723691051098682,-0.0551268865646358,0.0925031369714813,-0.113985386733005,0.190353827742906,-0.166839800490772,0.0189603737942427
"R12890",-0.0946945719359048,0.0676775393327725,-0.121068725491003,-0.0355659178910625,-0.0523445798327414,0.0780707314668145,0.0645076329594899,0.0495848031998997,0.0543330842802873,0.0543845335558795,-0.107108860354478,-0.00658987388167246,0.0845301086045815,0.0484651364894602,0.278487954881917,0.241053160297966,0.0701846141409082,-0.0484159601781158,-0.0963363332889629,0.0927502588224427,0.0540011425903236,0.04117713912328,-0.117668436444622,0.142502843351001,0.237225080949984,0.242066943863979,-0.0353215011246134,0.0501309230241844,-0.0829508586673535,0.00433287547042844,-0.116440145409699,0.0347468481444437,0.172211708703946,-0.0828944409871036,0.0144887822470497,-0.0512063212451934,-0.0274614730420874,-0.0631351782281955,0.0538461829832841,-0.0183578789512741,-0.0605458210931876,0.182177154785252,0.159494445724302,0.0515771524859966,0.0634105010516454,0.033294451190167,0.0387213631964666,-0.00289625832259139,-0.0641249797821694,0.0429636000089322,-0.135024393391582,-0.0215274077219557,-0.0501855225370543,-0.0653905529796014,0.0281983518455418,-0.113443569985405,-0.103993105593831,-0.0834959272486268,-0.0199133072484329,-0.100367606150033,0.13902674997326,0.0414797038752464,0.121867290870442,0.207603917914559,-0.00190379302095892,0.00194916830648388
"R12891",-0.0627320905627773,-0.0811147731424999,0.0240909730378281,-0.127040003416822,-0.0600827417081771,-0.0708674042923368,0.0395769295283246,0.0273744348091434,-0.0195047246763214,-0.0583165889083361,-0.0655053518606538,-0.0863556955758527,0.0995841797141302,0.0238072122782461,0.0188114973530626,0.159211997850085,0.0620855057478642,-0.00617014566317301,-0.0959006661095692,0.0188062783110104,0.10920828675798,-0.0463454697263768,-0.142744758728041,0.1256471945176,0.100001244898382,0.130947989339444,-0.0887244074149699,-0.0185476151918145,-0.0696451966533266,-0.0527160868435086,-0.0687185079719303,-0.0326845497794156,0.119972329620344,0.0893340710070167,-0.0980818418470861,-0.0520501204789098,-0.160335511746038,-0.0348561832663215,-0.114679682416796,0.0320653823471027,-0.0475414307809061,0.0513280368983463,-0.0347476975350282,-0.097408283724284,-0.00427327416326728,0.0121104730474894,-0.0558690908088936,-0.0289930606800471,-0.109400062356832,-0.00375806409545268,-0.131418912155264,-0.0646941678949757,-0.0249504061413173,0.0265046234674794,0.105382825349234,-0.0973095071985753,-0.139570021340595,-0.0228258192085069,-0.0673294299761008,0.0262820036117433,0.112071403097089,0.0195169902093848,-0.0114106440578697,0.1360441263176,-0.117523118080169,-0.0986340469051902
"R12892",0.223736075056957,-0.0786364927029086,0.114251114798391,0.0841900682429671,0.172104568917297,0.116704699048491,0.220878523793952,-0.00518787694912871,-0.00552716294772077,-0.0520633268017179,0.222120794808342,0.0855182619143934,-0.169951724511313,0.00547893428894031,-0.0278753482441459,-0.110371458384695,-0.226795570273178,0.13583341796968,0.0908766885161403,0.00790691607201973,0.035155089015402,-0.0398577285351871,0.146408095906436,-0.0297594107403163,-0.0796786328761856,0.00470672079451329,-0.059790467397425,-0.0590017980357176,0.0330066843209642,-0.18845628471707,-0.172293152915144,0.0403719487621375,-0.0211217424994055,0.0106403906492659,-0.141144251834642,0.0646327617376325,-0.0101414798807642,0.29247573524795,0.0194321095446676,0.319473654545637,0.14711725031028,0.00184817360496192,0.0140891548521762,0.0663054582251292,-0.0987875991498744,0.0892797980471274,0.0425360829323096,0.046234515483693,-0.0274675283526231,-0.0577900520622137,0.148732048996876,-0.021561660314136,-0.0267180897524398,0.258855707131158,0.0867285403955636,0.0178383481158024,-0.0503710825471653,0.0506760039651001,-0.0212239313888614,0.176879672978238,-0.127007426198141,-0.0334852383425501,-0.0205622410035312,-0.0077734743325004,0.293677541228203,0.0109424214873896
"R12893",-0.0308799702837232,-0.0492206452463539,0.0234942628915195,0.182157326508512,0.130986452681602,0.0567629191360421,0.154566654409871,-0.0918575725814128,0.210629856561387,-0.0187612950304308,0.019329010469924,0.157623549509659,-0.103874760127244,-0.103116369499956,0.0624561358007282,-0.0886424485586052,0.12445144798323,-0.0163173938785438,0.0371486375557125,-0.146182944420065,-0.0194676089480818,0.188176691108237,0.160763041184372,-0.0661429339190706,-0.0857594034348219,-0.139657829657088,0.116982417074829,-0.141573010643635,-0.0563774068212823,0.0159280231807337,0.136141599377491,-0.107516599561038,-0.00996731521665893,-0.0624230886516349,-0.0606941686070132,-0.0107015084886152,0.0335271868844064,0.0807314514472209,-0.0200195119551925,0.20883332216736,0.152120107389754,-0.0946189230725161,-0.0108839883634939,0.218996937846363,0.00346019436499221,-0.0753608382402162,0.15273726828683,-0.00409714957613539,0.202132576392615,0.176229334680791,0.054211389382013,-0.113705894604127,-0.0463756663127479,-0.0205822213932747,0.102931236501091,0.0910238536596154,0.0435065116901448,0.163898119891703,-0.0483480407941565,0.0220994336978968,-0.0991919156415671,0.0395352821505274,0.0149189147101806,-0.0974279908161892,0.0784771415869646,0.127319880181021
"R12894",-0.0661905481706129,0.0642651081664569,0.10922154494412,0.0302254405559334,0.0828225445818802,-0.0193487897596842,-0.117842461342815,0.0626052920109875,0.137581059403649,0.332326486940634,0.0298074311826289,-0.0574323155987119,-0.0285372186953242,0.117828392406842,0.0105098660233723,0.02751910755581,0.080157335887844,-0.0376397198004921,0.0908408401993159,0.00818779813654816,-0.0894032703342428,0.0606424238780185,-0.00338299843923602,0.0475323294104366,0.022939016212515,-0.0386905944956688,0.135988214072073,0.0953079503085948,0.113895456024463,-0.13227693526156,0.176503202604647,0.233141518713568,-0.0330600096102363,0.0651874789044071,0.0505518009953294,-0.017508952518791,0.0673409810301641,-0.0902049760736104,0.085749032635181,-0.109795949030331,0.0631278145324944,0.0300688027482631,0.0122329838561828,0.00669008268144833,0.135732777610018,0.123407082063264,0.369376189526582,0.0908055207905053,-0.0393376791708359,-0.0298781213801976,-0.00488078470359491,0.13185835749916,0.185855922983838,-0.0716409704087892,-0.033696911804899,0.0711118970396533,0.163519646066044,-0.0180029593085616,0.0663253767589477,-0.0421658052522523,-0.047206630225998,0.0138243528349011,0.128211748219299,0.055752936812379,-0.0971378055768452,0.0791825438904176
"R12926",0.0934338211173142,-0.0763269289086021,0.122925281047228,0.166294588516567,0.101199656016136,-0.139710147073745,0.144952278330317,0.0416592618091004,0.0540828472409548,-0.118202070399244,0.117846388295107,0.07008909000341,0.000968418986064072,-0.156021880594331,-0.0475701354627261,-0.129354283611963,-0.0313067808868446,0.00155578302269059,0.21154636474218,0.0302584075621184,-0.0368406088431682,-0.146913009160496,0.181094033723384,-0.144513864761315,-0.0818936422000316,0.0322481998692456,0.132971333561292,-0.0321454775291507,0.0767935211164468,-0.159180261293916,-0.0591449247975327,-0.0798803983483941,-0.0712331854640025,0.0948252012681776,-0.147345251041075,0.0996971994963241,0.155444482122852,0.185367203355503,-0.0233637545175394,0.167215979996687,0.241059121747758,-0.05131168953764,-0.0674420334993465,0.00539887187247337,-0.0495827496808527,-0.111338068735582,0.0451309879131637,-0.0525664487043531,0.136187553494724,-0.226682931464783,0.246625918191637,0.0646792095793902,0.0237246209987847,0.115002217393744,0.12931798650535,0.246273137050944,0.170842389450235,0.0234465566303392,5.10076538222312e-05,-0.0500002500121918,-0.136779361663284,0.0677884663946742,-0.142649548623578,-0.0162926892757669,0.115744111015892,-0.219753222428355
"R12927",0.0471702084570249,0.00334372668739237,0.183009564543339,0.0907275508387405,0.16921565550865,0.0859761181579634,0.170357815202833,-0.0858931241905183,0.114999955195717,-0.123650746168294,0.18954103996151,0.0554436505354005,-0.0911855580163247,0.0526451874436371,-0.100404006791046,-0.0965867447985442,0.109833174700569,0.102518078158652,0.189929052075833,-0.0368427593211776,-0.064907770314662,0.0474337782258178,0.122719461718225,-0.0708659252783641,-0.0886861331925418,0.0494988383688538,0.0517811720156214,0.0244010833485097,0.127319180160834,-0.134556811964734,0.0304481417897052,-0.0709047982313264,-0.0762035568115174,0.0927321214507725,-0.131725577207263,0.0280956390259135,0.0661598516060354,0.045316321475816,0.0908769154154943,0.198402471582409,0.109113171040887,-0.00722560475028812,0.0669841387988511,0.0441665599687265,0.148253923360421,-0.138899888090852,-0.0423644027330743,0.0776464934603864,0.0821912085262354,0.0778601808859909,0.0562030260166988,0.0552306942345469,-0.00239073604505308,0.125872138236192,0.053463523407524,-0.00825813656019737,0.0785192091107221,0.0952294149777803,0.157277422235068,0.00358796606177633,-0.114715930073223,-0.0110842578800041,-0.268534098823968,-0.141633430086172,0.0842962398932408,-0.0607602724284938
