ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0030312	external encapsulating structure	33/625	307/12583	2.42498548742338e-05	0.0053834677820799	0.00518181109417837	ANGPT1/ANXA2/SERPING1/C1QC/COL4A1/COL9A1/CTSS/ECM2/ECM1/CCN1/ITGB4/LAMB3/LGALS1/LGALS9/MST1/CXCL12/THBS1/DGCR6/FCGBP/LRRC17/HPSE/FGL2/FRAS1/KAZALD1/ELFN2/NTN5/RTN4RL1/CCDC80/OLFML2A/COL24A1/COL28A1/FREM2/AGRN	33
GO:0031012	extracellular matrix	33/625	307/12583	2.42498548742338e-05	0.0053834677820799	0.00518181109417837	ANGPT1/ANXA2/SERPING1/C1QC/COL4A1/COL9A1/CTSS/ECM2/ECM1/CCN1/ITGB4/LAMB3/LGALS1/LGALS9/MST1/CXCL12/THBS1/DGCR6/FCGBP/LRRC17/HPSE/FGL2/FRAS1/KAZALD1/ELFN2/NTN5/RTN4RL1/CCDC80/OLFML2A/COL24A1/COL28A1/FREM2/AGRN	33
GO:0031514	motile cilium	21/625	166/12583	7.4125484889702e-05	0.0109705717636759	0.0105596304790242	SEPTIN2/HYAL3/SLC22A14/CFAP43/DRC3/TEKT1/ROPN1L/SPATC1L/DRC7/CFAP300/CCDC65/DRC1/AK7/GARIN2/SPAG17/CFAP65/TAS2R43/SAXO2/RSPH4A/ENO4/FSIP2	21
GO:0016324	apical plasma membrane	25/625	226/12583	0.000146873777702536	0.0134186016950662	0.0129159608539519	ADRB2/AQP1/ATP1B2/ATP6V1B2/CNTFR/CYBA/IL6R/NHS/DDR2/ATP8B1/ABCB1/PTPRO/SLC16A1/CUBN/MGAM/KL/GJB6/SLC7A9/SLCO2B1/ZMYND10/RHCG/CDHR2/PAPPA2/SLC4A11/ECRG4	25
GO:0062023	collagen-containing extracellular matrix	26/625	240/12583	0.000153266380166689	0.0134186016950662	0.0129159608539519	ANGPT1/ANXA2/SERPING1/C1QC/COL4A1/COL9A1/CTSS/ECM2/ECM1/CCN1/ITGB4/LAMB3/LGALS1/LGALS9/MST1/CXCL12/THBS1/FGL2/FRAS1/KAZALD1/NTN5/CCDC80/COL24A1/COL28A1/FREM2/AGRN	26
GO:0009897	external side of plasma membrane	20/625	164/12583	0.000181332455338733	0.0134186016950662	0.0129159608539519	ATP1B2/B2M/CD4/CD74/CNTFR/CX3CR1/IL4R/IL6R/ITGAM/KIT/KLRD1/MCAM/ABCB1/CXCL12/THBS1/CUBN/TNFRSF14/CD163/BTN3A2/CD24	20
GO:0045177	apical part of cell	28/625	277/12583	0.000280456338625063	0.0177889449070755	0.0171225975160565	ADRB2/AQP1/ATP1B2/ATP6V1B2/CNTFR/CYBA/IL6R/MYO5B/NHS/DDR2/ATP8B1/ABCB1/PTPRO/SLC16A1/CUBN/MGAM/KL/GJB6/SLC7A9/SLCO2B1/C5AR2/ZMYND10/RHCG/CDHR2/PAPPA2/SLC4A11/ECRG4/ADGRF5	28
GO:0005930	axoneme	16/625	122/12583	0.00034492265011141	0.0186824412461612	0.0179826248125687	CENPF/SEPTIN2/SPAG8/CFAP43/DRC3/TEKT1/CCDC65/DRC1/DNAI3/CFAP276/SPATA4/EFHB/SPAG17/DNAH12/SAXO2/RSPH4A	16
GO:0097014	ciliary plasm	16/625	123/12583	0.000378698133368133	0.0186824412461612	0.0179826248125687	CENPF/SEPTIN2/SPAG8/CFAP43/DRC3/TEKT1/CCDC65/DRC1/DNAI3/CFAP276/SPATA4/EFHB/SPAG17/DNAH12/SAXO2/RSPH4A	16
GO:0005604	basement membrane	11/625	74/12583	0.00100127654529318	0.0444566786110172	0.042791397619898	ANXA2/COL4A1/COL9A1/ITGB4/LAMB3/FRAS1/NTN5/CCDC80/COL28A1/FREM2/AGRN	11
