ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
C1800706	Idiopathic Pulmonary Fibrosis	46/627	453/12288	6.01966128557199e-06	0.0258606410455492	0.0229276505005809	ANGPT1/ANXA2/AQP1/CEL/CSRP1/CTSS/DIO2/EGFR/GPT/HTR2A/HTR7/IGFBP3/CCN1/IL4R/IL6R/JUN/JUNB/KIT/LGALS1/MPO/MST1/ATP8B1/ABCB1/MAPK7/RET/RHCE/CXCL12/SNAI2/SMN1/TP53/VIP/H4C12/H4C11/H4C2/AOC3/TNFRSF14/CD163/KL/DUSP10/PADI2/DAPK2/QRSL1/SLC2A10/PARP9/LCLAT1/ARMH1	46
C1262211	Diarrhoea predominant irritable bowel syndrome	8/627	22/12288	7.42869426554598e-06	0.0258606410455492	0.0229276505005809	FGFR4/HTR7/IFIT3/MPO/OPRM1/SCN9A/VIP/MYLK3	8
C0024537	Malaria, Vivax	10/627	37/12288	1.10752210045179e-05	0.0258606410455492	0.0229276505005809	CYP2D6/DHFR/FYB1/IL4R/CYP4F3/SLCO1A2/TLR5/TLR6/SLCO2B1/QRSL1	10
C0275518	Acute infectious disease	16/627	96/12288	2.55106112190181e-05	0.0359624662957433	0.0318837749194012	B2M/CD74/CEL/GPT/CFH/IFI27/IL4R/JUN/JUNB/MPO/THBS1/TP53/TLR6/PTPN22/IFIH1/PARP9	16
C0742343	Acute Chest Syndrome	24/627	186/12288	2.56691408249417e-05	0.0359624662957433	0.0318837749194012	ADRB2/ALDH2/CX3CR1/CYBA/CYP2D6/EGFR/GPT/HTR2A/CCN1/IL6R/CIITA/MPO/ATP8B1/ABCB1/CXCL12/SHBG/THBS1/TP53/CUBN/LIPG/PTPN22/VSIR/MARCHF10/ZGLP1	24
C0151449	Primary SjC6gren's syndrome	19/627	132/12288	3.91267233379071e-05	0.0396650883675224	0.0351664632583316	ANXA2/AQP1/B2M/CTSS/CX3CR1/EGFR/FLT4/CFH/MPO/CXCL12/TLR5/TNFAIP3/TP53/CUBN/ABCA7/IFI44L/PTPN22/IFIH1/TUBA1C	19
C4050407	Pauci-immune Glomerulonephritis associated with Granulomatosis with Polyangiitis	8/627	27/12288	4.10955580707103e-05	0.0396650883675224	0.0351664632583316	CDK6/CEL/CIITA/MPO/TNFAIP3/TP53/PTPN22/PARP9	8
C0027430	Nasal Polyps	27/627	230/12288	4.52991730107322e-05	0.0396650883675224	0.0351664632583316	ADRB2/ANGPT1/ECM1/EGFR/EMP1/CCN1/IL4R/JUN/JUNB/KIT/LGALS1/LGALS9/CIITA/MPO/ABCB1/CXCL12/SMN1/TP53/CD163/CCNO/HPSE/ZMYND10/LTB4R2/CFAP300/CCDC65/DRC1/RSPH4A	27
C0006267	Bronchiectasis	16/627	104/12288	6.99523441092736e-05	0.0464109028957826	0.0411471996821995	ADRB2/B2M/CEL/LGALS9/MPO/NHS/CXCL12/CCNO/PTPN22/ZMYND10/RGMA/PARP9/CFAP300/CCDC65/DRC1/RSPH4A	16
C0524910	Hepatitis C, Chronic	25/627	211/12288	7.38784668754405e-05	0.0464109028957826	0.0411471996821995	CX3CR1/CYP2D6/DHFR/EGFR/GPT/JUN/KLRD1/LGALS9/MPO/MX1/OAS1/ABCB1/CXCL12/TP53/AOC3/CD163/PLIN3/TRIM22/HPSE/PTPN22/IFIH1/PNPLA3/BOC/IFNLR1/CD24	25
C0153690	Secondary malignant neoplasm of bone	38/627	386/12288	7.63665002697723e-05	0.0464109028957826	0.0411471996821995	ALDH1A1/ANGPT1/AR/B2M/BCL9/BMP6/CAPS/CENPF/EGFR/GNB3/IFIT3/IGFBP3/IL6R/JUN/KIT/LAMB3/MCAM/CD99/MPZ/MST1/ROR1/DDR2/PLIN1/MAPK7/CXCL12/SGK1/SLC16A1/SNAI2/TG/TNFAIP3/TP53/PTGES/HPSE/TOX3/SHC3/SHCBP1/C17orf97/CD24	38
C3714636	Pneumonitis	36/627	360/12288	8.54626580514822e-05	0.0464109028957826	0.0411471996821995	ADRB2/ANGPT1/ANXA2/AQP1/AR/BMP6/SERPING1/CD74/CEL/CTSS/HBEGF/EGFR/GPT/CCN1/ITGB4/JUN/JUNB/LGALS9/MCAM/MPO/OAS3/CXCL12/SGK1/THBS1/KLF10/TNFAIP3/TP53/VIP/AOC3/PTGES/LTB4R2/VSIR/IFIH1/PARP9/PTPRVP/LCLAT1	36
C0000786	Spontaneous abortion	15/627	95/12288	8.64122944133821e-05	0.0464109028957826	0.0411471996821995	AR/DHFR/ECM2/ECM1/EMP1/IFI6/IGFBP3/ITGB4/CD163/CCNO/ZMYND10/CFAP300/CCDC65/DRC1/RSPH4A	15
C0206635	Myelolipoma	4/627	6/12288	9.27555518259751e-05	0.0464109028957826	0.0411471996821995	AR/KIT/MPO/TP53	4
