"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow"
"R10713",-0.0363472261547422,0.0131485130452618,-0.27603837986258,-0.0450267247449063,0.266666734540648,0.126919131348965,0.102989047722119,0.243344875727816,0.269810953055592,-0.108269816506833,0.127290500112827,0.0643962631550403,-0.248975554978163,0.156862167649177,0.083233944102495,0.161438249564724,-0.0296703623558839,-0.400570923778344,-0.148012612595621,0.236786457165077,0.186077298884718,0.0185797958608084,-0.17110370605936,0.0748784665765566,0.047311777399625,-0.19345756538523,0.0582862083098586,0.19947485245635,0.0866325875499909,-0.0403134506473077,0.152542545694895,0.241702506514129,-0.262199707039337,0.249427383543508,-0.192013834417352
"R11449",0.0236326401354099,0.0577469569617688,-0.131079798527988,-0.035193010295605,0.0645154078728808,0.00129808436745549,-0.0373998989069695,0.0610554343730002,0.0433943422673944,0.0123216763186658,0.0398996104852285,-0.0179430730407931,-0.091937815971645,0.00452649041422259,-0.0447744650041014,0.00956031723041939,-0.140119136633424,-0.129652208910245,-0.0601626572884115,0.0880805979108334,0.100779688105404,0.0601851297426652,-2.22265986762338e-05,0.068827060402992,-0.126024725541952,-0.170306280811154,-0.0573135739193652,0.0380937784934543,0.0801924865704603,-0.172392825649801,-0.0492239981777292,0.093064214049344,-0.108511110280058,-0.0600435318973196,-0.0757844386131388
"R11450",0.245284992100924,-0.215833922637761,-0.0534849159695484,0.185893203320345,0.111686797001086,0.287142982874958,0.0151804184069059,0.230331941813861,0.236562443947496,0.232992057263572,-0.29338229858276,0.190407301365815,-0.194220881100949,0.00984332881511818,-0.083849565444704,0.290342892747647,-0.120284308751494,0.0244592328758835,0.287922864218041,0.180468367609925,-0.0571539723655377,-0.0685320193957583,0.108146605543271,0.0326756801450616,-0.295816890303658,-0.000293856261847747,0.195714091580273,-0.298926114767109,0.379706886159558,-0.0834790153255408,0.102139990626418,0.0206140520317571,0.131056629577934,-0.0835286383914699,0.255916640922962
"R11452",-0.586225709960398,-0.0439055255449754,0.249279775832815,-0.556531486943196,-0.03976841797057,-0.239460504969906,-0.117362601671482,0.0819403992959813,-0.405141385256176,0.252192761573196,0.312648949828698,-0.0401048238476126,0.163597273629588,0.52813087670867,-0.0430660196624166,-0.258803880231829,0.284186943713373,-0.239519184807653,-0.00579196465772022,-0.466772376497123,-0.194072408807179,-0.327263565071205,-0.25432096787148,-0.346053707691168,0.110547783791182,0.0783951769906566,0.243290909479305,0.139648388470885,-0.196100635883848,-0.283886091146254,0.193734249624414,-0.263488388075835,0.0674569773070296,-0.0526647726401346,-0.112568805735631
"R11457",-0.00721442774092227,0.0315704590518836,-0.287704792069286,-0.228047506380936,0.0814037432423728,-0.0505414142774473,-0.337980301334023,0.0402451190198533,0.0467796578443013,0.125021342458805,-0.0333435418546126,0.163885166903484,-0.368089728431941,0.101075960354858,-0.00216097037640207,-0.136267896527251,-0.0796473435303787,-0.164695049413539,-0.255453078289402,0.234713273019192,-0.132227280940606,0.0320844869630211,-0.0527309181191309,0.195081593113495,0.201969528148229,-0.22146157915686,-0.132539153164455,0.163778612190441,0.0388150943651994,0.21574055193292,0.0436299639406868,0.310514278127028,-0.225381719444989,0.29415717728067,-0.0789710133329286
"R11459",0.0776679339859763,0.263136280675557,0.0739840836209292,0.00125240783295598,-0.144391548116037,0.0796929595164715,0.111733627068559,-0.057196049821089,-0.00878400058291019,-0.0491185105835003,-0.0139994954773574,-0.242461355813962,0.176345815176645,-0.0350901479945481,0.0999161392001511,-0.0192121366415494,-0.151222544452531,-0.128818259088845,-0.0473180973725415,0.0141560590302426,0.0340022248808131,0.148864759383418,0.142284783994227,0.160840041975674,-0.0966824443417171,-0.0711211009297314,-0.138925035119553,0.10159655247108,-0.204760159037789,-0.140587558857813,0.134620230300211,-0.0920345530786073,-0.108118464640007,0.115949281986896,-0.231846083590271
"R11463",-0.0530565318457784,-0.431572411870774,0.167646530755949,0.229246004937512,0.12271954886584,0.243533860790495,0.273329051136121,0.380692946270438,0.313048506423784,0.416868854866894,-0.217771124212563,0.254323945658967,-0.293416038576019,0.0804255507556386,0.0569602091234822,0.424792190571808,0.322030838383705,0.176011329448444,0.462418605799823,-0.140351675933793,-0.507242173675719,-0.543664372766625,-0.0734536738011941,-0.321989261863027,-0.182137330959168,0.38452090309842,0.467673110604518,-0.480613065341753,0.336236827587406,-0.0755992687537603,-0.0141377404292064,-0.253903918780901,0.208461312224419,-0.103154515488634,0.350104436516386
"R11468",0.0823216629336855,0.0126242669761137,0.161299189478524,-0.116452915001465,0.290021019930331,0.164033439663082,-0.181094140383508,-0.190543422201399,-0.180905610730693,0.149510675551343,-0.155473059255381,-0.116065880589915,0.104424236865476,-0.0732454065772335,-0.0751979267479249,-0.0265505607976621,-0.105672661325426,0.18824258688721,0.113348008492233,0.0486439846925505,-0.187686446780624,0.0251983257404973,0.166326470680245,0.107119117569926,-0.22382525394536,0.0135534343385662,-0.152832134535092,-0.140765445822195,-0.0027538505211611,-0.139877857208601,-0.0138512191317089,-0.201963823297022,0.185052392606463,0.0241286860118603,0.0783919489627759
"R11470",-0.242431526727785,0.0888825185848039,-0.123113749047233,-0.211203311962678,0.10764956453666,-0.222148592495445,0.014021137401088,0.0314685577499629,-0.0300665856043176,-0.120862506623204,0.149721596166563,-0.0189027393850247,-0.0235800921183413,0.0671788560833059,-0.0171248147283366,-0.107087699699866,0.0418040678636758,-0.201107463082875,-0.304308410147191,-0.00414092324057192,0.154617247050471,0.1066833123801,-0.248252861016036,-0.0687712605690544,0.291471505156853,-0.143071539375729,-0.0555525095270355,0.28772067546717,-0.236711493117878,0.150448232460223,0.103697484833778,0.170551396699922,-0.209287703578121,0.0334818468670439,-0.247326109453249
"R12208",0.13936728263097,0.116165359810974,0.261374128175272,0.255945356184152,0.00149127229210097,0.113106295861155,0.107001522402972,-0.135879744908463,0.0185785141413497,-0.113599921670238,-0.188988469559688,-0.0878343537596529,0.135457535718108,-0.0832346841947432,0.208311339313413,-0.00446637031423688,0.0103463350971679,0.2117955333237,0.233216882394418,-0.0491255780910978,-0.291304585647298,-0.0745039078053125,0.200983377960029,-0.0132198667840134,-0.0817553383708626,0.343896038311943,0.0726427657057948,-0.117119636746345,-0.0237965087768692,0.264784264293094,0.016874465889744,-0.20714667521405,0.245128125317827,0.165080075647197,0.14768710171333
