"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow"
"R10700",0.0102074618889192,-0.0195563525081899,-0.0394573307261284,0.0265549252514811,-0.0495731989575345,-0.00987349910788101,-0.00396859476523019,0.0122488320766971,0.0661901148846539,-0.167173130695842,0.0948419336273684,0.0761826918000643,0.0269868631235212,-0.048864160118767,0.0264945235951334,0.0174290921487343,0.0355662821294765,-0.091656882760867,-0.0555906680286392,0.0518126442165698,0.0736098600536319,0.017758887087275,-0.012332027785089,0.032777964605187,0.0579482037230714,-0.0363275405945878,0.0243937521655942,0.0584003020753983,0.132005611534842,0.00712370334888295,0.120324255027373,0.0686492327143987,-0.076949452266157,-0.0144734786108796,0.0220546381958373
"R10706",-0.146130022584395,0.0490822934207399,-0.0788054777577493,-0.160538090066869,-0.220873387167611,-0.208581503746545,-0.0866442882608357,0.0373942435958156,-0.104124101699083,-0.154824480359741,0.103274356081935,0.0201635202237872,-0.0210180409511149,0.0137535478097948,0.282554844647093,-0.236518741914474,0.0379930077780832,0.0726704441820024,-0.182007764123256,-0.0832097248774347,0.0173626917518529,0.00255345283743758,-0.101049464692129,-0.0482450325536432,0.191575341035462,0.0119934519567074,0.00248045370023409,0.129744004883324,-0.0658545849543872,0.0964247027196631,-0.167513885257735,0.0844253478584187,-0.000791649895952484,-0.224385574921717,-0.0372555909639734
"R10709",0.0571437457449632,0.0377473267579265,0.170692580290376,0.0705972184274624,-0.0503281940604002,0.0733244597065458,0.093861505731009,-0.0941640075445419,0.0353389394464539,0.0394135762036598,-0.10576153357446,0.00786593599690544,0.0281328641670816,-0.0322098510472434,0.055675406514396,0.0308962758719762,0.0378113850516236,-0.0514543962585396,0.12741586330833,0.00294778506527743,-0.199393110803582,-0.0275503361002005,0.138094377342801,0.0597173133426024,0.0343925395336403,0.122751623146758,0.0192221343484869,-0.032133989262606,-0.0571357121146931,0.150888999915811,0.1000320020969,-0.0994093182427799,0.126917333300975,0.225227776997662,0.0526149899635108
"R10716",0.0878693122754698,0.0486491799633559,0.14516316844856,-0.0409554106214349,-0.00674398671441349,0.0917365658627245,0.0603006915680461,-0.216561702811922,-0.111966390689521,-0.11382180858055,-0.110870267359864,-0.0830162143250806,0.204229706953876,-0.0281451156601034,-0.315512204534733,0.0235692018858967,-0.0337165752655696,0.0331091624409084,0.0442787987514206,0.0188789459272962,0.00791486233801868,0.0785901595447149,0.163804791453658,0.0855589965826225,-0.00636484182780964,-0.0278734783460759,-0.11183818388547,-0.0447307607664682,-0.0180338641907227,0.0347773790814016,-0.22399621680727,-0.0878550264153839,0.0736328191697962,-0.143085793738731,-0.0103922850642013
"R11445",0.202762540527886,0.0780271012150138,0.106877084752509,-0.131189845144593,0.103205864288754,0.268162998091172,-0.0395842403183818,-0.210396219118122,-0.140957758085999,0.112419452038443,-0.148056942315996,-0.194119928250402,0.112035317762777,-0.118920600887089,0.387860204378042,0.04990575497115,-0.271932155349774,0.0106544039790185,0.126038196647855,0.153824513940297,-0.0200449637155507,0.11810223508621,0.321511213071842,0.280920928352707,-0.331720177278667,-0.242857077570667,-0.231410184876846,-0.116881079315796,-0.155553038767212,-0.282386094937624,0.166815206206531,-0.166105095990296,0.0255410530594447,0.171789504519796,-0.0783997163771883
"R11455",-0.00192981283373093,0.154735978881596,0.234902385879397,-0.0773881391016256,0.0568582011137544,0.151490327802211,0.119250680870944,-0.135719290324715,-0.0774399934045486,0.0769335317346209,-0.028015100833975,-0.188626531174261,0.170558798562277,0.0624924250288145,0.115615638355463,0.000961680570190636,-0.0310927515871296,-0.148049386326624,0.113607601992915,-0.0691482548831285,-0.211371106679579,-0.0781373332648885,0.180861391185488,0.101658042866778,-0.117990663294626,0.0155786661063533,-0.0173013859326631,0.0112374005547397,-0.132234631536996,-0.167559806978316,-0.0656647967982024,-0.241151752596121,0.0379521889433434,-0.0557753292519318,-0.11147227250575
"R11458",0.195823519118465,0.0213324741549278,-0.124349282895111,0.121292987255527,0.0259805494335064,0.0879012471841607,0.028304170717989,-0.0036760018472665,0.163452046844025,0.111111184971493,-0.182068077110565,0.0149615790814955,-0.0729089894590765,0.0188475362943391,-0.0627730155873003,0.147517174162611,-0.127111249632106,-0.120826428809046,-0.00728724560846662,0.232883392248367,0.0568890555736447,0.154857114750146,0.0567807601844872,0.176115301410164,0.00015200273157764,-0.0797690335091235,-0.051500669026513,0.015798497089485,-0.00976140417267122,0.0967891670118457,0.227893019913307,0.146791352143004,-0.198288999661585,0.156759859166355,-0.0709317196265519
"R12204",-0.00579051329415551,-0.177183874461083,0.00459655413862958,0.278450913859468,-0.0426378764549366,0.00858083527411969,0.179044163118704,0.294953328647179,0.259192546020438,0.0127758774170924,-0.0867202145822654,0.231120261061813,-0.121554794556004,-0.00129649651421462,0.0472522542781389,0.257248720522401,0.203367275926976,0.22841426506875,0.214431107746034,-0.0434138626602461,-0.0576368032067147,-0.124087563588305,-0.104637726401726,-0.23115146816808,0.0626514290317322,0.273572400888077,0.324212720041335,-0.140579933190015,0.257061646330489,0.193246408130155,-0.105689843462182,0.0605765715446496,0.182953319101879,-0.0778650514837299,0.240409778883809
"R12206",0.12472979881899,0.00714215777089175,-0.113078490628016,0.0643738704681395,0.190995222580403,0.00428475324843749,-0.0295856664543401,-0.0461109881680232,0.0472970000994392,0.0763890778947026,-0.199208650196657,-0.045811745211136,0.0238378289898527,-0.00817205897166884,-0.0234514383967963,0.1199577749502,-0.162771766270776,0.074135057680783,0.0285492264475842,0.133554031820438,0.159856545171882,0.156663718322066,-0.0350876815141703,0.0263717206381821,-0.0992424385620354,-0.0899006458071573,-0.0847486573902334,-0.0320582194089733,0.0274825939347477,0.0154808804965816,0.0715538641138715,0.0866941072590293,-0.0389060897158249,0.046831490688688,-0.0233931008690475
"R12209",-0.177012345225438,-0.0806670800585799,-0.228682805953771,0.0846521600778252,-0.0214375985079125,-0.181746349059549,-0.164393610897219,0.217994347953709,0.128992548755719,0.144462003580675,0.0753300645054573,0.193078776809917,-0.348934634626166,0.0960289661642238,-0.0808978564963525,-0.0763936348501033,0.0891750905060756,0.05416864407903,-0.111265939190894,-0.100211680038427,-0.127400422016878,-0.244124330693566,-0.267756653277505,-0.211672781110862,0.178895741279732,0.0576909185828854,0.0991229861804949,0.10595049759064,0.126038010209055,0.17370014378367,0.0085586659247712,0.246827193135767,-0.0449253606783661,0.0422936785886256,0.0665747601214506
