DEGs,PValue,Rsq
73,1.8695825832410996e-92,0.8238069314401109
61,2.1037670034123704e-92,0.8236337215852847
71,2.2387692281698276e-92,0.8235423669398118
74,2.6714019843159202e-92,0.8232826052812261
72,2.6916694956025544e-92,0.8232714842198776
60,6.21448594738192e-92,0.8220360095280926
59,1.2740740656196246e-91,0.8209690755398412
70,1.4665898491490197e-91,0.8207591975600026
55,1.5496737616449273e-91,0.8206769445825095
62,3.174420242729991e-91,0.8196031350981642
63,3.2114527469832676e-91,0.819585714131785
75,3.7929116145037535e-91,0.8193355777001249
67,4.062964422606511e-91,0.8192320930324205
69,4.482502674467203e-91,0.8190841353546974
81,5.008234731897548e-91,0.8189170110896421
66,5.46266918498645e-91,0.818786018329517
82,5.535209239721908e-91,0.8187661141971588
53,5.790253365766454e-91,0.818698130313664
85,6.138451427379332e-91,0.8186099612103775
83,6.168636776978626e-91,0.8186025529531563
65,6.316411070263215e-91,0.8185667964649956
64,8.242330238067965e-91,0.8181643424035444
58,8.73232294073167e-91,0.8180768956846945
101,1.0360713731531066e-90,0.817817724196919
68,1.0744652897975136e-90,0.8177625241883739
79,1.1592138224175223e-90,0.8176472997875522
76,1.1600237859551814e-90,0.8176462393548194
86,1.2817022189655245e-90,0.8174947364865814
84,1.3345079580673628e-90,0.8174333793896301
57,1.337375397082862e-90,0.8174301168862758
93,1.4353383223116884e-90,0.8173226330484333
102,1.5773619878038543e-90,0.8171790740202171
80,1.6282013741249969e-90,0.8171307832965594
103,1.6740242879655873e-90,0.8170885220210918
100,1.7100478584085235e-90,0.8170560962073159
96,1.746042748652926e-90,0.8170243658589905
56,1.7550923966775487e-90,0.8170164904315509
94,1.7762201371686756e-90,0.8169982597301101
95,1.8288173837245775e-90,0.8169537925442535
92,2.1773852263151696e-90,0.8166877339423451
104,2.2642158222160036e-90,0.816628044493411
78,2.3576040597305616e-90,0.816566329472548
52,2.6883915966117944e-90,0.8163657029947589
90,2.7706036181762077e-90,0.8163196445110015
77,3.0196595144243783e-90,0.8161879612394377
54,3.0500455015691783e-90,0.81617263812861
89,3.2466575427136074e-90,0.816077005400255
91,3.434148272370689e-90,0.8159910154609549
99,3.558981429418719e-90,0.815936307188185
97,3.8854719550820456e-90,0.8158017558799573
98,4.622136899140724e-90,0.8155353186288703
105,5.461127468634559e-90,0.8152789768319673
116,7.211345745918392e-90,0.8148509442675302
88,7.87435172909282e-90,0.8147153147637137
87,8.392880130675988e-90,0.8146169131327363
