"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R12260",-0.014522490051216,-0.127806092663075,0.057037785763143,0.129623361519439,0.0996959303893039,0.110368582467038,0.0506023684927418,0.0527894079781416,0.0276459391083629,-0.0497785403802443,-0.00339522863305678,0.0908912130757762,0.110314109341404,-0.0303156675506119,0.0565514872072992,-0.0824647888053558,0.151991328273121,0.0346659180488271,0.0084065041232454,0.0803170110436113,-0.0903243619308027,0.0545759730488452,0.100370142166507,-0.0119789313750337,-0.0504501119607298
"R12263",0.111361834413091,-0.087318604240028,-0.101873714984878,-0.0368407107896361,-0.0147116892868887,0.0992266139330347,-0.0429509959792706,-0.137532841849216,0.0487478171998065,-0.123847276321457,-0.0774668047435425,-0.0289453059404451,0.0849353912006702,-0.109934568125759,0.0413234108844799,-0.0381734028006421,0.0346237510308411,0.062121700834317,-0.115891230914415,-0.0455336562973921,-0.0538465347151822,0.0553257410951592,-0.0169972401115308,0.131976642296925,-0.0834809549149007
"R12265",0.00403006775099302,0.0206134749254314,0.00390239853659979,0.0399163435335098,0.0302418950763909,0.0625888476730835,0.00180170061712104,-0.0344936440953902,0.0445824252486923,-0.025114101310338,-0.00108356947227484,0.0382115167924431,0.0412075709225279,-0.0175923686588243,0.039222133543083,0.037093530036419,0.0348426770657172,0.00329450463214054,-0.116688388717102,0.0766992243924214,-0.106772491624664,0.0614297177904107,0.0136113376557332,-0.0486700984314531,0.0203365833333203
"R12277",-0.00184185899103287,0.0226780308635231,-0.0652345457706762,-0.130864646390103,-0.155801635810407,-0.089056693122787,0.0216189534656885,0.00108532347373146,0.0249233852153232,0.10707854936133,0.161092310778263,-0.103698886574065,-0.173190806785189,0.173952493447653,-0.126870847652921,-0.0575125550519652,-0.171469148978761,-0.151821547222059,0.145167407274994,-0.013022576711901,0.13004356287276,-0.112432740311115,-0.133128931990893,-0.0674132725061285,-0.070955482113689
"R12278",-0.00844117676791112,0.186696169909802,0.0172513081556176,-0.123753015830027,-0.217763535804908,-0.00335197093331098,0.0187511306511858,0.0821022566268573,-0.101429255918832,0.159098464513166,0.0600724108481589,-0.0536525182197529,-0.230229031422028,0.241334841251127,-0.159575645324049,0.0456730623054108,-0.18677132557614,-0.0886661740112301,0.172718596106115,-0.0598505740438974,0.162275743543733,-0.0444165904366261,-0.085708183204595,-0.105189389774606,0.101174710286756
"R12279",-0.014883236262301,0.016350268443956,0.15149411451395,0.0636553210612626,-0.0162141592633548,-0.0180965623840566,0.10214209641515,0.173091395978613,-0.0962830374212803,0.167468960650763,-0.0722129700246769,0.0506253356237769,0.000326450296635888,0.0971739711916846,0.0106789332008098,0.0035493752618186,0.0620153096823612,0.0352490500372432,0.124087907358322,-0.0087360659780435,0.0585286550709374,0.0801460110422771,0.110499474122977,0.00489077503580058,0.108684091703656
"R12280",-0.0801199968402268,-0.0131597965964832,0.115179335090283,0.0581455519080218,0.0322613179740249,-0.0954947922526042,0.0764370078812616,0.139438329724721,-0.0405350899051806,0.129794315121047,-0.0238265153767748,0.117675145408236,0.0323525944250527,0.0931811450531529,-0.0858551288329379,-0.130765987690629,0.0583572783438579,0.0561038438783991,-0.0125094447627612,0.0505368488209879,-0.0660814627666102,0.0886446916843102,0.00173671366677506,-0.113616398544609,0.0426380725457753
"R12285",0.183894230807683,-0.0341652331129725,0.120435093863461,0.00780907848382739,-0.0126812022117954,-0.11856004075463,-0.0559455293383273,0.0646839507817755,-0.0770492769282583,0.111228837394721,-0.305278057488938,0.190219373566022,0.0862631674685803,-0.0860530878933645,-0.0737467589007983,-0.0295779201278483,0.0317444979332272,0.266745845173941,0.0594815709728185,0.00672859778327407,-0.081032183230673,-0.207073201052149,0.0617237265137509,-0.00959495638925217,0.168654485781121
"R12286",0.0293116180654903,-0.119608180929986,0.0871810039783468,0.0958289469277532,0.0571489853569794,0.0815002785620154,0.0633023343541852,0.177299612443898,0.080870803300496,0.0248794306067575,-0.00254621113708801,0.120181430449724,0.0337084539446971,0.074443124407474,-0.122703820365913,-0.203426806678232,0.0266510957366477,0.0119567626021839,0.103573291703204,0.118582518930507,-0.0720489448304149,0.0593432738860149,-0.0754371667370454,-0.0104000807364379,-0.0677168115064241
"R12287",0.0811401302868883,-0.0269335253891573,-0.0293468872454284,0.00250123107675693,0.140864406814805,0.0901908405495997,0.0257749184647872,0.0090439429325902,0.0309863637744476,-0.0592607809107801,0.0779349204911832,-0.0981054133435862,-0.00130052758604316,-0.23792576385525,0.061376286455065,0.0574175924880732,-0.0177224651517764,-0.117736142114231,-0.229560507071879,0.00758616583070548,-0.219307517352679,0.226292674727033,0.00125960924755259,0.115538839893259,-0.00990159231808106
