"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R12258",0.0786436408054585,0.140041663908707,0.00999800595549111,-0.109116774340497,0.0415698052253832,-0.0308263015832913,-0.0294529176752928,-0.1220746632275,-0.167676321566489,0.0115260504113702,-0.0908842841503802,-0.0861262806874849,-0.0752753259723214,-0.00863201588235059,0.0540347930206844,0.155480248929007,-0.0381472428039561,-0.000284042818438198,-0.1781311838765,-0.204904660928746,-0.11389351790695,0.0907543205066305,0.119892524950422,-0.00957645899429536,0.126920838600272
"R12259",-0.205679228889281,0.279799901890027,0.207066169735922,0.147292851567553,0.120231674091942,0.240445009843768,-0.00454834948714611,-0.00327267731539449,-0.112658256906286,0.104691158727023,0.139537761962488,-0.0548467477476535,-0.154950645309706,-0.0661388223239834,-0.165584507473465,0.121451480349923,-0.169403373874837,-0.159848089108607,-0.302340656135317,-0.0427534396400481,-0.129624388533904,0.220153475226811,0.0262626287714425,-0.0267718667575547,0.165736915883078
"R12264",-0.0265197776733931,0.0246692330059634,-0.00712215140945771,0.0440224037304017,-0.0191730655508528,-0.0691932108582481,0.132277726221168,0.0249577287507941,0.00129176879165584,0.0320756182222864,0.057765239784064,0.03075951489569,0.0100455473365307,0.0350658200003825,-0.0398661018702872,0.00735318736695083,0.00874918660603385,-0.0333759230261001,-0.0238330339076991,0.0418851299418495,-0.140238043136945,-0.0088785933689528,0.0177155302684325,-0.105867726947347,-0.000534434279461871
"R12266",-0.00936666068649517,0.0439295156266602,0.00422008641544228,-0.0295660226358899,-0.13119450424331,0.0351547272204487,0.0705203577894887,0.00102357173738564,-0.0720725012777514,0.0798817261883451,-0.0417641255278363,0.0168126715244677,-0.0279742315175852,0.0478970062161034,-0.0265342999145595,0.00773439750631673,-0.00509673470149098,0.0347018239815513,-0.0421471553047699,-0.0121130957898254,0.0287749237880486,0.104157522715613,0.0229221647214069,-0.142900035318638,0.0414910649120033
"R12305",0.255974168213788,-0.0357452803113398,0.107938640530863,0.148850807830171,0.185693025849687,0.019899755524596,-0.12885586733077,0.0864093541665563,0.00625827116974784,-0.0107825998234339,0.148711096468594,-0.0485733298734693,0.00923755307349994,-0.21843610332899,0.00519089803991158,-0.0163859014259793,0.0319511632171596,-0.135958768714529,-0.0615451300055688,0.0546837990809508,-0.0914500750260014,0.208718698681308,0.0564210405096092,0.083850880351547,0.0170133487521456
"R12308",0.0576977396861761,0.0430442050715436,0.107940216465912,0.112582048165936,-0.00371369504873939,0.0135758085748224,-0.0865660263192586,0.124115019755325,-0.0565196772646425,0.089248060244899,0.0297932314813947,0.0605797962018016,-0.0291967930158676,0.179908509640021,0.0876674475391309,0.0627467384942817,0.117433657695478,-0.0525174902586763,0.0461296554181103,-0.0163425790176878,0.0761956920640994,-0.133810035384497,0.156772890372384,-0.105164265177993,0.0721969615411943
"R12323",0.193011407774008,-0.255372751580403,0.0223599084985126,0.122249021724732,0.150788192904479,0.101129586054383,-0.109292173567619,0.0699221250499891,0.140879258571386,-0.158242482891181,0.049539631967642,0.000719714371304163,0.0143508044922679,-0.00537296149064084,0.0522234156317609,-0.185131595980921,0.050437526945879,-0.024843373992294,0.293491979175065,0.0692008344443294,0.201624319394733,-0.114968093533154,-0.0923392888427345,0.126864615977496,-0.174075284041927
"R12324",0.0140172867186441,-0.0552230242073892,0.132072413291084,0.117842961518448,-0.17611936512728,-0.0781308185751971,0.224769209596078,0.153028709278739,-0.0316530417714953,0.196844216894646,-0.0122594164085098,0.160441823247624,0.0111373647238544,0.259639482906489,-0.0639165400003941,-0.171390343163595,0.0927959797366366,0.0400954461456803,0.195467495370442,0.062918360481241,0.125653739039744,-0.0105376979557,-0.00225431391892576,-0.205851038704522,-0.00620959300602568
"R12338",-0.0537998941811879,0.162318507868478,0.197283809137988,0.0483109120059122,-0.00787876108123209,-0.108338511521556,-0.113756324768089,0.199519022353606,-0.0917140327313495,0.180691425965962,0.0411835558570565,0.129355438873196,-0.158304186003634,0.129964724162451,-0.320945356976086,-0.128489567337539,-0.199240995384412,-0.011557425792548,0.108216606356926,0.0325470386354484,0.0525938185618484,-0.135963803266353,-0.153789113036024,-0.181034561845169,0.10144873660557
"R12342",-0.062664962419728,-0.0655522063106821,0.0814178671830123,0.138050240837626,0.13389227795113,0.0101680122085357,0.0253357219917721,0.0843145601965722,0.0411133136445779,-0.00776211230813335,-0.00684124418819627,0.101217182406159,0.100769114539002,-0.0467255284689544,0.0392944211477194,-0.052109105674746,0.0989870956638992,0.0674637660669047,-0.0856442764585444,0.0856653199202014,-0.119378539622755,-0.0229852606338723,0.0636617221610467,0.0147723668464899,0.0323699769006039
"R12344",-0.219847660224357,-0.00156675154722754,0.0018347611969329,-0.00909326734916306,0.179027023616305,-0.31220673116659,-0.146068595610273,-0.00185146483984127,0.293264358524617,-0.135337567676998,0.322054320109928,-0.0791138937443103,0.186683570134317,-0.231634166074238,-0.126785636686415,-0.0992138796315759,-0.138606562192087,-0.273584303042432,-0.101551949290064,0.231643090053541,0.067603980330632,-0.161401072170877,-0.112109241332275,0.195162637560236,-0.0285756132280236
"R12345",0.0743331123558071,-0.0368865024106519,-0.0652814822288258,-0.0212425343214938,0.011205671015424,0.0607891654303268,-0.0214376909500051,-0.0108830618035678,0.060401235512577,-0.0782397182188602,-0.00123670495882745,0.0279522211013807,0.0450410314783562,-0.0320743112152549,-0.0505309424052004,-0.0526615307920412,-0.0185532623833025,0.0147218666954327,-0.00376372216719616,0.0610384932894541,-0.0419938051613435,-0.00444297271947648,-0.0961270017304048,0.0492133125835798,-0.0810187228888612
"R12347",-0.00691951418207554,0.0312914957086162,-0.0266568754960518,-0.0795636521760369,-0.0916903404449245,0.00394157530147679,0.0363805510889389,-0.0875140860379204,-0.0271369205323694,0.00042275453000125,-0.0635790920216086,-0.0474785752064828,0.00469016018140851,0.0451898509857565,0.12188612572576,0.0673772029240179,0.0547347684602764,0.0377207711464658,-0.0787294201652526,-0.0849243799496226,-0.0381369105057171,0.0302346596211844,0.0535301588731274,0.0610751130022346,0.0351267111284885
"R12350",0.0852078672874429,0.0649062921652446,-0.0521033493757376,-0.110604942202628,-0.171409772145871,0.191305999408504,0.115011794949144,-0.0314802871335961,-0.0262824799040244,0.0511898291278571,0.0119439658478527,-0.0637025295011339,-0.126236761134517,0.157175626008904,-0.0818821119564704,-0.0537997343411422,-0.132176298730211,-0.0930888690077616,0.040498278536279,-0.0234909878966132,0.115379633496539,0.0666826610166837,-0.125400965004502,-0.047699446639259,-0.0753607436682563
"R12362",-0.115834194534422,-0.0478814740333703,-0.00736531987893726,0.0615250880903409,0.150499285449874,0.0463873003670887,-0.0731186923999092,0.0488427735770896,0.0408831501730889,-0.114500345756233,0.0167085273986122,0.0449757707622788,0.0688692397316112,-0.0827984211557706,0.0240099661645681,-0.0158007816104667,0.0738816006745501,-0.00701596122296097,0.115735412459231,0.0555877891748897,0.043236262678652,-0.0290925387207507,0.0391656607208732,-0.014717741058527,-0.037612863231523
"R12363",-0.117176084840117,0.234073842235114,0.0854606098816369,-0.0127684667778731,0.0706134021079072,-0.0309959751424792,-0.0578454910504347,0.0413178497802333,-0.121664146167003,0.00920610700125647,0.0587451789573938,-0.0327892670402726,-0.149032840223932,-0.00255953186676277,-0.042265087994942,0.220931279735601,-0.0991927595418205,-0.0824950360005693,-0.0345442277919332,-0.0858268594511421,0.0184088657171452,-0.0571857867960041,0.128926963970069,-0.114283858795141,0.197468270659871
"R12366",-0.05430524243082,0.152789150560766,0.0774328193778105,-0.0758752930113369,0.0435960352005057,0.0280272387447974,-0.0610979263134418,0.115953689830663,-0.0851640481490061,0.070097369038648,0.0237479991902489,0.0266260440046522,-0.1771913090553,0.0438823265776906,-0.183589769592368,-0.0107373636172276,-0.165808388121184,-0.025837157658091,0.0728949497628469,-0.0313836147872608,0.0763984558888178,0.0359782183354318,-0.0653717663585692,-0.136397299502524,0.108722223653036
"R12368",0.0182946242813213,0.0296743959713234,0.0131371210928118,-0.0124269923316074,0.0652992395111893,0.124363782880385,0.0486482990098941,-0.0561795383911501,-0.0138890400894462,-0.0168849168916867,-0.0173046679897122,-0.0910655243253973,-0.0441091995013562,-0.100796118055364,0.0255420890318092,0.0701347890609259,-0.0262299060054522,0.00936792507489989,-0.0858490630173181,-0.0547053362932315,-0.0752307838183595,0.00658105402052884,0.0437084969695819,0.033236396527466,0.0332177502235504
"R12381",0.138029275509416,0.049723079213674,0.121232934441768,-0.0352221159561535,-0.0921928683566783,-0.120105750859133,0.0726427380427954,-0.0921049147092656,-0.294125975534788,0.131226731726083,-0.464876162103691,0.153761527150888,0.0859811179225404,0.0243455160410873,0.0259727583453433,0.140241083221573,0.146688487800015,0.443516501030386,-0.0361029859994808,-0.216228981989509,-0.0842336677507863,0.288251992619242,0.161473504593532,-0.0900721412329735,0.193371729854247
"R12384",0.0535014487325108,-0.0598503299965295,0.0316126940608739,0.094118195881877,0.0919231056152681,-0.141410781126964,-0.0653244510449423,-0.0354024226899606,8.83171086267711e-05,-0.0757782051321319,-0.0353441166324609,0.0645668882760863,0.158221554527607,-0.093197208852083,0.170757203226382,0.0723770315802698,0.151035572216868,0.0385811598683476,-0.0842148051527454,0.0140460466750156,-0.0896508425280433,0.166601804084878,0.0706199064554821,0.136152103042583,0.00205572320704081
"R12396",-0.141069298031474,0.113274776108543,0.129725234822502,-0.0169951574479392,-0.0633864937913935,-0.0620996901892966,0.0668619512303855,0.147152860229254,-0.0535624161899287,0.165226591961263,0.0386650254247553,0.0668726759252266,-0.130038807887174,0.136661139892525,-0.125998783878406,-0.0300957983123472,-0.106415758175752,-0.0386042600615752,0.0478464553280424,-0.0238750334690058,0.037627550063946,-0.0408565694493893,-0.035317865342126,-0.0736315736563513,0.0868261905704502
"R12399",0.0375058700957145,0.0838901419361037,0.0720798414561194,-0.0765494594856878,-0.0621247423503608,0.00130707036286866,0.101490814182147,0.0612367526488654,-0.0964569511242985,0.148254855377033,-0.109403548167917,0.0781519550735326,-0.0945319194473245,0.0639256716855453,-0.151185566831361,-0.0543882677804893,-0.123414137754104,0.100273884882292,0.0517390318240185,-0.0440706757102192,0.0592973911754644,0.104759073421775,-0.0948592327116068,-0.0801641882317711,0.0514200504144218
"R12404",0.0565968756637818,0.00183062259612161,0.127975552174877,0.0461139691433233,0.070185063151824,-0.0435865967970686,0.145355576839062,0.0925795148760439,-0.0873902947844438,0.0950215054494465,-0.0967541678926321,0.0764732838827052,-0.0373708363728856,0.0750205431173211,-0.0161979328289699,-0.0217766548222375,0.00924114077464298,0.056722048363034,-0.0123243816929932,-0.0528849483548273,0.0278505147725999,0.0622559685753301,0.021142530574462,0.013442957733992,0.0817168381129448
"R12406",-0.413217205903518,-0.0578617744011218,0.0429931247598264,-0.0722124351087472,0.197143332814208,-0.150012743106991,-0.19428608815916,0.340276716856371,0.0739471642689315,-0.0438867683319758,0.176977381793467,0.0367717411668597,-0.151831861114787,0.138513157600364,-0.189113531408769,-0.289757082488175,-0.197914633141411,-0.256450360306208,0.26787125094967,0.0466401032496633,0.163985274382664,-0.342171112363969,-0.191901614258196,0.049070253586763,-0.12293141864665
"R12408",0.0256482454987148,-0.0743474792941397,-0.0833471944827648,-0.0366948830503592,-0.0746713939388027,0.0139960657063606,0.00337729700779881,-0.0748140685095553,0.0417353005196399,0.00467859735986683,0.00876930981614064,-0.0309050193710958,0.0928248081602422,-0.0144769674220371,0.034172301334322,-0.0279866007315367,0.0757188960762554,0.0252158148646197,-0.170257416946748,0.0473183941801201,-0.229210358928026,0.0509535199354295,0.0302349508500238,-0.0339757262369929,-0.0466999664793824
"R12409",0.119617302000961,-0.0534106310954888,0.011230841849624,0.0628801324922154,0.0160022876786665,0.0490462846589055,-0.0813407312894701,-0.0136056510851149,0.0318326510715447,-0.014600720401787,-0.0529380796360661,0.0669795386436464,0.0321539006532586,-0.0390165703984687,-0.0473944061997826,-0.0808913922306509,0.0185317750071375,0.0645480278009981,0.0153598537966688,0.0350572772218835,-0.0292417037186552,0.02713232368941,-0.0407512314686655,0.010244434918393,-0.0603752354868154
"R12410",0.0300206870276898,-0.0337451353894302,0.00366640437493067,0.0228418376569544,0.137848129981761,0.0662864234732951,-0.054864647576514,-0.0573592862646739,-0.016418994389347,-0.0944506617824087,-0.0671473139683485,-0.062399057502971,0.0446007589824617,-0.163800595173245,0.103460263005471,0.0603353960187831,0.0648969769343222,0.0532351869574288,-0.0476392858174207,-0.0409226500053147,-0.00147856974055934,0.0497930253420483,0.0830303301719999,0.106133009630235,0.0204356659408136
"R12414",-0.100627464282318,0.133698431872163,0.0476513046231169,-0.0664626628171768,-0.160948005269993,-0.0287658358336565,0.0419964251716618,0.0576902004604572,-0.0420443916991444,0.118015429055967,0.00870805314824701,0.063600663755439,-0.127291300276395,0.132086166884455,-0.14327512033676,0.0429115055709936,-0.161284107595137,-0.0302396949251869,0.0271629968822371,0.00435543530055945,0.0743370551752388,0.0370934487451258,-0.0695479219456662,-0.0989368681890648,0.0774602258870489
"R12424",0.0121912513165936,0.0822779776210057,-0.0329962408167509,-0.108655881585709,-0.0652259383231802,0.00501921818305886,0.217648016044017,-0.0645168331945658,-0.0830200585840478,0.0515415181288098,-0.0489896645081746,-0.105442347150893,-0.0767538056064788,0.0169354672772234,0.0325726891440508,0.112685259490961,-0.0482872442330873,-0.0293473305198675,-0.0133818563935808,-0.125283726766077,0.0241723842946496,0.105382025296278,0.0502845890258731,-0.0132619926206619,0.0539774515081652
"R12427",-0.0675759888961059,0.000862060213229124,0.0384176021601885,0.0912030942686369,0.0206756672592872,-0.0843995975920804,0.005175335486947,-0.0042607339808202,-0.0099188000044822,0.0146890560363576,-0.0181473983546823,0.0289195231525595,0.100781316055815,-0.0327145625014925,0.173127317407341,0.131057006769764,0.159591178579846,0.0511574654617148,-0.188154771124342,0.0173323992062154,-0.197264630356762,-0.0201508377807736,0.175950597735003,-0.0152018632673601,0.0699201015927022
"R12428",0.00262083723437471,-0.0628797563622379,-0.137554360189059,-0.0333963520067253,-0.0995567093226779,-0.025612754056174,9.52788675444811e-05,-0.0742241667024784,0.00932477599119166,-0.0581280578574938,-0.0113288063414629,-0.0185721220531759,0.0269314504811994,-0.0374521840808067,0.0201406206269715,-0.0262073732178549,0.0169012973468631,0.0137479321778169,0.0111447359384057,0.0150617368145406,0.0375952464213397,0.00704027722420758,-0.030466618948838,-0.0783410282856951,-0.0762837630737586
"R12433",0.118362948263834,0.0546819211117349,-0.0705050387474601,0.000680636925545708,-0.175211752137331,-0.0798076711725399,-0.00268336847824758,-0.0758443794421685,0.0983877681972008,-0.00318982293686838,0.379060397325439,-0.187881988093807,-0.0425894975324649,-0.0969099678785888,0.165174798402831,0.191002867530755,0.0689857278525809,-0.288109493286515,-0.0770294457992868,0.138694343577832,-0.0617004916838632,0.0765925967920061,0.127571216829147,-0.165459513823089,0.0339871820656897
