ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
C0007570	Celiac Disease	32/509	270/12382	6.62948433619727e-08	0.00027982090664668	0.000248697030426989	RUNX1/CD14/CD38/DNAH8/EGFR/ERBB2/HSPA1B/IRF1/LGALS1/LPL/MICB/MIF/PDGFB/PLEK/SGK1/TAP2/TG/TIMP1/TLR3/VIP/BEST1/WNT3/GATD3/TMEM187/TNFRSF14/LRAT/TNFSF13B/PTPN22/PIWIL2/PNPLA3/NCALD/ZGLP1	32
C0524910	Hepatitis C, Chronic	28/509	219/12382	9.00904400021506e-08	0.00027982090664668	0.000248697030426989	C3/CD14/CD38/ACKR2/DHFR/EGFR/ENG/HGF/HSPA1B/HSPG2/IRF1/KLRD1/LPL/MX1/OAS1/SLC11A1/TAP2/TIMP1/TLR3/AOC3/CD163/PTPN22/CYBRD1/PNPLA3/HAVCR2/RSAD2/IFNLR1/CD24	28
C0030305	Pancreatitis	30/509	260/12382	3.0976139057843e-07	0.000641412586091069	0.000570069646871531	A2M/AMY2A/C3/CBS/CD14/CD38/EGFR/ELK3/EPAS1/SLC37A4/HGF/HSPA1B/ITGAM/ITGB2/LPL/EPCAM/MIF/COX1/NTSR1/SMN1/TLR3/UGT8/VIP/ATP2C2/IFITM3/PTPN22/NUPR1/ROPN1L/EBPL/ZGLP1	30
C4048329	Immunosuppression	32/509	330/12382	5.81483539667247e-06	0.00757936670687436	0.00673633008736165	APRT/CCND1/CD14/CD38/CYBB/DDIT3/EGFR/ELK3/EMP1/ERBB2/FKBP5/CFH/HGF/ITGAM/ITGB2/LGALS1/LGALS3/LPL/MOG/SLC16A1/TIMP1/TLR3/VIP/BEST1/TNFRSF14/PTGES/TNFSF13B/STON1/PTPN22/PIWIL2/NT5C1A/HAVCR2	32
C0021368	Inflammation	24/509	211/12382	6.10058492182418e-06	0.00757936670687436	0.00673633008736165	A2M/APOD/AQP7/SERPING1/C3/C4B/CD38/CHRNA4/ACKR2/EGFR/ACKR1/HGF/NRG1/IRF1/CD99/MIF/PDGFB/THBS1/TIMP1/TLR3/VIP/CD163/PTGES/TNFSF13B	24
C0027430	Nasal Polyps	25/509	234/12382	1.18759711448816e-05	0.0107679977767977	0.0095702965972996	A2M/MYRF/CD14/EGFR/EMP1/EPAS1/HGF/LGALS1/MIF/COX1/PDGFB/SMN1/TAP2/TIMP1/TLR3/CD163/TNFSF13B/ZMYND10/LTB4R2/ACKR3/ADAM33/HAVCR2/CCDC65/RSPH4A/SFTPA2	25
C0524909	Hepatitis B, Chronic	22/509	191/12382	1.21339318154513e-05	0.0107679977767977	0.0095702965972996	APRT/CD14/CYBB/EPAS1/HGF/IRF1/KLRD1/LGALS3/CD99/MIF/TCF19/TIMP1/TLR3/CD163/TNFSF13B/USP18/PTPN22/PNPLA3/HAVCR2/NEAT1/CD24/SPATA1	22
C3714514	Infection	27/509	267/12382	1.47227205598963e-05	0.0114111273019587	0.0101418922118096	CD14/CD38/EGFR/ENG/CFH/IRF1/ITGB2/KLRD1/LGALS3/LPL/MICB/MIF/MX1/OAS1/PDGFB/RBBP8/SLC11A1/SMN1/TAP2/TG/TIMP1/TLR3/TNFRSF14/TNFSF13B/LY96/PTPN22/SAMD9	27
C0010823	Cytomegalovirus Infections	26/509	257/12382	2.10073767253878e-05	0.0114111273019587	0.0101418922118096	APRT/ATP6V0C/B2M/CD14/DDIT3/DNAH8/EGFR/HSPG2/IRF8/ITGAM/ITGB2/KLRD1/LGALS3/LPL/MIF/SLC11A1/THBS1/TLR3/VIP/AOC3/LPAR2/TNFSF13B/ACKR3/GSDMD/NT5C1A/RSAD2	26
C0022578	Keratoconus	20/509	170/12382	2.2028401393605e-05	0.0114111273019587	0.0101418922118096	A2M/COL4A4/COL5A1/CYBB/GUCA1B/HGF/LGALS1/LGALS3/COX1/PDE6B/PRPH2/RLBP1/TIMP1/BEST1/WNT3/LRAT/SLC7A14/GALNT14/SLC4A11/PROB1	20
C0677607	Hashimoto Disease	19/509	157/12382	2.36308989831931e-05	0.0114111273019587	0.0101418922118096	CCND1/C3/CD14/CD38/CYBB/EPAS1/ERBB2/GPX3/IRF8/ITGB2/LGALS3/MIF/PLCG2/SMN1/TG/VIP/TNFSF13B/PTPN22/CD24	19
C0949690	Spondylarthritis	11/509	59/12382	2.37200937019336e-05	0.0114111273019587	0.0101418922118096	B2M/CD14/CD74/IRF1/SLC14A1/TG/CD163/CPQ/PADI2/NLRP2/SFTPA2	11
C0010674	Cystic Fibrosis	38/509	454/12382	2.44575128186125e-05	0.0114111273019587	0.0101418922118096	A2M/APRT/C3/CA12/CD14/COL1A2/DDIT3/EGFR/ELK3/ENG/FGFR4/FLNC/HGF/NRG1/HSPG2/IRF1/MIF/COX1/OAS1/SGK1/SLC11A1/TAP2/THBS1/TIMP1/VIP/BEST1/H4C2/MGAM/LPAR2/CD163/TNFSF13B/TCFL5/PTPN22/PLXNA3/ACKR3/DNAH14/SFTPA2/ZGLP1	38
C0024143	Lupus Nephritis	26/509	260/12382	2.57172862568289e-05	0.0114111273019587	0.0101418922118096	B2M/SERPING1/C3/CD38/CD74/ERBB2/CFH/HGF/HSPG2/ITGAM/ITGB2/LGALS3/MX1/NFATC1/PDGFB/SGK1/SH3BP2/TIMP1/TLR3/VIP/CD163/KL/TNFSF13B/RHBDF2/NT5C1A/HAVCR2	26
C0017661	IGA Glomerulonephritis	24/509	232/12382	3.02126514254557e-05	0.0125120660436621	0.0111203759106326	CCND1/C1QB/C3/CD14/EGFR/B4GALT1/GNB3/CFH/HGF/HSPG2/ITGAM/MIF/MX1/PDGFB/ST6GAL1/SMN1/TIMP1/TLR3/VIP/BEST1/CD163/KL/TNFSF13B/HAVCR2	24
C0206138	CREST Syndrome	8/509	32/12382	3.38970528522775e-05	0.0129584637091127	0.0115171217260813	ACVRL1/CCND1/C1QB/C1QC/EGFR/IRF8/TAP2/TIMP1	8
C0279628	Adenocarcinoma Of Esophagus	26/509	265/12382	3.57258473126123e-05	0.0129584637091127	0.0115171217260813	APRT/CCND1/C3/EGFR/ENG/ERBB2/FKBP5/HGF/IRF1/EPCAM/MSX1/COX1/RFC3/RNU1-4/SLC16A1/SNAI2/TIMP1/TLR3/UGT8/ALDH1A2/PTGES/AMACR/ROPN1L/TSPAN18/VSIG10L/CD24	26
C0004623	Bacterial Infections	30/509	330/12382	3.92733167337297e-05	0.0129584637091127	0.0115171217260813	APRT/C3/CD14/CHRNA4/CHRNA7/CYBB/DHFR/EGFR/ELK3/EMP1/CFH/HGF/HSPA1B/IRF8/ITGAM/ITGB2/KLRD1/OAS1/OAS3/TIMP1/TLR3/CD163/KL/TNFSF13B/IFI44L/USP18/LY96/PTPN22/GSDMD/RSAD2	30
C3489398	Neuroepithelioma, Peripheral	4/509	6/12382	3.96347087046267e-05	0.0129584637091127	0.0115171217260813	B2M/ERBB2/NRG1/CD99	4
C0025303	Meningococcal Infections	8/509	34/12382	5.44185598149497e-05	0.0153939472870685	0.0136817117159783	SERPING1/CD14/EGFR/CFH/MIF/NMB/SLC11A1/SFTPA2	8
C0024138	Lupus Erythematosus, Discoid	28/509	304/12382	5.63008506418714e-05	0.0153939472870685	0.0136817117159783	C1QC/C3/C4B/CD38/CYBB/DUSP4/EGFR/ERBB2/F12/IFI6/CFH/HGF/HSPG2/ITGAM/ITGB2/LGALS3/MFGE8/COX1/SH3BP2/TG/VIP/H4C2/CD163/TRIM38/TNFSF13B/PADI2/PTPN22/NEAT1	28
