clusters	sample	Freq	region
AST0	donor1_dlpfc	0.47301629221915	DLPFC
AST1	donor1_dlpfc	0.70827328143741	DLPFC
AST2	donor1_dlpfc	0.127516469359687	DLPFC
AST3	donor1_dlpfc	0.545884364211942	DLPFC
AST4	donor1_dlpfc	0.24598753705835	DLPFC
AST5	donor1_dlpfc	0	DLPFC
AST6	donor1_dlpfc	0.0734884383002155	DLPFC
AST7	donor1_dlpfc	0.137796224645885	DLPFC
AST8	donor1_dlpfc	0	DLPFC
AST0	donor1_hpc	0.508084093906292	HPC
AST1	donor1_hpc	0.546644882702936	HPC
AST2	donor1_hpc	0.309382287493596	HPC
AST3	donor1_hpc	0.596519798637457	HPC
AST4	donor1_hpc	0.189555410858737	HPC
AST5	donor1_hpc	0.0444261716023753	HPC
AST6	donor1_hpc	0.0994712208800136	HPC
AST7	donor1_hpc	0.160820480674465	HPC
AST8	donor1_hpc	0.109001376799237	HPC
AST0	donor1_nac	0.364020872714054	NAC
AST1	donor1_nac	0.567277823948433	NAC
AST2	donor1_nac	0.254492624448129	NAC
AST3	donor1_nac	0.494637536207823	NAC
AST4	donor1_nac	0	NAC
AST5	donor1_nac	0.239643502365002	NAC
AST6	donor1_nac	0.145867200142157	NAC
AST7	donor1_nac	0.486162417705309	NAC
AST8	donor1_nac	0	NAC
AST0	donor2_dlpfc	1.10169645236409	DLPFC
AST1	donor2_dlpfc	0.259199937500928	DLPFC
AST2	donor2_dlpfc	0.0855400451142118	DLPFC
AST3	donor2_dlpfc	0.287294214107289	DLPFC
AST4	donor2_dlpfc	0.0855400451142118	DLPFC
AST5	donor2_dlpfc	0	DLPFC
AST6	donor2_dlpfc	0.121120343537706	DLPFC
AST7	donor2_dlpfc	0.121120343537706	DLPFC
AST8	donor2_dlpfc	0.121120343537706	DLPFC
AST0	donor2_hpc	0.737324127944756	HPC
AST1	donor2_hpc	0.59481680091305	HPC
AST2	donor2_hpc	0.141897054604164	HPC
AST3	donor2_hpc	0.216155422241313	HPC
AST4	donor2_hpc	0.196192082631721	HPC
AST5	donor2_hpc	0	HPC
AST6	donor2_hpc	0.350653144876288	HPC
AST7	donor2_hpc	0.10016742116156	HPC
AST8	donor2_hpc	0.0447362801022473	HPC
AST0	donor2_nac	0.178180177810555	NAC
AST1	donor2_nac	0.0887358345597794	NAC
AST2	donor2_nac	0.478535930732399	NAC
AST3	donor2_nac	0.0887358345597794	NAC
AST4	donor2_nac	0.0511868004064162	NAC
AST5	donor2_nac	0.135785288995322	NAC
AST6	donor2_nac	0.829959749440472	NAC
AST7	donor2_nac	0.35838874043757	NAC
AST8	donor2_nac	0.230859577544819	NAC
AST0	donor3_hpc	0.893602740481902	HPC
AST1	donor3_hpc	0.566848723236976	HPC
AST2	donor3_hpc	0	HPC
AST3	donor3_hpc	0.318670400495035	HPC
AST4	donor3_hpc	0	HPC
AST5	donor3_hpc	0	HPC
AST6	donor3_hpc	0	HPC
AST7	donor3_hpc	0	HPC
AST8	donor3_hpc	0.0784063548919527	HPC
AST0	donor3_nac	0.306277369169669	NAC
AST1	donor3_nac	0.549467244757627	NAC
AST2	donor3_nac	0.306277369169669	NAC
AST3	donor3_nac	0.647284848015653	NAC
AST4	donor3_nac	0	NAC
AST5	donor3_nac	0	NAC
AST6	donor3_nac	0	NAC
AST7	donor3_nac	0	NAC
AST8	donor3_nac	0.440510663004699	NAC
AST0	donor4_nac	0.541561662655117	NAC
AST1	donor4_nac	0.43814903058417	NAC
AST2	donor4_nac	0.0927147827553416	NAC
AST3	donor4_nac	0.169846288083674	NAC
AST4	donor4_nac	0.0534777346157266	NAC
AST5	donor4_nac	0.452844963421696	NAC
AST6	donor4_nac	0.18623876586485	NAC
AST7	donor4_nac	0.379362144239057	NAC
AST8	donor4_nac	0.399695913455575	NAC
AST0	donor5_nac	0.281831339854199	NAC
AST1	donor5_nac	0.197947315507449	NAC
AST2	donor5_nac	0	NAC
AST3	donor5_nac	0.292008818603109	NAC
AST4	donor5_nac	0.0743980286408592	NAC
AST5	donor5_nac	0.105312222073607	NAC
AST6	donor5_nac	0.404233651927825	NAC
AST7	donor5_nac	0.388723150230877	NAC
AST8	donor5_nac	0.771584251416245	NAC
AST0	donor6_dlpfc	0.219579581448089	DLPFC
AST1	donor6_dlpfc	0.455384344026026	DLPFC
AST2	donor6_dlpfc	0.182243757925339	DLPFC
AST3	donor6_dlpfc	0.359985525374492	DLPFC
AST4	donor6_dlpfc	0.44607669740234	DLPFC
AST5	donor6_dlpfc	0.121120343537706	DLPFC
AST6	donor6_dlpfc	0.160524192710105	DLPFC
AST7	donor6_dlpfc	0.14852454903332	DLPFC
AST8	donor6_dlpfc	0.637254773408411	DLPFC
AST0	donor8_nac	0.86144863424084	NAC
AST1	donor8_nac	0	NAC
AST2	donor8_nac	0	NAC
AST3	donor8_nac	0	NAC
AST4	donor8_nac	0	NAC
AST5	donor8_nac	0.174969045665689	NAC
AST6	donor8_nac	0	NAC
AST7	donor8_nac	0.615479708670387	NAC
AST8	donor8_nac	0.248740049959281	NAC
