"","MEantiquewhite4","MEbisque4","MEblack","MEblue","MEbrown","MEbrown4","MEcoral1","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkorange2","MEdarkred","MEdarkseagreen4","MEdarkslateblue","MEdarkturquoise","MEfloralwhite","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MEhoneydew1","MEivory","MElavenderblush3","MElightcyan","MElightcyan1","MElightgreen","MElightpink4","MElightsteelblue1","MElightyellow","MEmagenta","MEmaroon","MEmediumpurple3","MEmidnightblue","MEnavajowhite2","MEorange","MEorangered4","MEpaleturquoise","MEpalevioletred3","MEpink","MEplum1","MEplum2","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsalmon4","MEsienna3","MEskyblue","MEskyblue3","MEsteelblue","MEtan","MEthistle1","MEthistle2","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellowgreen"
"R10700",-0.0716400366831811,0.106596265744346,-0.147877098030678,-0.0565798009334188,-0.124162116714367,-0.0696016664106466,-0.0180700016445521,-0.166051011482957,0.145233325538336,-0.0207945137396191,0.0823514169238255,0.0715659289626683,-0.0662268245547536,-0.0721486245967615,-0.0215395431929392,0.0451575108390384,-0.111082072359497,-0.177066989556472,-0.108335664477611,-0.0578705523074516,0.200533549504326,0.0170968966895415,0.0145717838200912,0.143881188692081,-0.132768850334517,-0.00750015534629589,0.122010802601917,0.0976364801547835,0.0833309589533791,0.0334412933363347,-0.00834666189917097,0.0251339598153147,-0.105816400117728,0.0693607289150869,-0.0597346664837871,-0.0493259300519684,-0.160142124760153,0.0312733758245063,-0.12547875246765,-0.220919084896023,0.10821291118273,0.0687947704282186,-0.0663152073227892,-0.190361161454947,-0.0180348939756695,0.0155453845063644,0.0111747085530723,0.225735254085876,-0.022718147918037,0.185057811742177,-0.0749043090575856,0.0409896525062638,-0.151163861971783,-0.0541896944532483,0.140392034166687,-0.0204428604423127,-0.0268991704810241,0.110829907311152,-0.147717114861596,0.0708888854429367,-0.00108644214946142,0.00742877171314058
"R10703",0.097448274605229,0.0383645009011244,-0.120722429750078,-0.359542746009643,0.0239193966652338,-0.00566988612433161,-0.231568602484552,0.19023616190662,-0.237025656811866,0.315658948549066,0.206929921718335,-0.288415063198356,0.0347022586943367,0.138164012161554,-0.446494035627033,0.239581063627291,-0.307309851925718,-0.0703164079146332,-0.41314279617634,0.391158536204892,-0.139193291433163,-0.596130102285941,-0.171788769396192,-0.405772130645706,0.276324136335349,-0.205815617699033,0.164907561531382,-0.0608128426867324,0.229124114455775,0.204194791286866,0.221395836665885,-0.159569667209607,-0.398000211986749,-0.169265833569275,0.336488959373375,-0.00806830691594751,-0.0707051459045238,-0.134543826951615,0.434160611881461,0.1049895905361,-0.367698118357187,0.179843195861793,-0.220422954871667,0.308381303228892,0.141234291043919,0.134364733065247,-0.0469811665555901,-0.114476738111402,-0.0535604824159646,-0.4635099323665,-0.3035364856709,0.15569127295001,0.314082239998577,0.192124645104652,-0.0462464235065897,-0.12991687920428,0.308294092188455,0.0560928980761807,0.414310177554408,0.0168810100413285,0.237827088798665,0.276107711005557
"R10706",-0.249804043392381,-0.259894713864809,-0.11325917588981,0.0238801903789572,-0.125070454161516,-0.0563106694480644,0.0129411937177284,-0.0771882754259808,0.0885349007072238,-0.082019624662616,-0.236713880805776,-0.0430201927024607,-0.0598852141588471,-0.177553550601192,-0.103187684759162,-0.111525525268449,0.042025161199019,-0.0521712129600279,-0.107728202458504,0.164820436015539,-0.195343413165935,-0.0828459080762093,-0.154679515250435,-0.0325919558249462,0.0433825886436355,-0.214400981082094,-0.130398934962327,0.0183520339616939,0.0410446489838255,-0.118607879503879,0.273460728731104,-0.252847323534784,-0.0527440909871718,0.0311882918896214,0.100861257292822,-0.027335219135854,-0.00611933853849868,0.213257005831083,0.0338055059605723,-0.0972328618665134,0.0234475038031583,0.168728876203901,-0.0370084531078648,0.124570580951308,-0.144687353364213,0.00789422291312258,0.16243515647405,-0.293919555842126,-0.218784252845839,0.117145124993483,0.140620973577831,0.171527250676128,0.0848635667765298,-0.107929267720217,0.135819792270995,0.00487842294616663,0.120215355051272,0.174790499806626,-0.0274876119278816,-0.000140614068116773,0.226360303532645,0.206467341875567
"R10709",-0.0851081811725555,-0.02335862752392,0.13406289050564,0.101523770951674,0.0916732377253448,-0.0209030360027661,-0.017063432120216,-0.0043533115322551,0.0608871822004193,-0.130390766917153,-0.0660291991994673,0.12535360670526,0.0035744403668419,-0.102806831073383,0.12802505430649,-0.138559970117202,0.198363720493692,0.0780842982833621,0.176611899002378,-0.228146507942448,0.125174734551059,0.249096336824756,0.107019375119877,0.139456644015897,-0.121855978631434,0.234041777170267,-0.139353426479409,0.0573934435994162,-0.184782936203398,-0.0318147191629931,-0.16442392236951,0.00456435052478463,0.140035577254519,0.0758776694466546,-0.180353529873392,-0.00181572054727377,0.00376725386800229,0.0219428812962797,-0.296778428427611,0.0474810950102753,0.148672996260533,-0.13888146910148,0.12953062627965,-0.100915039484669,-0.00770753834765008,-0.0632155418835496,0.00570383648935963,-0.179259592090943,0.101190690031776,0.0248843719964982,0.217029963887857,-0.00389697767533177,-0.134369882499464,-0.0527738543289086,0.00513618842835896,-0.0293470725563957,-0.160840883799685,-0.142337282160883,-0.163112290212097,-0.080134468909681,-0.117927116001773,-0.0413971033121775
"R10716",0.184445007695619,0.00118766359445697,0.0373450425999159,-0.0679349457587129,0.113901738147544,0.215751694201738,0.10413189704195,0.0857493288491383,-0.131367415682663,0.169895622298344,0.169471368134896,-0.100888704259021,0.0766131603335475,0.124472450472409,0.0326315263794367,0.0620329480048002,-0.0509675046448869,-0.0104544898767136,0.0288231871922371,0.124922748978231,-0.123873901530633,-0.0670827170307136,0.00500606051729499,-0.0777831606801041,0.0973828805265064,0.0232604101209637,-0.0208226192410222,0.168503852664201,0.0433180076983117,0.105357424403306,0.0386114860102079,0.0775228294867089,0.0421788484850397,-0.0663001879910541,0.157531426675024,0.0800360224829924,0.0915509543552601,-0.0674957929457985,0.138484803433735,0.0123914468265153,-0.052835129705506,0.065147277359703,0.148473566465284,0.146707053451356,0.0462784416759083,0.109025938092762,0.016310795707259,0.0176226105698759,-0.00550946984216417,-0.0401833502727632,-0.0734318997396318,-0.142227927822191,0.031976314708767,0.146904718070592,0.0246770322727769,0.0796445179022504,0.134186222711407,-0.0190215437520704,0.104321804632339,0.0153296583273365,0.0364370026660378,0.0206039538158253
"R11445",0.151570267085228,-0.0143491734243843,0.195316591355056,0.0485519561989921,0.168608688900102,-0.0513791378784006,-0.106224872903201,0.192682500377449,-0.235743462871522,0.0342787584354137,0.175667176441431,0.142711435915177,0.149583367469663,0.167468875125199,0.182171489924076,0.27211246199331,-0.182736572662718,0.184782265165816,0.289597801461273,-0.155453967933558,0.116500107605465,0.014628180391208,-0.15397903025389,-0.0626453360659581,0.0643487288409229,0.159193396814934,0.0344697730573116,-0.176132758210718,-0.0818068497083603,0.00646684741038211,-0.215362661869872,0.136464992725387,0.313276921350622,-0.169330396242797,-0.0819405514890153,0.243931596477808,-0.184829297871029,-0.272632436447797,-0.0996925651326465,0.265426407968083,-0.20473912129662,-0.277947198669643,0.0411667082326242,0.0560145108212384,0.0460641786929916,0.0409020918954873,-0.236830295751788,0.116040102605772,0.0970511035968354,-0.178807309535935,-0.150502974196097,-0.0869065835186129,0.186503867071577,0.136352204102186,-0.33140599467055,0.166955538203676,-0.0621477354178753,-0.210808563349383,0.176962737663693,-0.338490293568057,-0.31796100848629,-0.310256673457976
"R11455",0.0556133356965279,-0.0890514099769027,0.166125218328402,0.230724281941294,0.187046597258499,-0.0963821431534549,0.175338668552248,0.147908278916284,-0.15120634320801,-0.0448621995355195,-0.0752470925007169,0.111392818382729,-0.0330618536939302,-0.132087526285281,0.27289032852622,-0.00363679810248345,0.0344220824823187,0.198283408538952,0.177751489100899,-0.207455938117825,-0.0830110488916501,0.15363719870896,-0.0559350027733004,-0.0794774656842445,0.121132416514445,0.161030409030989,-0.0639498865403176,0.0741205065093478,-0.207563583492211,0.0612600292787291,-0.135766723030338,0.0589825670274045,0.187154258099154,-0.106374418920623,-0.183740486975792,0.13713318136676,-0.10201916803876,0.0403797565404605,-0.180894791417788,0.0458592433028128,0.109136638037018,-0.208269416638722,0.222333544846192,0.0916985711045719,-0.0824295553231933,-0.154369610486595,-0.0785101369422314,0.0178882694820596,0.0251038808845697,-0.100148448793683,0.0042295751531739,0.0331999454992482,-0.137842872718088,0.125028652202531,-0.0964632773318625,0.0616657189041322,-0.0251435756119028,-0.215059411664776,-0.00834116157345246,-0.126681800184456,-0.110113292575624,-0.108468773372051
"R11458",-0.156492824260052,0.175657400045209,-0.119567041814553,0.0759628876340854,-0.18997088107962,0.0105921595602909,-0.000590403697816523,-0.0680965453641158,0.0993815312694392,-0.0651665661194517,-0.00580338778295008,0.252130679503003,0.10575949709081,-0.00510502319151603,0.0995318398379039,0.0663194255109748,0.144427238829383,-0.0616503652114607,0.0652630697573285,-0.158791511296313,0.254994300289357,0.124741180595862,0.175329063318134,0.0205531229247069,-0.105290132709959,0.0295742862575102,-0.113823253267244,-0.0631239114095332,0.158703232544173,0.0305673710456644,-0.000433898980428979,0.241877298740804,0.109594429030146,0.227045589584256,0.0470672233769097,0.157546208396563,-0.110133551957435,0.0846001804080392,-0.226608351208844,-0.0694689614929147,0.0439890831480407,-0.0200882117630368,-0.0182967973294026,-0.177673043170169,-0.110531114897062,-0.123836425248871,0.0382848388293855,-0.0855833299619188,0.100085306323646,0.220201201655048,-0.0149925966975516,-0.104456659877427,-0.158498124512217,-0.150438852268031,0.119742442752409,0.166873200165375,-0.0810840982331563,0.200225740080083,-0.219544447933133,0.0933968229628391,-0.0485148374891479,-0.104107731807058
"R12204",0.0690514101164829,0.178029471009685,-0.0451175544661064,-0.230133979689497,-0.0218929539835176,0.280490968709902,-0.206721734937778,-0.17122509534733,0.150040816139707,-0.122931832720504,0.138261766937187,-0.0737028573570022,-0.227265107481777,0.175020380805338,-0.195654243132975,0.0243148908266889,0.00987812758388655,-0.148247292579908,0.038637440249199,0.285386657160877,-0.172362168552195,-0.0618011952535308,0.186323211668978,0.128104704600248,-0.102309959759791,-0.0360194715548657,0.0453041705359426,0.0745272274232294,-0.00814419368842415,0.0769423625944011,-0.0296987218280043,0.191175041229193,-0.179710234789781,0.0146076736653392,0.082600314661386,-0.177672236080472,-0.0520437681158817,-0.082034147961879,0.196098681177719,-0.0294120112344926,-0.231024931050651,0.309474952202703,0.0487071144092316,0.051905262191952,0.186458640199643,0.303019978446623,0.251174981122886,-0.00350784033402805,0.195786038040144,0.0762267640730953,0.240950915622589,-0.248336733208007,0.276595756654537,-0.0904465736284385,0.0442308515798036,-0.369530776536588,-0.0968813984281934,0.109771975511062,0.11283529547831,0.296529548992569,0.21554796393334,0.173569151480887
"R12206",0.150815076173778,0.218497044893503,-0.00553078109332703,0.00435318267727824,-0.0885445962683158,-0.0132470037076473,-0.160378231967641,0.0293164964826419,0.0115197762440165,0.0986842643748252,0.0831179509741517,0.114068976000837,0.140303047709365,0.115281113641948,-0.0693874231192296,0.132919467655609,0.0622560581155079,0.0543452368079428,0.093507699697319,0.0175635076220865,0.0804603557930466,0.0495574729901942,0.125466222937575,0.0375756306999675,-0.0423571870835457,-0.0732157115130023,0.195051704606239,-0.0549545963953815,0.168361534414097,-0.0120224159036361,-0.0678070400330521,0.174278342072561,-0.0315238258317379,0.135290668720364,0.0585419391862981,-0.00593685920162422,-0.0343960225393054,-0.0626130527256791,0.00683109678598543,0.114301450773197,-0.128557917323871,-0.0449049739765572,-0.131120778106974,-0.100644732493105,0.0295762728319716,-0.0279286384525594,-0.126209284191424,0.186515626106251,0.110250563971705,0.0542033652070955,-0.0863651244524455,-0.199955829270546,0.073281617451486,-0.115107388625342,-0.069713344827452,0.048162629142665,-0.0440173942554209,0.0727039820184085,0.0240445433146989,0.0348564613032518,-0.0665831847089231,-0.0986538547362225
