Modules	Pvalue	FDR	Tissue
MEantiquewhite4	0.691874156684619	0.949217041077713	Caudate
MEbisque4	0.0322897983624365	0.949217041077713	Caudate
MEblack	0.844009428686128	0.949217041077713	Caudate
MEblue	0.661434729249533	0.949217041077713	Caudate
MEbrown	0.497934263843585	0.949217041077713	Caudate
MEbrown4	0.148914479783548	0.949217041077713	Caudate
MEcoral1	0.999428556656921	0.999428556656921	Caudate
MEcoral2	0.912661663179964	0.949217041077713	Caudate
MEcyan	0.536352546242981	0.949217041077713	Caudate
MEdarkgreen	0.57973360529358	0.949217041077713	Caudate
MEdarkgrey	0.908500814274491	0.949217041077713	Caudate
MEdarkmagenta	0.308939222825233	0.949217041077713	Caudate
MEdarkolivegreen	0.929685983695508	0.949217041077713	Caudate
MEdarkorange	0.225974750267761	0.949217041077713	Caudate
MEdarkorange2	0.162178252320321	0.949217041077713	Caudate
MEdarkred	0.846472166543901	0.949217041077713	Caudate
MEdarkseagreen4	0.541481551625084	0.949217041077713	Caudate
MEdarkslateblue	0.401344708824763	0.949217041077713	Caudate
MEdarkturquoise	0.521573976051305	0.949217041077713	Caudate
MEfloralwhite	0.856754225360526	0.949217041077713	Caudate
MEgreen	0.392539659850286	0.949217041077713	Caudate
MEgreenyellow	0.633555118424828	0.949217041077713	Caudate
MEgrey	0.395704297433703	0.949217041077713	Caudate
MEgrey60	0.343767166554857	0.949217041077713	Caudate
MEhoneydew1	0.703998513367183	0.949217041077713	Caudate
MEivory	0.283640191135211	0.949217041077713	Caudate
MElavenderblush3	0.325424558350692	0.949217041077713	Caudate
MElightcyan	0.645381760271079	0.949217041077713	Caudate
MElightcyan1	0.391579400495098	0.949217041077713	Caudate
MElightgreen	0.910918474335512	0.949217041077713	Caudate
MElightpink4	0.723859800221279	0.949217041077713	Caudate
MElightsteelblue1	0.206206253434881	0.949217041077713	Caudate
MElightyellow	0.258155317704498	0.949217041077713	Caudate
MEmagenta	0.934834964697747	0.949217041077713	Caudate
MEmaroon	0.826862952142333	0.949217041077713	Caudate
MEmediumorchid	0.294670865192119	0.949217041077713	Caudate
MEmediumpurple3	0.545065756121955	0.949217041077713	Caudate
MEmidnightblue	0.681914973403021	0.949217041077713	Caudate
MEnavajowhite2	0.290298763316334	0.949217041077713	Caudate
MEorange	0.644079603497941	0.949217041077713	Caudate
MEorangered4	0.7686949216731	0.949217041077713	Caudate
MEpaleturquoise	0.0728889526102336	0.949217041077713	Caudate
MEpalevioletred3	0.439461624960752	0.949217041077713	Caudate
MEpink	0.477879170245209	0.949217041077713	Caudate
MEplum1	0.716325872670998	0.949217041077713	Caudate
MEplum2	0.383941419060567	0.949217041077713	Caudate
MEpurple	0.576686850157413	0.949217041077713	Caudate
MEred	0.246649989464871	0.949217041077713	Caudate
MEroyalblue	0.823215591697813	0.949217041077713	Caudate
MEsaddlebrown	0.752797692916992	0.949217041077713	Caudate
MEsalmon	0.281119565765689	0.949217041077713	Caudate
MEsalmon4	0.305395955031984	0.949217041077713	Caudate
MEsienna3	0.606354040693604	0.949217041077713	Caudate
MEskyblue	0.596630693005821	0.949217041077713	Caudate
MEskyblue2	0.916298782220853	0.949217041077713	Caudate
MEskyblue3	0.620680479034998	0.949217041077713	Caudate
MEsteelblue	0.254341001416675	0.949217041077713	Caudate
MEtan	0.758926616976038	0.949217041077713	Caudate
MEthistle1	0.0850462459837155	0.949217041077713	Caudate
MEthistle2	0.0289028063796501	0.949217041077713	Caudate
MEturquoise	0.484279792230407	0.949217041077713	Caudate
MEviolet	0.85308239507435	0.949217041077713	Caudate
MEwhite	0.736424217871783	0.949217041077713	Caudate
MEyellow	0.561116856843637	0.949217041077713	Caudate
MEyellow4	0.586702045701709	0.949217041077713	Caudate
MEyellowgreen	0.83541140638464	0.949217041077713	Caudate
