"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEplum1","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsienna3","MEskyblue","MEskyblue3","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellowgreen"
"R10700",-0.0263516847245606,-0.0341588570386173,-0.0207839538161023,0.0548962545720499,-0.110523882343682,0.012610618199793,0.0109724933291463,-0.0105486855855674,0.063942442229787,0.0192265680536045,0.0219741989499497,0.0283263245317666,0.0214714774397787,-0.0077981016936003,0.0201745307130327,-0.0119849966733838,0.0161401417229571,-0.0206316521834313,0.105698766484398,-0.0610979547735024,-0.0250443260417923,-0.142071663699064,0.018883902930165,0.0455448135865133,0.033510724752639,0.0600601988287864,0.0393876662544297,-0.00423408406972264,0.0767732826810703,-0.00597995566826658,0.0808170659708821,0.0310509456276295,-0.021321183946431,0.00877637545148254,0.0649240906284427,0.057363277732988,-0.0698813770750983,-0.0247678887372106,0.101823284860779
"R10706",-0.0605334860685577,-0.0707714830136137,-0.0326136674421513,0.0779503019972532,-0.0292124570272219,0.0211346133035262,0.0350419435054025,0.00653982243452012,-0.121496268245319,0.0614833155071227,-0.140851352034196,-0.00590735918170615,-0.149063548481584,0.0790362108565964,-0.0390398226563334,0.181116676505571,0.0604415417003554,-0.14737784048635,-0.0828791465548444,-0.0800816281473608,-0.0456442788597756,-0.0572206135084025,-0.036076907349856,-0.0845119599055948,0.0943229106062208,0.102358995478389,-0.0177220921179128,-0.0889119144175697,-0.0699375971978349,-0.12303052373747,0.0223008131081709,0.0699870634020979,-0.112762695022655,-0.14931660741982,0.0840693969508027,-0.113513543077676,0.0161950317641877,0.0292560520455033,0.101001647193437
"R10709",0.0253502525421427,0.120264199576374,0.0545569412105484,-0.0827787990968638,0.0603946978204953,0.0703476609802948,0.0680105585441521,-0.0507857552100803,0.0210878827834832,0.0550025656830628,0.117645998484884,0.0278925418747603,0.0503276677144363,0.104243653197332,-0.127733799362185,0.0157496169771841,0.0573088849648776,0.114724924143417,0.0988219991412205,0.101507752511456,0.0103455027861802,0.0664233925052252,-0.0277850557570293,0.0392819020822642,-0.0259575011409142,0.0564955839420949,0.053400240889488,-0.047103133896848,-0.0101123445287634,0.182766759338246,-0.136228242926023,-0.122875203526649,-0.0209960766800442,0.0942544001352744,-0.0530060117129072,-0.00162355622019809,-0.0114720797063521,-0.00817473562908821,-0.0779950353855154
"R10713",-0.118313536938739,-0.174152139024067,-0.00596478588578456,0.0627191216106162,-0.00869062497315217,-0.061431325984586,0.0308824960062773,-0.119661429189575,-0.0262933136992151,-0.0322732072129991,-0.0737874887279953,-0.0558983791153762,0.11245916575427,-0.0298578117512219,0.111873887301343,0.0905073367855116,-0.0430673287891243,-0.0760373825627662,0.0642363997392301,-0.142000505214938,-0.176520567183164,-0.133750494338786,0.108304894125673,0.082601441256531,0.142665452361336,0.014769915204847,-0.0566400625449421,0.0563918510063579,-0.0522287979684261,0.141619179063834,0.108032744221565,-0.00655899963035744,0.16251663960026,-0.0229338363728206,0.12911601109647,0.164048482159791,-0.208519428582322,0.0380272071943996,0.0714782687542264
"R10716",0.106045968902988,0.0952272780219526,0.065043001884879,-0.0392144618614122,-0.0270410036128528,-0.00394938764234614,0.0464392090893374,0.115224270207241,0.0622466985415923,-0.0144278337444838,0.123497866909335,-0.0339681335999608,0.0277228644604125,0.0265471669143265,-0.0103910898883736,-0.261387394380217,-0.0198792915512838,0.0987046945801607,-0.120697908579331,0.0197317360583896,0.0720973876499986,-0.0594209103371076,0.0270378370296659,-0.0155606631489018,-0.0410521806634769,-0.00490399962932374,-0.0331761575644213,0.0719316277596966,-0.0107893741637799,-0.0602737979043293,-0.0322606987869183,-0.0582427001437309,0.0102122552426534,-0.00838111538055272,-0.0456968932725882,0.0736679167529128,0.00919378379877043,0.0164600137155568,-0.116439198684341
"R11445",0.102409034916072,0.079372007595411,0.190389752702194,-0.146273684781365,-0.112315767943096,-0.138705055413354,-0.0906947237174555,-0.0242797955652322,0.0261181840895281,-0.173170757783546,0.227413367304644,-0.100337166806323,0.112177956768267,0.00632782622857073,-0.0697902746217817,0.25145993867138,-0.127483389367696,0.12135262327637,0.136860230643321,0.0216239153725308,0.0888395823114095,0.11482179407615,0.103522432669071,-0.01453046010502,-0.0915210752755642,-0.190660609286932,-0.179466709477922,0.154777605298275,-0.0113548625332807,0.12657476672038,-0.0812828717622286,-0.115504664861919,0.0761242483761103,-0.00193011541652967,-0.104702590347729,0.135408535923773,-0.00794102550720762,-0.000191327354151929,-0.126835082125884
"R11449",-0.0140805573839024,-0.0827436364567804,0.0540522056780063,0.0196838736862757,0.0157582367767322,-0.0805673892461192,-0.0550270463002381,-0.0442224663184212,-0.0216419620771848,-0.115926464308293,-0.0230119618413698,-0.0407411964522107,0.0195969436991733,-0.0192293045201248,0.0677537011415352,0.00514476076619441,-0.021025007803734,-0.0239113670739316,-0.0565483330525774,-0.0633093260704405,-0.00958485902298789,0.00368345210464357,0.0733543470711558,0.0197443787473939,0.0377259604108892,-0.0882943983114356,-0.0820363082322793,-0.0194839788312752,0.00649646370222742,-0.0629918917025589,0.0726950548129103,0.0051151883471489,0.0147525529930383,-0.0217741357449521,0.0368069799319865,0.047271265403386,-0.0667814734075846,0.039865489433479,0.0135442776418475
"R11450",-0.0148454138968952,-0.0197746532518496,0.0165022367308784,-0.185125778782751,-0.0116750572395453,-0.0243481908138157,-0.146115042737367,-0.154328062226318,0.113602764586253,-0.1194754143172,0.0278072809860837,0.150284287870897,0.175464287340016,-0.101039177163406,0.00533025209124795,-0.0216596700595403,0.0113913347441423,0.10172777955603,0.0353370233221455,0.150698594280433,0.21457407073498,0.0926477332623302,0.0989828709198771,0.12295353399902,-0.181018710451125,-0.0640183637245295,0.0419260271455632,0.254290615483082,0.235470777672563,-0.0980787629445198,-0.0667266320858784,0.13266469060858,0.0401145602931479,0.174273371620533,-0.0129222615703667,0.0043874377601119,0.0743941295898844,-0.166805256373336,-0.125222379813422
"R11452",0.0927334731108906,0.155390180949971,-0.193231387151518,0.27806568515287,-0.369614104008402,-0.147901480352423,0.018613144291244,0.151308962003675,-0.434053793857288,0.201955671680439,-0.093201107144937,-0.017056064857124,-0.223315920991811,-0.0486022751762858,0.106645462964685,0.00879247769609723,-0.192359799214075,-0.211963077655914,0.101728624593721,0.0422984872286949,-0.194861163541838,0.155838779058964,-0.327169730377557,-0.442818012276094,0.0970864077258681,-0.0382082212537744,-0.260802675580923,-0.0875205675644086,0.00865117740568952,-0.0675334397055946,-0.103443267378202,-0.160185207704215,-0.038834864883809,-0.308670922544547,-0.17349195530439,-0.142516361220829,-0.133882669430656,0.0669279126028158,0.0623783923082906
"R11455",0.111438967632934,0.168138968798244,0.0860606388203462,-0.0145392524107147,0.0236560544053104,0.00475606524747696,0.0548687963152765,0.0150833884072447,-0.0653100548502249,0.0243406464327874,0.169921719243269,-0.102317762676136,0.0406711446035474,0.0891953950284691,-0.0920291062415849,0.05883916697927,-0.160098066489611,0.0899034154996132,-0.0180447464496872,0.0688048288786151,-0.061536609127572,0.0952451094401615,-0.0798994326697743,-0.101027171559363,0.00190901986872747,-0.0851901207108378,-0.110897787590741,-0.03060016588683,-0.0414953208738435,-0.0244539324720701,-0.187699320956135,-0.164447609701653,0.0624095090935295,-0.00203192466041045,-0.158033017114804,0.0627965941492778,-0.103876253274788,0.104328177041503,-0.128633546155564
