Simulation,PValue,Rsq
27,0.1134866096633433,0.011942367269624601
98,0.12290403833402512,0.01134951624766517
63,0.14583805807595618,0.010093755823834417
26,0.19300710023596,0.008094189149319177
75,0.2043902227386183,0.00769549217233521
4,0.21126572717316458,0.007467064138574304
50,0.21532010337190427,0.007336429721467881
14,0.23010687440944336,0.006883606444917409
2,0.23812252256449878,0.006652443548116779
58,0.2557931912882168,0.0061745180200312826
62,0.258058611940807,0.006116168469817338
31,0.25880315843349233,0.006097128710193259
68,0.26446656808124586,0.005954476071328967
38,0.2656077929039503,0.005926186710013379
74,0.2665911025098326,0.005901932230537207
59,0.271433485653863,0.005784087116029939
91,0.2873355937474715,0.005414826888231978
5,0.28762498965926536,0.005408346522668157
84,0.29218809122484496,0.005307245233216134
49,0.30117462995827965,0.00511388978987467
81,0.30420025471103895,0.005050445186560781
22,0.3231169454463433,0.004671473466534336
35,0.33038744529705644,0.004533457884714206
77,0.33291820384456117,0.004486355338789411
78,0.3343133346954643,0.004460591876788257
46,0.34272082579439433,0.004308312289581502
96,0.3504184718331065,0.004173224296820623
93,0.3543283625465711,0.004106136962046467
79,0.3548320152329293,0.004097568306753405
66,0.35671311676053785,0.00406571112279371
72,0.3713286419651739,0.003825806911261914
55,0.3743953042556416,0.003777124349781416
18,0.38078711686157996,0.003677425203126225
88,0.3939300816022433,0.0034796576027988605
28,0.3947935470606959,0.0034669942218031203
97,0.3953102303231705,0.0034594356424206833
20,0.40416690312116343,0.003332044460032091
71,0.410130315493878,0.0032485275612751186
10,0.4130995526062945,0.0032076030603820226
65,0.4147075748531669,0.0031856199869265594
34,0.4159884159844148,0.0031681994680303567
44,0.41658868377848834,0.0031600625500877357
51,0.42020984750104784,0.003111341538169133
89,0.4272242517449625,0.0030187207800965268
7,0.4274624427675693,0.003015615601730238
15,0.427609906722908,0.003013694489216212
82,0.4305502009442378,0.002975596146846052
69,0.43623710670290683,0.002903012848788747
29,0.4573070117829715,0.0026462572874316535
17,0.46065501153447364,0.002607150945139566
21,0.4840132944294874,0.0023464304469115477
70,0.4855341227465336,0.0023301639617365403
6,0.5063320331250792,0.0021159279794103294
64,0.5092477491094338,0.0020870807501508068
8,0.5114823559489908,0.0020651638336916895
87,0.5239132840221561,0.0019462168785486869
12,0.5405622911499789,0.0017945385028024499
53,0.5440871487589434,0.0017635071540466362
95,0.5477991217984767,0.0017312267371091927
41,0.553851101981199,0.0016794608655324049
76,0.5649490872438117,0.0015872578115927434
47,0.568924655331552,0.0015550680730144263
19,0.5853572187120095,0.0014265716896814462
80,0.587447012680127,0.0014107450096967368
16,0.5941582088396425,0.001360686023301834
9,0.6011979022150642,0.001309415864428077
37,0.6171845613388753,0.0011975737694150826
32,0.6245943028809304,0.0011478402992964913
56,0.6304532175979941,0.0011094366237870868
73,0.630690134688771,0.0011079006095557732
60,0.6354311275579361,0.0010774371447288735
90,0.6396780758760854,0.0010505880980540671
54,0.649283460820073,0.0009913742670513688
23,0.6576896993975327,0.0009412428394870498
86,0.6641367889084387,0.0009038442697746924
52,0.664341579788895,0.0009026710699066697
39,0.6713336575185705,0.000863154914627951
13,0.6757402283223441,0.0008387853046014272
25,0.6781305239125184,0.0008257374442736136
3,0.6904085247624209,0.0007605882497507674
30,0.6908413868491604,0.0007583480273076548
42,0.7007941081181682,0.0007078866767127936
99,0.7114718598095149,0.0006559519009961949
24,0.7327859626359486,0.0005589257143086899
83,0.7415000559655391,0.0005217452134638038
67,0.7422214493496218,0.0005187308230425
33,0.7473022872532245,0.0004977733986833096
43,0.75165773671902,0.00048018684122098275
48,0.7530005345815904,0.0004748349689690904
40,0.7810827552838724,0.0003703524734154061
94,0.8067606943951091,0.0002869249681746818
0,0.8203660984473213,0.00024727163223841003
1,0.8233764263248265,0.0002389165833853793
36,0.8283798444483488,0.00022536263989288052
92,0.9101177750832686,6.1120972729751e-05
61,0.9185493399574584,5.015378246588927e-05
45,0.9226850603287726,4.51743899585525e-05
57,0.927162994306262,4.007902127775246e-05
85,0.97104117522208,6.320680333474109e-06
11,0.9919363126424114,4.898855294418161e-07
