ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0004888	transmembrane signaling receptor activity	227/4406	396/11799	1.91022861218946e-16	1.85101152521158e-13	1.66692581000533e-13	ACVR1/ACVR1B/ACVR2A/ADCYAP1R1/ADORA2A/ADORA2B/ADRA1B/ADRA1A/ADRA2A/APLNR/ALK/FAS/ADGRB2/BMPR1B/BMPR2/C5AR1/CCKBR/CD247/CD44/CD74/CHRM1/CHRNA4/CHRNA7/CHRNB1/ACKR2/CMKLR1/CNR1/CSF3R/DCC/DRD2/S1PR1/S1PR3/EFNA3/CELSR2/EGFR/EPHA3/EPHA4/EPHA7/EPHB1/EPHB3/EPHB6/ERBB2/ERBB3/F3/EFEMP1/FGFR1/FGFR3/FGFR4/FLT1/FLT4/ACKR1/GABRA1/GABRA2/GABRA5/GABRA6/GABRB2/GABRD/GABRG1/GABRG2/GABRG3/GALR1/GPR12/GPR22/MCHR1/GPR26/GPR27/GPR37/GRIA4/GRIK1/GRIK3/GRM1/GRM2/MR1/HRH1/HRH2/HTR1E/HTR2A/HTR4/HTR7/IFNGR1/IL1RAP/IL4R/IL6R/IL10RA/IL10RB/IL12RB1/ITGA2/ITGB2/KDR/KIT/KLRD1/LEPR/LRP5/LTBP1/M6PR/MC1R/MRC1/NPC1/NPY1R/ROR1/NTSR1/OPRD1/OPRK1/OXTR/P2RX5/P2RX7/P2RY1/P2RY11/PDGFRA/PECAM1/PKD1/PPARG/PTGFR/PTH1R/PTH2R/PTPN6/PTPRB/PTPRD/PTPRE/PTPRG/PTPRN2/PTPRO/RET/ROBO2/RYK/SORL1/SSTR3/ABCC8/TACR1/TGFBR1/TGFBR2/TGFBR3/TIE1/TLR3/TLR4/TLR5/TNFRSF1B/VIPR1/VLDLR/FZD3/FZD1/FZD6/FZD8/LTBP4/SCARF1/PTCH2/TNFRSF14/NRP1/P2RX6/LPAR2/OSMR/CRLF1/GPR37L1/ADGRG1/GPR52/ABCC9/PLXNC1/LPAR6/LANCL1/TLR6/ABCA7/SEMA4D/GPR83/PTPRT/GPR45/HRH3/PLXND1/LPAR3/OPN3/NTSR2/ADGRA2/C5AR2/GPR162/CLEC2D/TAS2R4/CLEC4A/GP6/CRIM1/FGFRL1/GPR88/GPR85/TAS2R5/IL17RD/TNFRSF19/LMBR1L/GPRC5C/CHRNA10/AGTRAP/TMEM63C/VN1R1/ADGRG6/SORCS2/ADGRL4/P2RY12/RTN4R/GPR63/ADGRA1/IL17RC/TMEM116/UNC5A/OPN4/SORCS1/GPR146/GRIN3A/ANTXR2/GPR62/OR2D2/CD200R1/UNC5D/NFAM1/ADGRF3/ADGRA3/UNC5B/ADGRF5/TAS2R43/TAS2R46/TAS2R30/TAS2R19/TAS2R50/ADGRD1/OR2L13/EPHA6/GPR153/OR14I1/GPR179/GPR199P/TGFBR3L	227
GO:0030545	signaling receptor regulator activity	107/4406	166/11799	9.50427765441863e-13	4.60482252356583e-10	4.14686640816476e-10	JAG1/BMP7/BMPR2/OSGIN2/CCK/HBEGF/EDN1/EFNA5/EGFR/EPHA7/ESR2/FBN1/EFEMP1/FGF1/FGF9/FGF12/FGF14/GAS6/MSTN/GFER/GMFB/GNRH1/GRN/NRG1/HMGB1/IL16/INHA/INHBA/LGALS3/LY6E/LY6H/MDK/KITLG/NMB/CCN3/PDGFA/PDGFB/PDYN/PTHLH/CLEC11A/CX3CL1/CXCL12/SPP1/TG/TGFA/TGFB1/THBS4/TNFSF4/UCN/VEGFB/VGF/VIP/WNT5A/WNT7A/WNT10B/WNT2B/SCG2/SEMA3B/MANF/SEMA7A/FGF17/TNFSF18/CRLF1/KL/GMFG/NRG2/IL18BP/GDF11/SEMA3A/CDC42EP2/GPNMB/SEMA6C/SEMA4D/SEMA3C/TNFSF13B/FLRT2/NENF/OSGIN1/CKLF/ADA2/IL17D/WNT4/SEMA5B/NCAPG2/THNSL2/SEMA3G/SEMA6A/SEMA4A/GREM2/LYNX1/METRN/RABEP2/SEMA6D/SPX/WNT5B/IL33/MRAP2/CMTM1/LYPD1/WFIKKN1/LYPD6/NRG4/IL34/GDF7/TAFA2/BMP8A/TAFA1	107
GO:0048018	receptor ligand activity	95/4406	147/11799	1.43584083949919e-11	4.6377659115824e-09	4.17653352963099e-09	JAG1/BMP7/OSGIN2/CCK/HBEGF/EDN1/EFNA5/EPHA7/FBN1/EFEMP1/FGF1/FGF9/FGF12/FGF14/GAS6/MSTN/GFER/GMFB/GNRH1/GRN/NRG1/HMGB1/IL16/INHA/INHBA/LGALS3/MDK/KITLG/NMB/CCN3/PDGFA/PDGFB/PDYN/PTHLH/CLEC11A/CX3CL1/CXCL12/SPP1/TG/TGFA/TGFB1/THBS4/TNFSF4/UCN/VEGFB/VGF/VIP/WNT5A/WNT7A/WNT10B/WNT2B/SCG2/SEMA3B/MANF/SEMA7A/FGF17/TNFSF18/CRLF1/KL/GMFG/NRG2/GDF11/SEMA3A/CDC42EP2/GPNMB/SEMA6C/SEMA4D/SEMA3C/TNFSF13B/FLRT2/NENF/OSGIN1/CKLF/ADA2/IL17D/WNT4/SEMA5B/THNSL2/SEMA3G/SEMA6A/SEMA4A/GREM2/METRN/RABEP2/SEMA6D/SPX/WNT5B/IL33/CMTM1/NRG4/IL34/GDF7/TAFA2/BMP8A/TAFA1	95
GO:0030546	signaling receptor activator activity	97/4406	153/11799	4.49547830358981e-11	1.08902961904463e-08	9.80724082546302e-09	JAG1/BMP7/BMPR2/OSGIN2/CCK/HBEGF/EDN1/EFNA5/EGFR/EPHA7/FBN1/EFEMP1/FGF1/FGF9/FGF12/FGF14/GAS6/MSTN/GFER/GMFB/GNRH1/GRN/NRG1/HMGB1/IL16/INHA/INHBA/LGALS3/MDK/KITLG/NMB/CCN3/PDGFA/PDGFB/PDYN/PTHLH/CLEC11A/CX3CL1/CXCL12/SPP1/TG/TGFA/TGFB1/THBS4/TNFSF4/UCN/VEGFB/VGF/VIP/WNT5A/WNT7A/WNT10B/WNT2B/SCG2/SEMA3B/MANF/SEMA7A/FGF17/TNFSF18/CRLF1/KL/GMFG/NRG2/GDF11/SEMA3A/CDC42EP2/GPNMB/SEMA6C/SEMA4D/SEMA3C/TNFSF13B/FLRT2/NENF/OSGIN1/CKLF/ADA2/IL17D/WNT4/SEMA5B/THNSL2/SEMA3G/SEMA6A/SEMA4A/GREM2/METRN/RABEP2/SEMA6D/SPX/WNT5B/IL33/CMTM1/NRG4/IL34/GDF7/TAFA2/BMP8A/TAFA1	97
GO:0004930	G protein-coupled receptor activity	102/4406	170/11799	1.36957250462643e-09	2.65423151396602e-07	2.39026443439012e-07	ADCYAP1R1/ADORA2A/ADORA2B/ADRA1B/ADRA1A/ADRA2A/APLNR/ADGRB2/C5AR1/CCKBR/CHRM1/ACKR2/CMKLR1/CNR1/DRD2/S1PR1/S1PR3/CELSR2/ACKR1/GALR1/GPR12/GPR22/MCHR1/GPR26/GPR27/GPR37/GRIK3/GRM1/GRM2/HRH1/HRH2/HTR1E/HTR2A/HTR4/HTR7/MC1R/NPY1R/NTSR1/OPRD1/OPRK1/OXTR/P2RY1/P2RY11/PPARG/PTGFR/PTH1R/PTH2R/SSTR3/TACR1/VIPR1/FZD3/FZD1/FZD6/FZD8/LPAR2/GPR37L1/ADGRG1/GPR52/LPAR6/LANCL1/GPR83/GPR45/HRH3/LPAR3/OPN3/NTSR2/ADGRA2/C5AR2/GPR162/TAS2R4/GPR88/GPR85/TAS2R5/GPRC5C/AGTRAP/VN1R1/ADGRG6/SORCS2/ADGRL4/P2RY12/GPR63/ADGRA1/TMEM116/OPN4/SORCS1/GPR146/GPR62/OR2D2/ADGRF3/ADGRA3/ADGRF5/TAS2R43/TAS2R46/TAS2R30/TAS2R19/TAS2R50/ADGRD1/OR2L13/GPR153/OR14I1/GPR179/GPR199P	102
GO:0005201	extracellular matrix structural constituent	58/4406	87/11799	2.52271274712809e-08	4.07418108661186e-06	3.66899801292839e-06	AEBP1/CHI3L1/COL1A2/COL4A1/COL4A2/COL4A3/COL4A4/COL5A1/COL6A1/COL6A3/COL7A1/COL9A1/COL9A3/COL11A1/COL12A1/HAPLN1/VCAN/DCN/ELN/FBLN1/FBLN2/FBN1/EFEMP1/FN1/HSPG2/TNC/IGFBP7/CCN1/LAMA4/LAMA5/LAMB1/LAMB2/LAMB3/LTBP1/MATN2/MFGE8/NID1/PRELP/SPARC/TECTA/THBS1/TUFT1/COL14A1/LTBP4/EDIL3/ABI3BP/COL5A3/IMPG2/VWA1/THSD4/FRAS1/PODN/CHADL/COL24A1/NPNT/HMCN2/COL28A1/AGRN	58
GO:0022836	gated channel activity	116/4406	210/11799	8.14940845920617e-08	1.12811097099583e-05	1.01591873874916e-05	AQP1/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CACNB4/CHRNA4/CHRNA7/CHRNB1/CNGA3/CNR1/FKBP1B/GABRA1/GABRA2/GABRA5/GABRA6/GABRB2/GABRD/GABRG1/GABRG2/GABRG3/GRIA4/GRIK1/GRIK3/ITPR1/KCNA1/KCNA2/KCNA3/KCNA5/KCNB1/KCNC1/KCNC2/KCNC3/KCNC4/KCNE1/KCNF1/KCNG1/KCNH1/KCNJ2/KCNJ10/KCNJ14/KCNJ16/KCNK1/KCNK2/KCNN1/KCNQ3/KCNS1/KCNS2/P2RX5/P2RX7/RYR1/SCN1B/SCN2A/SCN3A/SCN4B/SCN7A/SCN8A/SCNN1D/ABCC8/TRPM2/VDAC2/BEST1/KCNAB1/KCNAB2/CACNA1I/P2RX6/CACNA2D2/TSPOAP1/ASIC3/KCNB2/KCNE3/HCN4/ABCC9/CACNG3/CACNG2/SCN11A/TMC6/NCS1/KCNH4/KCNH3/CLIC4/KCNV1/CACNG4/KCNH5/KCNMB4/KCNIP2/KCNIP1/KCNK9/PEX5L/ANO10/PACC1/CACNA2D3/KCNQ5/KCNK12/CHRNA10/TMEM63C/MCOLN1/TTYH1/HCN3/CACHD1/ANO3/TMC7/TRPM3/KCNIP4/CACNA2D4/TTYH2/GRIN3A/CATSPER2/TMC1/TMC2/ANO6/ANO5/LRRC55/TPCN2/KCNT2/TMEM150C	116
GO:0005539	glycosaminoglycan binding	76/4406	126/11799	1.23974042044114e-07	1.50163558425933e-05	1.35229580071803e-05	ALK/APOB/APOE/BMP7/CD44/CEL/COL5A1/COL11A1/HAPLN1/VCAN/DCN/HBEGF/EXTL2/FBN1/FGF1/FGF9/FGFR1/FGFR4/FN1/MSTN/GNS/H1-1/CFH/CCN1/LPL/MDK/MPO/CCN3/SERPINE2/PRELP/PTPRS/RPL29/SLIT3/TGFBR2/TGFBR3/THBS1/THBS4/CLEC3B/VEGFB/LTBP4/HYAL2/NRP1/PDCD5/ADGRG1/LIPG/ADAMTS3/ADAMTS1/SPOCK2/NOD1/GPNMB/ADAMTS8/FSTL1/STAB1/SUSD5/COL5A3/PODXL2/SPOCK3/IMPG2/ADA2/FGFRL1/SULF2/CEMIP/EVA1C/HAPLN2/BCAN/SMOC1/GREM2/RTN4R/CRISPLD2/NLRP3/FBLN7/FGFBP3/RSPO2/AGRN/LRTM2/TGFBR3L	76
GO:0015267	channel activity	150/4406	289/11799	2.40132348025916e-07	2.32688245237113e-05	2.09547070014194e-05	ANXA2/AQP1/AQP4/AQP7/ATP6V0C/BCL2/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CACNB4/CHRNA4/CHRNA7/CHRNB1/CNGA3/CNR1/FKBP1B/GABRA1/GABRA2/GABRA5/GABRA6/GABRB2/GABRD/GABRG1/GABRG2/GABRG3/GRIA4/GRIK1/GRIK3/ITPR1/KCNA1/KCNA2/KCNA3/KCNA5/KCNB1/KCNC1/KCNC2/KCNC3/KCNC4/KCNE1/KCNF1/KCNG1/KCNH1/KCNJ2/KCNJ10/KCNJ14/KCNJ16/KCNK1/KCNK2/KCNN1/KCNQ3/KCNS1/KCNS2/P2RX5/P2RX7/PKD1/RHCE/RYR1/SCN1B/SCN2A/SCN3A/SCN4B/SCN7A/SCN8A/SCNN1D/SLC12A2/SLC12A4/SLC14A1/ABCC8/TRPC4/TRPM2/VDAC2/BEST1/KCNAB1/KCNAB2/CACNA1I/P2RX6/CACNA2D2/TSPOAP1/ASIC3/KCNB2/ATP5MF/KCNE3/HCN4/ABCC9/CACNG3/CACNG2/TOMM40/SLC12A7/GJB6/SCN11A/TMC6/NCS1/KCNH4/KCNH3/PANX1/CLIC4/KCNV1/CACNG4/KCNH5/KCNMB4/KCNIP2/KCNIP1/KCNK9/RHCG/PEX5L/ANO10/LRRC8D/TMEM38B/PACC1/CACNA2D3/LRRC8A/KCNQ5/KCNK12/PANX2/SLC17A7/CHRNA10/TMEM63C/GJC2/MCOLN1/TTYH1/SLC12A5/HCN3/CACHD1/ANO3/TMEM38A/NOX5/GSDMD/TMC7/TRPM3/KCNIP4/SLC4A11/MCU/ORAI3/CACNA2D4/TTYH2/SLC26A8/GRIN3A/CATSPER2/TMC1/TMC2/BEST3/TRPV3/ANO6/ANO5/LRRC55/TPCN2/AQP11/KCNT2/TMEM150C	150
GO:0022803	passive transmembrane transporter activity	150/4406	289/11799	2.40132348025916e-07	2.32688245237113e-05	2.09547070014194e-05	ANXA2/AQP1/AQP4/AQP7/ATP6V0C/BCL2/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CACNB4/CHRNA4/CHRNA7/CHRNB1/CNGA3/CNR1/FKBP1B/GABRA1/GABRA2/GABRA5/GABRA6/GABRB2/GABRD/GABRG1/GABRG2/GABRG3/GRIA4/GRIK1/GRIK3/ITPR1/KCNA1/KCNA2/KCNA3/KCNA5/KCNB1/KCNC1/KCNC2/KCNC3/KCNC4/KCNE1/KCNF1/KCNG1/KCNH1/KCNJ2/KCNJ10/KCNJ14/KCNJ16/KCNK1/KCNK2/KCNN1/KCNQ3/KCNS1/KCNS2/P2RX5/P2RX7/PKD1/RHCE/RYR1/SCN1B/SCN2A/SCN3A/SCN4B/SCN7A/SCN8A/SCNN1D/SLC12A2/SLC12A4/SLC14A1/ABCC8/TRPC4/TRPM2/VDAC2/BEST1/KCNAB1/KCNAB2/CACNA1I/P2RX6/CACNA2D2/TSPOAP1/ASIC3/KCNB2/ATP5MF/KCNE3/HCN4/ABCC9/CACNG3/CACNG2/TOMM40/SLC12A7/GJB6/SCN11A/TMC6/NCS1/KCNH4/KCNH3/PANX1/CLIC4/KCNV1/CACNG4/KCNH5/KCNMB4/KCNIP2/KCNIP1/KCNK9/RHCG/PEX5L/ANO10/LRRC8D/TMEM38B/PACC1/CACNA2D3/LRRC8A/KCNQ5/KCNK12/PANX2/SLC17A7/CHRNA10/TMEM63C/GJC2/MCOLN1/TTYH1/SLC12A5/HCN3/CACHD1/ANO3/TMEM38A/NOX5/GSDMD/TMC7/TRPM3/KCNIP4/SLC4A11/MCU/ORAI3/CACNA2D4/TTYH2/SLC26A8/GRIN3A/CATSPER2/TMC1/TMC2/BEST3/TRPV3/ANO6/ANO5/LRRC55/TPCN2/AQP11/KCNT2/TMEM150C	150
