Tissue	Dataset	OR	P-value	FDR	Direction	Method
Caudate	BS_Caudate_SZ	1.6988941398073338	2.1319451513805898e-14	1.5160498854261972e-13	All	DEG
Caudate	BS_DLPFC_SZ	1.3337668129752454	0.2120088724961077	0.2886929327606573	All	DEG
Caudate	BS_Hippocampus_SZ	1.1809396123121614	0.774791658923139	0.869941511773349	All	DEG
Caudate	BS_sACC_BD	1.7124377124377124	4.5622011272821114e-05	0.00011230033544079044	All	DEG
Caudate	BS_Amyg_BD	1.64753996003996	0.11611670376739831	0.16348192948543872	All	DEG
Caudate	CMC_DLPFC_SZ	1.0793473567705958	0.6413900961396186	0.7745087953384073	All	DEG
Caudate	PSY_SZ	1.716819274576004	2.615948169843802e-22	2.7903447145000555e-21	All	DEG
Caudate	PSY_ASD	1.534845343514794	1.6987172629700644e-06	4.941722946822005e-06	All	DEG
Caudate	PSY_BD	2.5418024484763078	1.5905054430014082e-22	2.0358469670418026e-21	All	DEG
Caudate	Parkinsons	1.8530819186510197	0.01499548454408245	0.02525555291634939	All	DEG
Caudate	MAYO_AD	1.9012452609280102	2.5004497288545505e-21	2.2861254663813034e-20	All	DEG
Caudate	ROSMAP_AD	1.1523684210526315	0.5222257256280838	0.6553420870626934	All	DEG
Caudate	MSBB_MD36_AD	1.457712820546236	4.511738497752028e-06	1.2031302660672073e-05	All	DEG
Caudate	MSBB_MD44_AD	1.274788595721085	0.30611287733034354	0.3998209010028977	All	DEG
Caudate	MSBB_MD22_AD	1.5239807769323188	0.0446559485194187	0.06646466756378598	All	DEG
Caudate	MSBB_MD10_AD	1.706656949896098	0.014396194344984504	0.02490152535348671	All	DEG
Dentate Gyrus	BS_Caudate_SZ	1.8719622007223684	7.455550541996959e-07	2.385776173439027e-06	All	DEG
Dentate Gyrus	BS_DLPFC_SZ	2.740308747855918	0.0024038778219491966	0.004524946488374959	All	DEG
Dentate Gyrus	BS_Hippocampus_SZ	2.3137416197096203	0.22320629341874942	0.2976083912249992	All	DEG
Dentate Gyrus	BS_sACC_BD	2.2203519889106165	0.0003644882175706796	0.0007524918040168869	All	DEG
Dentate Gyrus	BS_Amyg_BD	1.1012980901211813	0.7045494781987939	0.8350216037911631	All	DEG
Dentate Gyrus	CMC_DLPFC_SZ	2.5640410563948794	0.0002624396960726504	0.0005598713516216542	All	DEG
Dentate Gyrus	PSY_SZ	1.8401206051795618	2.776508125604916e-09	1.2660032737644107e-08	All	DEG
Dentate Gyrus	PSY_ASD	1.4413143011042284	0.029035146158556804	0.04669389381836604	All	DEG
Dentate Gyrus	PSY_BD	2.681025317950939	6.631775684769355e-09	2.4987632961087578e-08	All	DEG
Dentate Gyrus	Parkinsons	0.9529407763468166	1.0	1.0	All	DEG
Dentate Gyrus	MAYO_AD	1.5475047984644914	0.0010167874595580543	0.001971951436718651	All	DEG
Dentate Gyrus	ROSMAP_AD	0.6878607976908948	0.8045795660673007	0.872764275056055	All	DEG
Dentate Gyrus	MSBB_MD36_AD	1.5375555555555556	0.004604206626449552	0.008419120688364895	All	DEG
Dentate Gyrus	MSBB_MD44_AD	2.1262967593687696	0.0441624801587273	0.06646466756378598	All	DEG
Dentate Gyrus	MSBB_MD22_AD	3.0873121131741823	0.00023543282637796862	0.0005195758926962067	All	DEG
Dentate Gyrus	MSBB_MD10_AD	2.3904273504273506	0.012494832180230779	0.02221303498707694	All	DEG
DLPFC	BS_Caudate_SZ	1.8084402606227765	4.082583537582435e-17	3.266066830065948e-16	All	DEG
DLPFC	BS_DLPFC_SZ	2.5764513281602826	1.977576757021977e-06	5.502822280408979e-06	All	DEG
DLPFC	BS_Hippocampus_SZ	0.6016260162601627	0.7695578359731128	0.869941511773349	All	DEG
DLPFC	BS_sACC_BD	2.50681643625192	1.1908545402820807e-13	7.621469057805317e-13	All	DEG
DLPFC	BS_Amyg_BD	1.2349627560521415	0.5406738550815826	0.665444744715794	All	DEG
DLPFC	CMC_DLPFC_SZ	2.4137942914233546	6.637340005288888e-09	2.4987632961087578e-08	All	DEG
DLPFC	PSY_SZ	1.7863103638265152	1.870677412149064e-24	3.990778479251336e-23	All	DEG
DLPFC	PSY_ASD	1.826854564829846	9.921908350876906e-12	5.7727466768738365e-11	All	DEG
DLPFC	PSY_BD	2.5955877298926757	1.0860642316396488e-22	1.737702770623438e-21	All	DEG
DLPFC	Parkinsons	1.058115671641791	0.7588347191190676	0.869941511773349	All	DEG
DLPFC	MAYO_AD	1.3596054321547295	4.04789578284392e-05	0.00010362613204080434	All	DEG
DLPFC	ROSMAP_AD	0.9538730817567665	1.0	1.0	All	DEG
DLPFC	MSBB_MD36_AD	1.6522018569298118	8.924628697712503e-10	4.393663358873848e-09	All	DEG
DLPFC	MSBB_MD44_AD	1.0126815240833933	0.8958022600958807	0.9434571007028407	All	DEG
DLPFC	MSBB_MD22_AD	1.570969278399619	0.029183683636478778	0.04669389381836604	All	DEG
DLPFC	MSBB_MD10_AD	1.5990437571869516	0.03505555992063521	0.05472087402245496	All	DEG
Hippocampus	BS_Caudate_SZ	1.435350852669835	4.897906134118656e-07	1.6498210135978631e-06	All	DEG
Hippocampus	BS_DLPFC_SZ	2.237818037255793	5.178426406994338e-05	0.00012274788520282874	All	DEG
Hippocampus	BS_Hippocampus_SZ	1.5093013689238293	0.390670908239335	0.5000587625463487	All	DEG
Hippocampus	BS_sACC_BD	2.262097213446916	3.9947615170579837e-11	2.1305394757642579e-10	All	DEG
Hippocampus	BS_Amyg_BD	1.6405249082654394	0.11750263681765907	0.16348192948543872	All	DEG
Hippocampus	CMC_DLPFC_SZ	0.9704541254790721	1.0	1.0	All	DEG
Hippocampus	PSY_SZ	2.00804305063605	7.157512208694603e-38	4.580807813564546e-36	All	DEG
Hippocampus	PSY_ASD	1.595013668831585	1.297963001005711e-07	4.6149795591314164e-07	All	DEG
Hippocampus	PSY_BD	2.646557327356299	5.9501809075503145e-25	1.9040578904161006e-23	All	DEG
Hippocampus	Parkinsons	1.6427635274293204	0.05029748477351729	0.07315997785238879	All	DEG
Hippocampus	MAYO_AD	1.412251697124198	1.5915012150255016e-06	4.850289417220577e-06	All	DEG
Hippocampus	ROSMAP_AD	0.8855166553517878	0.7977588866525223	0.872764275056055	All	DEG
Hippocampus	MSBB_MD36_AD	1.606425431281871	2.9671951728853375e-09	1.2660032737644107e-08	All	DEG
Hippocampus	MSBB_MD44_AD	0.9400814426992438	0.899232549107395	0.9434571007028407	All	DEG
Hippocampus	MSBB_MD22_AD	1.9521424320571314	0.0005808780965545521	0.0011617561931091041	All	DEG
Hippocampus	MSBB_MD10_AD	2.2324648197009673	9.406566730961292e-05	0.00021500723956482953	All	DEG
Caudate	BS_Caudate_SZ	1.603829003588105	1.9456358691898324e-06	9.578515048319175e-06	EA Bias	DEG
Caudate	BS_DLPFC_SZ	1.477113291224298	0.2086326183405022	0.3237729815229675	EA Bias	DEG
Caudate	BS_Hippocampus_SZ	1.2568817766462845	0.6753741237383274	0.745240412400913	EA Bias	DEG
Caudate	BS_sACC_BD	1.8403892309297716	0.00091263115058964	0.0026549269835334983	EA Bias	DEG
Caudate	BS_Amyg_BD	1.5541605675036596	0.38690003239205983	0.4892324115891561	EA Bias	DEG
Caudate	CMC_DLPFC_SZ	1.1547010247736544	0.5063017911502747	0.5891511751566834	EA Bias	DEG
Caudate	PSY_SZ	1.5414419418559961	6.313469651523272e-08	3.67329143361354e-07	EA Bias	DEG
Caudate	PSY_ASD	1.3471075870305886	0.022736572181931487	0.05596694690936981	EA Bias	DEG
Caudate	PSY_BD	3.3092607177702806	2.4252211598686813e-22	5.1738051410531865e-21	EA Bias	DEG
Caudate	Parkinsons	2.0197901669066285	0.030797909793076377	0.0730024528428477	EA Bias	DEG
Caudate	MAYO_AD	1.4407809554096722	0.0003436487674410797	0.0011453171386836838	EA Bias	DEG
Caudate	ROSMAP_AD	1.435359231411863	0.26668464055860785	0.3710394999076283	EA Bias	DEG
Caudate	MSBB_MD36_AD	1.2272498097634532	0.08360908613534734	0.1726313952643283	EA Bias	DEG
Caudate	MSBB_MD44_AD	1.6995282390762616	0.06779281857546163	0.15495501388676944	EA Bias	DEG
Caudate	MSBB_MD22_AD	1.3075484954213654	0.39750133441618934	0.4892324115891561	EA Bias	DEG
Caudate	MSBB_MD10_AD	1.5673194788905043	0.13997633247394448	0.2488468132870124	EA Bias	DEG
Dentate Gyrus	BS_Caudate_SZ	1.239898095106859	0.2815468025497403	0.37539573673298704	EA Bias	DEG
Dentate Gyrus	BS_DLPFC_SZ	4.391414664457332	0.00035791160583865115	0.0011453171386836838	EA Bias	DEG
Dentate Gyrus	BS_Hippocampus_SZ	2.4183673469387754	0.34457004456723367	0.45005067045516234	EA Bias	DEG
Dentate Gyrus	BS_sACC_BD	2.7175776228135105	0.0008184750726788283	0.0024944002214973815	EA Bias	DEG
Dentate Gyrus	BS_Amyg_BD	2.3669250645994833	0.21247601912444744	0.3237729815229675	EA Bias	DEG
Dentate Gyrus	CMC_DLPFC_SZ	2.678852369919048	0.005978896423920107	0.015943723797120286	EA Bias	DEG
Dentate Gyrus	PSY_SZ	1.3164886244020386	0.07604967134916527	0.1678337574602268	EA Bias	DEG
Dentate Gyrus	PSY_ASD	0.7645179530675714	0.492032951553071	0.5831501648036397	EA Bias	DEG
Dentate Gyrus	PSY_BD	3.9980013324450367	1.8851418789996258e-10	1.3405453361775118e-09	EA Bias	DEG
Dentate Gyrus	Parkinsons	0.6700804162724693	1.0	1.0	EA Bias	DEG
Dentate Gyrus	MAYO_AD	1.14737125250648	0.5177158834829818	0.5916752954091221	EA Bias	DEG
Dentate Gyrus	ROSMAP_AD	0.0	0.2765156415515682	0.37539573673298704	EA Bias	DEG
Dentate Gyrus	MSBB_MD36_AD	1.083969465648855	0.710232104530107	0.7575809114987808	EA Bias	DEG
Dentate Gyrus	MSBB_MD44_AD	0.9697312685428136	1.0	1.0	EA Bias	DEG
Dentate Gyrus	MSBB_MD22_AD	4.360573731260325	0.00018356040281529825	0.0006526592100099493	EA Bias	DEG
Dentate Gyrus	MSBB_MD10_AD	1.9821247064596403	0.15078796237686168	0.2608224214086256	EA Bias	DEG
DLPFC	BS_Caudate_SZ	1.1520407837166584	0.20119285450033253	0.3237729815229675	EA Bias	DEG
DLPFC	BS_DLPFC_SZ	3.3098723106706953	2.679864643346887e-06	1.2250809798157197e-05	EA Bias	DEG
DLPFC	BS_Hippocampus_SZ	0.6704133430021755	1.0	1.0	EA Bias	DEG
DLPFC	BS_sACC_BD	3.7023097826086957	4.725236584378875e-17	6.04830282800496e-16	EA Bias	DEG
DLPFC	BS_Amyg_BD	0.9942672491173479	1.0	1.0	EA Bias	DEG
DLPFC	CMC_DLPFC_SZ	1.3442399528991038	0.2108868562883538	0.3237729815229675	EA Bias	DEG
DLPFC	PSY_SZ	1.9112427700358936	6.95820570146698e-16	7.422086081564778e-15	EA Bias	DEG
DLPFC	PSY_ASD	1.2509343851399926	0.10295998227281812	0.19628311041395788	EA Bias	DEG
DLPFC	PSY_BD	3.6990270859277707	7.696624291152034e-26	2.462919773168651e-24	EA Bias	DEG
DLPFC	Parkinsons	1.7801461588564966	0.11014758550895974	0.2014127277878121	EA Bias	DEG
DLPFC	MAYO_AD	1.799205852004717	4.683262657227125e-09	2.9972881006253596e-08	EA Bias	DEG
DLPFC	ROSMAP_AD	1.4199069116072165	0.25190782914035337	0.36129002009338934	EA Bias	DEG
DLPFC	MSBB_MD36_AD	1.5657917935095618	0.00013331954795898506	0.0005019088864338261	EA Bias	DEG
DLPFC	MSBB_MD44_AD	1.555625641025641	0.1777055417966254	0.299293544078527	EA Bias	DEG
DLPFC	MSBB_MD22_AD	2.2173983041751635	0.004110575844134077	0.011438124088025258	EA Bias	DEG
DLPFC	MSBB_MD10_AD	1.4127561475409836	0.2540320453781644	0.36129002009338934	EA Bias	DEG
Hippocampus	BS_Caudate_SZ	0.8644196147213007	0.22982876650953055	0.3420707222467431	EA Bias	DEG
Hippocampus	BS_DLPFC_SZ	3.3186240767957136	6.573838917218777e-07	3.5060474225166815e-06	EA Bias	DEG
Hippocampus	BS_Hippocampus_SZ	2.529822872986412	0.08599138011189783	0.1726313952643283	EA Bias	DEG
Hippocampus	BS_sACC_BD	3.322494729064927	2.315234627411043e-15	2.116785945061525e-14	EA Bias	DEG
Hippocampus	BS_Amyg_BD	2.134087791495199	0.08631569763216415	0.1726313952643283	EA Bias	DEG
Hippocampus	CMC_DLPFC_SZ	1.1026458551441896	0.694281415467455	0.7531188235579174	EA Bias	DEG
Hippocampus	PSY_SZ	1.8958750826118467	2.9650431844364384e-17	4.7440690950983015e-16	EA Bias	DEG
Hippocampus	PSY_ASD	1.0643267265708631	0.6264637808712669	0.7033979293993172	EA Bias	DEG
Hippocampus	PSY_BD	3.5999896574311356	2.773179184494548e-27	1.7748346780765108e-25	EA Bias	DEG
Hippocampus	Parkinsons	1.3700049825610363	0.39480831659551346	0.4892324115891561	EA Bias	DEG
