"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEskyblue","MEtan","MEturquoise","MEwhite","MEyellow"
"R11135",-0.000630031970610099,0.147986353799047,-0.0166335942434739,0.0609006894928276,-0.0518958948211826,-0.0118722942452479,-0.163877652724422,0.0299081199548677,0.00638982359277487,0.115901903046102,0.00769348619958443,-0.00170074913931975,-0.000999551424860866,-0.0949010596585485,0.0684524420881715,0.0637070714048654,0.0997794209430234,0.00885894063426973,0.0705996184516536,0.131256800453527,-0.0822021806288553,-0.0577537492510246,-0.058296503329627,-0.0120032242393053,-0.0670000177846533,0.0302800597378265,-0.0526598606754597,0.0658066106845948,0.0701417024836404
"R11137",0.0522960991755805,-0.0187791101928376,0.0956283823271313,0.0723852269453372,-0.00151820886424864,0.0473466232235103,0.171315940955546,-0.0665284163532478,0.0330727501998748,-0.0391146446542935,-0.056120384142247,-0.118536048983008,0.129684841221829,0.0127853051025073,-0.104049417199205,0.0306783959985842,0.0748492759703852,0.0787852079989418,0.0665389727428832,-0.0353969830514795,0.0141923946902066,0.0270637863193475,-0.10420308219037,-0.0762331617727537,-0.0682357659575107,0.008922873438031,-0.0959967617507673,0.176833876883853,0.0207328103223886
"R11139",-0.0557078931397773,-0.0274724188156063,0.0524702849506228,-0.0345135347577936,-0.0605199491881359,-0.0495084825321324,-0.0539341048015088,-0.0498239944248303,0.0158845634153981,0.0566654951507475,-0.0413938931435387,0.0120908585169299,-0.0404397988243694,-0.0202124885881791,-0.0227615482195112,-0.0054373681575967,-0.0598900337477121,-0.0849487920539063,-0.0296082789347373,-0.00755806815284688,-0.00960429785094105,0.0387843744142441,0.021816638291252,-0.0233325813711873,0.0492192555417029,-0.0368756465527466,0.0319644315033363,0.0200950170298279,-0.0546900445948032
"R11140",-0.0228342204105493,0.0179628676930582,0.126995298035722,0.0165915501380216,0.000795202214678,0.0189813949671002,0.0249186265063981,0.0015427308895029,0.0773083607974275,-0.0903934187195569,-0.0162521544936487,-0.0404537023796065,0.0297168915863287,0.045264750086456,-0.0621555375741185,0.0552581998874659,-0.0822566110335819,-0.0145330975280182,-0.0818080006797313,-0.0231390756432453,0.0623997230740998,-0.0065997841941646,-0.0244110595314633,-0.097979318266659,0.042211832440413,0.0651931800199056,-0.15567062341376,0.014389670340739,-0.00292519088325766
"R11141",0.0681440092916391,0.00937894576353693,0.0247300958447408,0.0102643173242863,-0.0114217164251002,-0.0241039195116241,0.142284699485669,-0.0666185845184025,0.0463660036416533,0.0129000895376442,0.0710341539018553,-0.0644423176149926,0.0663258969465338,0.0243650009084406,0.0179997571967556,0.00947303110104662,-0.0660612747287975,0.0216357279000016,-0.0485423643341717,-0.0178271119381116,-0.0136017480437738,-0.0171376314094267,-0.0285097192733319,0.0456770319509469,-0.00614388677983579,0.00502958820294434,-0.109410563079902,0.0315580696443517,0.0213754592690343
"R11142",-0.0292841473242324,0.0952527038751797,-0.0144488526429536,0.0332482932775069,-0.0407573504303696,-0.0478933980979647,0.0674966008759514,-0.0585006687539193,0.00372931259061156,0.0800920088743005,-0.0315574729197596,0.0564048684863016,-0.00362134334986571,-0.0912240506001776,-0.00951424094819852,0.0296619072855101,0.0483874895571545,-0.0592556255114842,-0.0554481952070367,0.0538085669867669,-0.104259026243215,-0.0148327522708505,0.0605793850544783,-0.0508749546533517,0.0338550035845852,0.0201057697939906,0.0250093176715604,-0.0648473517691416,-0.0199151415671584
"R11143",0.143810106643705,-0.105800716205314,0.00993192623130048,-0.0742912642223353,-0.0348472898490107,0.0597143675283008,0.0160320627779882,-0.0161735052875235,0.0110130708466827,0.0172580838363568,0.0506282271899831,-0.0489245348712949,-0.0228342338615661,0.108034308172755,0.0109789328127052,0.00211114566630265,0.0700972893149456,0.037984832883778,0.144405619331753,-0.0587143738504029,0.23120326029875,0.0285681126121977,-0.0590384406255173,-0.0242176806184975,-0.0677923996435426,-0.014233370747513,-0.0374074871082647,0.0230856405329504,0.019438419863117
"R11144",0.0211427765024875,0.0134261873616632,-0.0124635422083444,0.00581286845632159,0.0305738466842677,0.0433507938069065,-0.070328111549721,0.0645391697944065,-0.0321023426124023,-0.0161946831212214,0.0245735974054677,0.0868923290911486,0.0332190172930238,0.0510644599534968,0.00435733547831989,0.00163695400329984,-0.0582412409363454,-0.0236156596907949,0.000915310849042313,0.0302522144053175,-0.0394922213186124,0.044961384237778,0.116813881660408,-0.0481026492613326,0.0669762004389422,-0.00290726889647487,-0.0508091598534363,-0.0800243660406507,0.0158919432677977
"R11145",-0.00712055066375904,0.109666200903455,-0.108567613913875,0.0857206038760032,0.0406629601582902,-0.030278213461916,0.0332552679378347,0.0467580924648802,-0.0428328323193864,0.0120700877153678,0.0135663529207151,0.109154101656996,0.0648920883470997,-0.0786099647254955,0.0356758131413514,-0.0897863523966405,0.0588159692235695,0.0653416045368776,-0.0637827755161452,0.166836751210081,-0.0316593989557648,0.0682620463017501,0.124520274436128,0.00138743870205422,0.0502612934723374,0.0218745724174818,-0.0703879142809328,-0.0906775119258098,0.0448595136619334
"R11146",0.0976767566399639,-0.0975659453195067,-0.147735666518857,-0.0788228077019768,-0.0503395664165895,-0.0192183922288584,-0.0302064377116331,0.0514715237637669,-0.108337297561927,-0.0255928230436428,0.146985239038038,0.0564714193073382,-0.0213718814022833,0.0887133459524568,0.0801926043336739,-0.0637422000561468,0.0651604645472902,-0.0089935333753728,0.0379239615579639,-0.0129136242303186,-0.0486558218745533,0.0328794785072619,0.0566504254576221,-0.0335831660672626,-0.0533936685326889,0.0316966711571161,0.0370390658006015,-0.0680721139014816,0.0525708104768791
