"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkred","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R12260",-0.0560631728308281,-0.0582726500956701,0.0628637858408221,0.0155117394680206,-0.0117824708001525,0.103748010843821,-0.069675823589432,-0.0653394726976007,0.0439924474545514,-0.050923871829727,-0.0372530358374005,0.104477668526662,0.0174618366273188,0.0705779799423023,0.175569788373137,-0.0226746801463656,0.0759087034270331,0.00521370678676929,-0.0673210937906705,-0.0209419986781735,0.137872850333455,-2.92944842260477e-05,0.0431538328729371
"R12263",0.0136820558682115,-0.0214429802199739,-0.0283405697148542,0.0901148597733853,-0.0696722032802908,-0.0219003998340541,-0.0542913683082807,-0.0544244107401034,0.0276756152264422,-0.0337316053561588,-0.0425405479902348,0.0502786780250057,0.100424189979066,-0.102612386537241,0.00788195556315404,0.116525036144216,-0.0599300004742412,-0.11165638302157,0.0617139112562992,0.0920317669813313,0.0353769478239974,0.107870097601296,-0.0266550543306371
"R12265",0.128469739194765,-0.0588654647024258,0.00961082827101728,0.0441008003094696,-0.0898017363623423,-0.0267290818938336,-0.0118344046319712,-0.041038452495478,0.024692674846474,0.0592287781204965,-0.0767783584635889,0.0645200253999982,-0.0457484032481803,-0.0126405380104008,0.0382244627740838,0.00676690003860747,0.0279174301119266,-0.0909333202871703,0.0172546587307062,-0.0282342091003047,0.0608320314864374,0.0282061944644566,-0.0335799534416025
"R12277",-0.0342488044158814,0.0350787206126442,-0.0119748912552644,-0.148020117862283,0.200357473729465,0.0756523527296187,0.0921419512698574,0.173688344931145,-0.0966530496632566,-0.0263711647549841,0.183754245853357,-0.193963543903108,-0.142623425454769,0.132310491387119,-0.105320984115907,-0.0391882784624981,-0.00930486055492636,0.198004733380104,-0.0278572584505123,0.0697124532699718,-0.10409527798157,-0.0834787005803936,0.0521108511409452
"R12278",0.109685975532919,0.039252534104241,-0.0163275839918887,-0.0520295304163739,0.0982362825600676,-0.0120999509019916,0.148192137929237,0.145072473192554,-0.0185398472350065,0.0547788209366313,0.130313171092572,-0.116559333752535,-0.0349528142448938,-0.0334957357045728,-0.148106462326111,-0.0251977634526166,-0.00101227960736855,0.140388668053779,0.0662252127321183,0.00885025371599692,-0.12327484136434,-0.0506060304738036,0.0348646170976093
"R12279",0.125801658371793,0.0426154185049951,0.0180339208231106,0.102711964786788,0.120048500840855,0.0313707615862297,0.138337176056599,0.158406285939829,0.104278949595746,0.0977131278735067,0.0392578234288185,0.0460327313012621,0.0275002674411534,-0.0470204032434112,0.0797517431235014,-0.00311039623360664,-0.0853942525364705,0.106520210240439,0.00856671280849861,0.028914582846344,0.109941181208342,0.0262141473774917,0.136542684261972
"R12280",0.0306657715016212,-0.0559006733337747,0.093181713961956,0.13489944762807,0.076523256307182,0.122271685655267,-0.00689528286909954,0.074365685199331,0.0886702158689891,-0.139752190004542,-0.13587356400802,0.0438931035842845,0.0674945584762529,0.143363905230316,0.0855712262792594,-0.0776368552202621,0.0620141534815266,-0.0144640102398861,-0.0445110518140864,-0.0512216575676777,-0.00362382814021113,-0.0718101422740013,0.0571911733060012
"R12286",-0.00632061639447932,0.0630778760609262,0.0836148944360779,0.0968106446143558,0.00804124207130286,0.120761372258899,0.0220582166296495,0.0656335719895115,0.0540310443367822,-0.131890676665128,-0.100761510161806,0.0317069970365526,0.0181253819426295,0.08938887606376,0.0611521437455652,0.0186914012363989,-0.0350948468245683,0.0939921004292975,0.0245688381365984,-0.00133677754722375,-0.0129582275356009,0.021844100698103,0.138492773095276
"R12287",0.0104141151118652,0.0279125116976161,-0.053771714852099,0.254214387789999,-0.116158878956904,-0.0642872478659589,0.0206589737570772,-0.047240168905567,-0.0296050875475764,0.0591749680454146,-0.249083504475534,0.0325195723502595,-0.0639885188775436,-0.053851756161554,0.0240782300634637,0.0734577395721461,-0.145805085648673,-0.236652147124418,0.119426935935183,0.0267407963281138,0.0152138233923947,0.17362404826215,0.00793795740307314
"R12288",-0.21356168456797,-0.0157546217615243,0.223190179567391,-0.142814460329477,0.0332111766290354,0.159660407334578,-0.331921452261289,-0.200351047916051,0.0107000578066494,-0.203607693987792,0.0328907751309474,0.165622246948462,0.121583807713561,0.120406508214222,0.0458315191750479,0.0201898954343527,0.107175449944779,0.0569091366055649,0.0140825813943929,0.0750448778236828,-0.114127016978618,-0.079993977199744,-0.181877539715411
"R12290",0.131826798104351,-0.137493016377853,0.12553054089321,-0.0735597470736722,0.109251143756481,0.0926880336514174,0.107137263624086,0.106041614132978,0.0670318308070374,0.0410911960243053,0.0892809400555752,0.0525814590497607,0.0237739703390685,-0.094974574502671,-0.00872698109935181,-0.0105087808738967,-0.0627156458790254,0.129613210329196,-0.0767477255990435,0.0999176756185552,-0.0396670729019403,-0.0243654652737455,0.0679829866183209
"R12291",-0.106573194100293,0.0778142293064806,0.148813968187487,-0.0599274950229854,-0.0258181543193161,0.0976038024504206,-0.100467595677769,-0.0446397215890231,0.0388816136495211,-0.136616255576246,-0.0632714362345823,0.127850717399877,0.111635993239792,0.212755065687632,0.0438674120487932,-0.0667071092983848,0.147196852508278,0.0961941916926815,0.0195892300497454,0.0130576048047649,-0.0601730072656406,-0.166584132195139,0.0383066970524326
"R12295",0.157089652593462,-0.0195806035293885,-0.0207205650153558,-0.0522083296117641,-0.0180809193804814,-0.00105549612271837,0.0289026854537097,-0.00514953877164106,0.0444261026043885,-0.0904264437713513,-0.0714104618511395,-0.0143655042220691,-0.0155859138502972,0.0345057168996167,0.005393698293594,0.0444730887389243,-0.0152513923938316,0.0369781877857185,0.0236111555975632,-0.00712929636509943,-0.0413224814796515,-0.0195582037584101,-0.0102504327798624
"R12298",0.0496017727344936,-0.0584071125662573,0.0333631443786281,0.122732486713054,0.0894390667384258,0.101741178019973,0.0209612155932543,0.107689920070836,0.0655827586357813,0.0669262205402505,-0.0456341528496232,0.0474615022072257,-0.0202204393918519,-0.0493333804270953,0.1455987977015,0.177101430196055,0.0507215126318139,0.0482788629009961,-0.0600379819595217,0.178392187110598,0.165384650211925,0.143847889441953,0.108955930867334
"R12299",0.0570899942619211,-0.0783508537330168,0.0213240777323979,0.0158364199387855,0.160010538376107,0.0146207941672533,0.0430712476416408,0.0935974698921027,0.123232730947629,0.0374813712167592,0.129450899959815,0.0546515283535301,0.100753572314336,0.0270336030367845,0.0114353046734766,-0.068871374119782,-0.0200754077804601,0.0241083204788444,0.127738872223345,-0.196915109975154,0.0112897469043376,-0.194945230432022,0.00105738059208676
"R12300",0.0172455202243205,-0.00323708165560612,0.00206783880105788,0.0125343239686154,-0.102742231254392,0.093157666220376,-0.0521860697378435,-0.0714943038336403,-0.00888120493922649,0.0184000617838185,0.00791574749294933,0.00192397246124323,-0.142084603180871,-0.0536466162510553,0.116587348326636,0.0925339821833359,0.0476948098637587,0.0222178222164573,0.105755454312457,0.0856492794516629,0.140465869440741,0.0839790761999692,0.0727586576356463
"R12302",0.154022204579479,-0.138976927915411,-0.0191296529184614,0.0994211591474598,-0.0131661035745653,-0.192791309071286,0.0818377793493401,-0.0210475743596097,0.180963989338175,0.0512512300559191,-0.104210400684968,0.155313236955937,0.264787231153917,-0.0401728869550227,-0.129519191371476,0.192239120318918,-0.0703087983093259,-0.276735987837447,0.109075324061499,-0.222349978587218,-0.067134089446384,-0.127882477280324,0.0455327473200807
"R12309",-0.00447419339343131,-0.0878488844620248,0.172102479833362,0.0297672895592203,0.0362469912601053,0.202524836784476,0.00816264967143801,0.0621348957153805,0.122386220526499,-0.0581811611612984,-0.0558517340347843,0.117146328828105,0.0379398176161092,0.00526177022683143,0.176356473693628,-0.0228841779400215,0.0500254352771916,0.136912656435,-0.10910421493099,0.164502754042084,0.156766825938445,0.0254254565538033,0.194860225257675
"R12310",-0.0221433763842803,0.100608834518826,-0.0132428716082271,-0.0182239435001823,0.047372693646355,-0.0446097224460292,-0.0381752341504484,0.0680995227330319,0.0141690949000001,-0.142907841457115,-0.0155173835357303,-0.0160035846172182,0.0636119212043792,0.00682676766474543,-0.0450371387925243,-0.160009319983207,0.0286933755794524,0.0212020390110755,0.092440891105294,0.0985189350040224,-0.0789893134711954,0.11599110610946,0.051861661039521
"R12311",0.0108601398439081,0.00465110979440508,0.0349782021205049,0.0776996033566437,-0.0280152440835935,0.037547798216789,0.0854328923747601,0.0527771397423425,0.129002957893605,0.00472124237851208,-0.0827325712833765,0.0938556522595757,0.122106275013829,0.0175024924367862,0.0768778221289759,-0.126970666474955,-0.166587023862659,-0.0598694681193129,0.0424056827175813,0.0693714859723201,0.109808299454553,0.0755570940851441,0.130526978954922
"R12312",0.097393768578568,-0.0318588129382046,0.036684640275073,-0.0169338897383508,0.00683380455162532,0.0229892347073266,0.0739693035225548,0.0315089131355814,0.0686784174561991,0.163548315054113,0.0298255937445689,0.0864141961128903,0.153894740203497,0.0199145351764424,0.0643525004439333,0.0161112328408247,-0.0878417130555716,-0.0174600159149225,0.0699580490985701,-0.0569483080988688,0.111551014551534,-0.0726347491837122,0.0768430405915559
"R12314",0.00601110092945296,0.0865147134348976,-0.0283926077552105,0.0279646386731407,0.0403173225846167,-0.03423244426013,0.0334146424261345,0.0312022702224704,0.0158294975875733,-0.0372467326471267,-0.0890355275937614,0.0338747835178034,-0.0308911702239252,0.111072300179293,0.0293285389378074,-0.0821871469896931,-0.11230863028262,-0.0771705531306073,0.0760261835114973,-0.0464043736199532,0.023311681976487,-0.00218109450067208,0.0225912002520754
"R12319",0.0660518349526917,-0.0270320203125807,-0.0941781281895676,-0.0386621131775878,-0.0213380869703276,-0.0994668818627941,0.0123864151973343,-0.106510887487385,-0.0458003457782573,0.156741740791788,-0.0753132394171576,0.0124233995043821,0.00435953532466669,-0.0207953027535223,0.0135554089424682,0.0142548550616179,-0.0949856076157972,-0.165743650663008,-0.0666321571902917,-0.0373901616683737,0.0792446620028041,0.00064306827255256,-0.0820732340058058
"R12321",0.105583256458659,0.0791484795057659,-0.144222414924561,-0.207928415678547,0.0311940590507114,-0.065765247795199,0.249973569182874,0.173137667652057,-0.131894221260536,0.0763375257409415,0.25467987983277,-0.300462917709931,-0.141320633404879,0.211588626690212,-0.26225442401352,-0.262986846166406,-0.202586623586333,0.152779769884041,-0.245297091629521,0.0480185259371592,-0.173567433044349,-0.0373367657494029,0.00197536652004635
"R12322",-0.0293892320857044,-0.0131426104913466,-0.0326819305169579,0.033157972913464,0.0296266658114985,-0.0513923446826119,0.0625434623161769,0.0637139270432036,-0.0227694406242141,-0.0446087193302385,0.0953104782913108,-0.0769130257344695,-0.0476951907825764,0.00848193590629866,-0.137311312221905,0.07398211997852,-0.0656041275129916,0.0257270511238123,-0.0325792142448111,-0.0821007575260396,-0.140287716591102,-0.0792188621835663,-0.0427515771846374
"R12325",-0.00441816559240929,-0.00261668021895328,0.0419479370437804,-0.0509494914859836,0.0442581833802987,0.0311568943542377,0.0972141532122136,0.0795924496365756,0.00172807956570296,-0.0722691948872241,0.0991710976269044,-0.0566535624500936,0.0216072746728412,0.0100794332725055,-0.0839529891322214,-0.0841525678931854,-0.00127223763194905,0.0470074561854082,0.0179539080970609,0.0235058535986507,-0.131636393710725,-0.0559929843840928,0.0881198347434597
"R12326",-0.104337166572634,0.222063948720401,-0.00215679735706139,-0.177416375781959,-0.104674212596205,0.096254004496682,-0.142827187579429,-0.111055204721929,-0.0924955481016939,-0.137507329636271,0.134520862749504,-0.0512018864120968,-0.0769790586775288,0.265834258032885,0.0723244953856281,0.00648664194385959,0.242220376243889,0.185808132113579,0.0559493476786288,0.0713079527819731,0.0346194397020545,0.0129244099461129,-0.0170382210413986
"R12327",-0.0319623868314178,0.138468912241124,-0.128272035571309,0.00777068976966392,0.0164916208658899,0.0214336382565878,-0.0222146455248855,0.0642853657294295,-0.0778210278721608,0.0033391622338548,0.0655695968476969,-0.12275202503962,-0.0519225786374918,0.189146139787217,0.0582557193886249,-0.0256120088936786,0.0828407716521049,-0.00400037608454452,0.0657826663594121,0.0162944058488237,0.106219657351467,0.15096198253063,0.172296304167209
"R12329",-0.0896126897752102,0.106251374261359,-0.0213138095922169,-0.0177362463630247,0.00184851960256438,0.0117570073147129,0.00836492322048265,0.030895932781849,-0.0687965214701723,-0.0548386838375951,0.0262081681447224,-0.0883566543377346,-0.00849445631124248,-0.0184760652896453,-0.034954253161966,0.0726502295038468,0.0800667367897337,0.0896921930061489,0.101891121404379,-0.0448944406508618,-0.0575767368368474,-0.0368318202748489,0.0238533685504303
"R12330",-0.00859581477281406,-0.155846913864612,-0.0685268765813862,-0.0608304786244456,0.0634285521098409,-0.0857949457762326,0.0547933023153554,0.123463601478662,0.127249844783526,0.103934144294953,0.0609160315340559,0.0149787777829414,0.0538874270858467,-0.0240974346066898,0.063182075706764,0.100450588656144,-0.0794483593011046,0.0835721529035237,0.134019219187812,0.137799895305147,0.162300133054482,0.0972706924784112,0.0594874355258864
"R12331",0.087696150829484,0.0107322026001289,-0.0789885425650458,-0.0510396601923799,0.00254053200919374,-0.0890782201261727,0.022551573370549,0.0299104687604253,-0.0254582477064109,0.0424124159592899,0.0154117132924219,-0.0619532250197504,-0.0229316861908505,0.00817331795749456,-0.0876009095578861,0.0456677905986021,-0.0102464142659557,0.0535609804390411,0.127018065487347,0.0621122479310827,-0.0544168729818848,0.0432818973546987,-0.0733819959661028
"R12332",-0.0214349068451853,0.0653951000587627,-0.0397216372669342,-0.0176779120153725,-0.0281772414494735,-0.0557553383796154,-0.0542444518865053,-0.0560786859261971,-0.0682744687397522,0.0380651437531176,0.0188850021008372,-0.0121487878176646,0.0358600646256359,-0.0553338890929431,-0.0603043228544752,0.0335571894949332,-0.0475406292717623,-0.0810175768002291,-0.0231188746960118,0.0335911543412688,-0.0218665804838384,0.0167143623288168,-0.103270544398994
"R12333",-0.0895563998070982,-0.0836501228725457,0.120560133293783,-0.125742271501684,0.0466182132951693,0.105042164627944,-0.0419621495581643,0.00416695673096985,0.0471342101859027,-0.0126552679692644,-0.0419778758890799,0.112314272509053,0.0035204703195995,0.0872574427014306,0.115396659508271,-0.0697139659562619,0.0981164531975458,0.0579208234401366,-0.0430044418791365,0.0497589393548782,0.0751013551611113,0.0195989161992302,0.0546984887385382
"R12334",0.055202351442561,-0.282557824826933,0.118551742408928,-0.00406434401178664,0.154378274776995,0.0901727160873088,0.105017994889619,0.153597214916658,0.123966566338929,0.0983606631461553,0.0792482154332696,0.0520681995484453,0.118147014857173,-0.0507953574308567,0.0980701235146157,-0.0427405838199142,0.071642988000766,0.0613999135213285,0.049052559535673,0.103268179635675,0.104072815741954,0.00413857745788725,0.146683326522182
