feature_id	partial_r2	delta_partial	region	feature_type
ENSG00000125804.13	0.997800467775141	0.997800467775141	Caudate	Gene
ENSG00000281128.1	0.993239178726712	0.993239178726712	Caudate	Gene
ENSG00000205212.3	0.985296390616585	0.985296390616585	Caudate	Gene
ENSG00000206190.11	0.957224622160903	0.957224622160903	Caudate	Gene
ENSG00000132429.9	0.952608095113635	0.952608095113635	Caudate	Gene
ENSG00000013573.16	0.948064187367184	0.948064187367184	Caudate	Gene
ENSG00000184227.7	0.939667177846179	0.939667177846179	Caudate	Gene
ENSG00000140519.12	0.916509318300134	0.916509318300134	Caudate	Gene
ENSG00000229089.6	0.772237526644232	0.772237526644232	Caudate	Gene
ENSG00000128253.13	0.736691893221924	0.736691893221924	Caudate	Gene
ENSG00000244731.7	0.726838158896109	0.726838158896109	Caudate	Gene
ENSG00000137726.16	0.713714275812817	0.713714275812817	Caudate	Gene
ENSG00000197165.10	0.697371281941757	0.697371281941757	Caudate	Gene
ENSG00000224957.5	0.682303685146703	0.682303685146703	Caudate	Gene
ENSG00000157873.17	0.597037126696938	0.597037126696938	Caudate	Gene
ENSG00000182348.6	0.596254983686333	0.596254983686333	Caudate	Gene
ENSG00000247516.5	0.566293364027529	0.566293364027529	Caudate	Gene
ENSG00000187498.14	0.551054863017085	0.551054863017085	Caudate	Gene
ENSG00000262454.2	0.515594074402439	0.515594074402439	Caudate	Gene
ENSG00000078269.13	0.511473045101482	0.511473045101482	Caudate	Gene
ENSG00000146648.16	0.503571663585801	0.503571663585801	Caudate	Gene
ENSG00000173821.19	0.487350587086157	0.487350587086157	Caudate	Gene
ENSG00000170160.17	0.483971547691555	0.483971547691555	Caudate	Gene
ENSG00000163132.6	0.456594731789001	0.456594731789001	Caudate	Gene
ENSG00000179361.17	0.450514990066426	0.450514990066426	Caudate	Gene
ENSG00000175497.16	0.406225585628202	0.406225585628202	Caudate	Gene
ENSG00000117115.12	0.387102720395473	0.387102720395473	Caudate	Gene
ENSG00000134020.7	0.375915677688124	0.375915677688124	Caudate	Gene
ENSG00000251209.7	0.373272437569314	0.373272437569314	Caudate	Gene
ENSG00000213977.7	0.372090759141913	0.372090759141913	Caudate	Gene
ENSG00000105146.12	0.365007964566982	0.365007964566982	Caudate	Gene
ENSG00000108684.14	0.352911080265837	0.352911080265837	Caudate	Gene
ENSG00000159176.13	0.339342315679486	0.339342315679486	Caudate	Gene
ENSG00000245248.7	0.334342855149511	0.334342855149511	Caudate	Gene
ENSG00000064545.14	0.33433245217008	0.33433245217008	Caudate	Gene
ENSG00000105497.7	0.32969981472959	0.32969981472959	Caudate	Gene
ENSG00000133116.7	0.326138668294265	0.326138668294265	Caudate	Gene
ENSG00000233672.6	0.323319168953368	0.323319168953368	Caudate	Gene
ENSG00000187122.16	0.320160554042054	0.320160554042054	Caudate	Gene
ENSG00000162496.8	0.308441414274196	0.308441414274196	Caudate	Gene
ENSG00000123643.12	0.307198864074226	0.307198864074226	Caudate	Gene
ENSG00000104728.15	0.293692769203141	0.293692769203141	Caudate	Gene
ENSG00000247572.7	0.284722180521873	0.284722180521873	Caudate	Gene
ENSG00000168314.17	0.279328716254518	0.279328716254518	Caudate	Gene
ENSG00000171502.14	0.266158861342392	0.266158861342392	Caudate	Gene
ENSG00000154227.13	0.256224797356753	0.256224797356753	Caudate	Gene
ENSG00000164440.14	0.246443381392051	0.246443381392051	Caudate	Gene
ENSG00000116830.11	0.239520128802498	0.239520128802498	Caudate	Gene
ENSG00000163827.12	0.220289551812275	0.220289551812275	Caudate	Gene
ENSG00000185532.15	0.216118247389781	0.216118247389781	Caudate	Gene
ENSG00000144119.3	0.213173196626584	0.213173196626584	Caudate	Gene
ENSG00000196460.12	0.206504146046435	0.206504146046435	Caudate	Gene
ENSG00000096060.14	0.205918403837933	0.205918403837933	Caudate	Gene
ENSG00000140057.8	0.199636379130827	0.199636379130827	Caudate	Gene
ENSG00000122674.11	0.197345048773485	0.197345048773485	Caudate	Gene
ENSG00000160766.14	0.185738184997214	0.185738184997214	Caudate	Gene
ENSG00000100197.20	0.169470938318106	0.169470938318106	Caudate	Gene
ENSG00000037280.15	0.16636810772185	0.16636810772185	Caudate	Gene
ENSG00000120875.8	0.154329528087678	0.154329528087678	Caudate	Gene
ENSG00000268658.5	0.152939139922392	0.152939139922392	Caudate	Gene
ENSG00000145685.13	0.140696549114847	0.140696549114847	Caudate	Gene
ENSG00000144857.14	0.140517367263742	0.140517367263742	Caudate	Gene
ENSG00000135973.2	0.134913733086297	0.134913733086297	Caudate	Gene
ENSG00000178878.12	0.131605390353886	0.131605390353886	Caudate	Gene
ENSG00000141012.12	0.122889613364313	0.122889613364313	Caudate	Gene
ENSG00000076706.15	0.121883471802071	0.121883471802071	Caudate	Gene
ENSG00000183091.19	0.11830264663281	0.11830264663281	Caudate	Gene
ENSG00000115267.5	0.11752558486034	0.11752558486034	Caudate	Gene
ENSG00000102468.10	0.117344411008249	0.117344411008249	Caudate	Gene
ENSG00000188157.13	0.115108401257676	0.115108401257676	Caudate	Gene
ENSG00000124251.10	0.110379407824664	0.110379407824664	Caudate	Gene
ENSG00000261008.6	0.10727848173209	0.10727848173209	Caudate	Gene
ENSG00000140961.12	0.105148878257358	0.105148878257358	Caudate	Gene
ENSG00000172954.13	0.103010531799343	0.103010531799343	Caudate	Gene
ENSG00000244026.6	0.0996232398668448	0.0996232398668448	Caudate	Gene
ENSG00000155090.14	0.0986631889138538	0.0986631889138538	Caudate	Gene
ENSG00000253540.5	0.0983873919787767	0.0983873919787767	Caudate	Gene
ENSG00000151062.14	0.0917876874569189	0.0917876874569189	Caudate	Gene
ENSG00000228672.3	0.0903729313597157	0.0903729313597157	Caudate	Gene
ENSG00000185518.11	0.0898944118653048	0.0898944118653048	Caudate	Gene
ENSG00000145476.15	0.0898126672341162	0.0898126672341162	Caudate	Gene
ENSG00000215190.9	0.0896577708573336	0.0896577708573336	Caudate	Gene
ENSG00000101198.14	0.0881103757259695	0.0881103757259695	Caudate	Gene
ENSG00000163071.10	0.0854782689767038	0.0854782689767038	Caudate	Gene
ENSG00000166473.17	0.0840807421402877	0.0840807421402877	Caudate	Gene
ENSG00000130612.14	0.0839096031286535	0.0839096031286535	Caudate	Gene
ENSG00000198785.4	0.0810122673762574	0.0810122673762574	Caudate	Gene
ENSG00000171962.17	0.0802624797129833	0.0802624797129833	Caudate	Gene
ENSG00000145920.14	0.077476303664252	0.077476303664252	Caudate	Gene
ENSG00000172568.4	0.0746618803095292	0.0746618803095292	Caudate	Gene
ENSG00000160712.12	0.074567409880613	0.074567409880613	Caudate	Gene
ENSG00000127578.6	0.0725655247124742	0.0725655247124742	Caudate	Gene
ENSG00000184925.11	0.0716464721455765	0.0716464721455765	Caudate	Gene
ENSG00000170703.15	0.0677887266603118	0.0677887266603118	Caudate	Gene
ENSG00000234899.9	0.0670205515995643	0.0670205515995643	Caudate	Gene
ENSG00000154678.16	0.0640013475966094	0.0640013475966094	Caudate	Gene
ENSG00000164674.15	0.0637253087614214	0.0637253087614214	Caudate	Gene
ENSG00000106399.11	0.0571007805186612	0.0571007805186612	Caudate	Gene
ENSG00000110811.19	0.0523730211934578	0.0523730211934578	Caudate	Gene
ENSG00000149131.15	0.0509664298618698	0.0509664298618698	Caudate	Gene
ENSG00000186732.13	0.0456635760583156	0.0456635760583156	Caudate	Gene
ENSG00000110013.12	0.0438889136855678	0.0438889136855678	Caudate	Gene
ENSG00000261963.2	0.0428641765331395	0.0428641765331395	Caudate	Gene
ENSG00000133275.15	0.0426051316601909	0.0426051316601909	Caudate	Gene
ENSG00000231889.7	0.040184141122315	0.040184141122315	Caudate	Gene
ENSG00000182175.13	0.0386658970380766	0.0386658970380766	Caudate	Gene
ENSG00000183666.16	0.0345543964489454	0.0345543964489454	Caudate	Gene
ENSG00000145506.13	0.029739414502861	0.029739414502861	Caudate	Gene
ENSG00000144199.11	0.0239007777949033	0.0239007777949033	Caudate	Gene
ENSG00000168389.17	0.0227591767420082	0.0227591767420082	Caudate	Gene
ENSG00000186792.16	0.0164057243717386	0.0164057243717386	Caudate	Gene
ENSG00000182463.15	0.0161070560245897	0.0161070560245897	Caudate	Gene
ENSG00000181350.11	0.0150078084386716	0.0150078084386716	Caudate	Gene
ENSG00000051523.10	0.0142724012036374	0.0142724012036374	Caudate	Gene
ENSG00000197177.15	0.0133202701624839	0.0133202701624839	Caudate	Gene
ENSG00000188933.14	0.0123700236944437	0.0123700236944437	Caudate	Gene
ENSG00000136305.11	0.0120640235033182	0.0120640235033182	Caudate	Gene
