Modules	Pvalue	FDR	Tissue
MEblack	0.929295979022547	0.959139474802714	Caudate
MEblue	0.823025260982958	0.932761962447353	Caudate
MEbrown	0.822677116296264	0.932761962447353	Caudate
MEcyan	0.458146034679447	0.750665677990687	Caudate
MEgreen	0.107417280007815	0.4451939563568	Caudate
MEgreenyellow	0.313421647193098	0.614545282599628	Caudate
MEgrey	3.56262124805393e-05	0.000302822806084584	Caudate
MElightcyan	4.82625730555948e-10	8.20463741945111e-09	Caudate
MEmagenta	0.325347502552744	0.614545282599628	Caudate
MEmidnightblue	0.00287731280861049	0.0163047725821261	Caudate
MEpink	0.522843981345609	0.750665677990687	Caudate
MEpurple	0.238132535895876	0.578321872889985	Caudate
MEred	0.130939398928471	0.4451939563568	Caudate
MEsalmon	0.229275300544321	0.578321872889985	Caudate
MEtan	0.959139474802714	0.959139474802714	Caudate
MEturquoise	0.529881655052249	0.750665677990687	Caudate
MEyellow	0.806968611222781	0.932761962447353	Caudate
