"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow"
"R12258",0.0669952408352931,0.0866777954375955,-0.13382156340415,0.0521813340156983,-0.000165525005218546,0.0346191255742272,0.0773531623450703,0.0378793181987983,0.0722582622746346,-0.112826584689383,0.00798704878287808,-0.0272167917498991,-0.109337187488791,0.0554746803708313,-0.0807510219388183,0.0169565939806552,-0.0327936658984066,0.0109341002810591,-0.0604759529919954,-0.0195022341601392,0.054625269616004,0.0855055286904685,-0.109029531648298,0.0957886477394084,-0.0320272593906078,-0.0617854112921345,0.00625465359840454,0.0228497256122513,-0.0604226552709369,-0.00290365199051438,0.05425058743739,-0.018890409297234,0.0983429869364959
"R12259",-0.113751477883298,0.1743281685825,-0.00232706014895678,0.0978920769891819,0.0790882741038126,0.030439595056025,-0.058959517846357,-0.0567208858325877,0.0298533140383658,-0.181945750301332,-0.0981503024666115,0.149950312981452,-0.079349022231172,0.117838268556321,-0.117102166139227,0.0749609216508339,0.144716106031101,0.0679507862240184,-0.0693771522086287,0.165153419952787,0.14351113941547,0.110735046858398,0.00658112881855455,-0.00832028693802855,0.123630294832533,-0.0764000064644226,0.00848379191361182,-0.0351588450340818,-0.0500085575887078,-0.0113193688160539,-0.0632587611902699,-0.158613563663909,0.140984026272688
"R12260",-0.023037353187459,-0.0712641603368955,0.0256510159705408,0.0364713892107204,0.0861695021732914,-0.0603002219262645,-0.0331125670589773,0.10473619488141,0.0329469598788684,0.0133214334980164,0.0189867245223522,0.00944703464520297,0.00956555750140423,0.0321165935384347,0.0361119961112219,0.055502789375566,0.0400570588561163,-0.0459534348741533,-0.044904254387631,0.0702921854151409,-0.117613360662396,-0.088209087848182,0.064975286191731,-0.0685540928821754,-0.017006594508583,0.132283361107397,-0.0600578385396481,-0.0307918884975108,0.0518181166033453,-0.00797239779408188,0.0198342231575414,0.07810568988167,-0.0202474155344034
"R12263",0.0677561327676427,-0.0629041294814283,-0.049412550195194,-0.0475715609908727,-0.0248315555241669,0.0242412938451867,0.0472711174302255,0.0177729419306533,-0.0112759333876584,-0.0908021026971447,0.0504718356099297,-0.0541386485689225,0.028553540173923,0.0485664927773051,0.0498318931679246,-0.00655600567385903,-0.0616323610487568,-0.0961064676448162,-0.0611896789871939,0.07033228807581,-0.0508179591277121,-0.0199744358539866,-0.0479674376796087,0.0307097704882348,0.019960970695889,0.0150479776456794,-0.0897710094616159,-0.0622773220117099,0.00311729973350739,0.0984217634573135,0.0126067861944417,0.0602458860423227,-0.0175168411416935
"R12264",0.0014854210494374,0.0113067331304244,0.0380953037742425,-0.0306041744542188,-0.0364237059166684,-0.0402583679614011,-0.0377715406820753,0.00677846824629985,-0.0161808297914765,-0.0115433899430322,-0.0311468663815569,0.0501801982884942,-0.0102550314258923,-0.00434421952948901,0.00953277814381009,0.0835572132698431,-0.0166209810290154,0.0282227683443706,-0.0730153335878448,-0.0471664963972313,0.0107348993656932,0.00292550759524464,0.0277384488648755,-0.0404726656856556,0.0444780505685394,0.015743506998507,0.0337787760324958,-0.0634692205957445,0.00633805927042626,-0.0693593467212142,-0.019552850628498,-0.0298194730083744,0.00300756317801942
"R12265",-0.00804249959030532,0.024342975011016,0.0456528067194322,0.0174767244842213,0.0363119597423477,-0.051290161128832,0.00207631629650551,0.0358963771999986,0.0289939094004389,-0.080128344223151,0.0029062274529967,0.0527011997895238,0.0231485548711841,0.0541215640577129,0.0298055133684932,-0.0132909701887589,-0.00142754154414601,-0.0195666877392076,-0.0794490404939652,0.0443111155236743,-0.0229849756831888,0.0375130927457737,0.0435658632268775,-0.0278042533382513,-0.0383086114662618,0.036220679972585,-0.00139733234543771,-0.0282447257019607,0.0239645531987396,-0.0359655705683858,0.0377896665328919,0.0124096984796658,0.0298700846760526
"R12266",0.00994538624559062,0.0218640964694196,-0.0235684420211682,0.00471364562534076,-0.0853621194647994,-0.0494572828551981,0.0287649690340035,0.00203307041325545,-0.00908069779345958,-0.0250358063766473,0.0284345316392605,-0.00926644088325485,-0.0451563620180035,0.0638833009004301,-0.0175086116777974,0.0888080961119927,-0.0270585950795065,0.0635681590696261,0.0211146488458659,0.0243517937491571,-0.0031678880479064,-0.00895602192165694,0.00751789440474734,-0.00133070027962345,0.0066863949580784,-0.0158716939028559,0.0257409668622175,0.0717614837713965,0.0259746599018624,-0.0951973387893894,-0.0130465367966286,-0.0556869492029659,0.0275762057310271
"R12277",-0.0160974364300282,0.0201297118262003,0.0449595364579349,-0.0450478347366104,-0.0982696261061418,0.0282149232865745,-0.0792659348616965,-0.0971093063106606,-0.0441560049747019,0.107212477451962,-0.111220149574691,0.0509865665366673,-0.0197987444781782,-0.112395976018214,-0.0557900256453894,0.00838679038815988,-0.014280021977678,0.0839857176664066,0.120160405579758,-0.0660025454681131,0.0742844487119814,-0.0193676375537082,-0.0463513042781178,-0.0475971606842262,-0.0141710586292863,-0.116259998559799,0.126919243548448,-0.0232188742940539,-0.0941151865364737,-0.0529734185825841,-0.0749010017933609,-0.0907803697094146,-0.0488616431977132
"R12278",-0.0197456183645818,0.129919190335819,-0.008172003322282,0.056874464990653,-0.112991335753061,-0.00211496957768281,-0.0158886596125358,-0.086060200595422,0.0012132846058096,0.122999471585616,-0.0545502861493831,0.0499261159644027,-0.0878234060918536,-0.0305952789978212,-0.104373929231768,0.0239348462088637,0.0286630738487537,0.112907702251527,0.136559380963577,-0.00116676545970938,0.115096497443286,0.0759933157973483,-0.0396092822447424,-0.0123048354895887,0.0353665857247821,-0.108351950050512,0.185752818526632,0.136867462120584,-0.062709587762619,-0.0777454354907721,-0.0518635127078461,-0.164644979896482,0.0699348267544868
"R12279",-0.0245886766696947,0.0478063257536372,-0.0584664481488488,0.109959278147411,0.0221279813864354,-0.0767175249739873,-0.0072974569308054,0.0845205990651505,0.0742032144707023,0.0893369676235513,0.0289554528206287,-0.0220989919983765,-0.062891878569547,0.0528012932628202,-0.0121305099515702,0.0606225659061253,0.118560645179213,0.115975955777957,0.0337209485057519,-0.00746629714442436,-0.0867977677659568,-0.00535912230138405,0.0270055657064762,-0.0408102170077859,-0.0722184319394082,0.0551778362521005,0.0673398092296606,0.0513638813432881,0.0365646442259546,0.00971856796694301,0.0265680413770455,0.00554391321407781,0.0373493535251302
"R12280",-0.0764149949322182,0.0152968383966506,-0.000660688392942908,0.0661678663908928,0.0510533906928724,-0.136936092831261,-0.0120533531189124,0.0588124056001014,-0.035020284455406,0.00329408120187876,0.0394087919317068,0.0486762316718459,-0.0336323418319381,0.0644145184359048,0.00375126983030639,-0.018629273984183,0.0813348140681562,0.0928219938630515,-0.0683804093339061,-0.0661294860173545,-0.104669283196908,-0.0904744683531658,0.0661428574090634,-0.0897859312335342,0.0254461685135325,0.0679372153095992,0.0647997841689636,0.0194240567714157,0.0535192954124603,-0.0783430649411067,-0.077361288694663,0.00376334303265862,0.0216622085828175
"R12285",0.121699581761236,0.000157015630231971,-0.131575515754572,0.0837281059607538,0.00190328217762147,-0.0785574399752057,0.175243123715965,0.0562833524748093,0.0288874238921648,0.0364150018112398,0.197708629994517,-0.203709360299881,-0.0607688664178054,-0.134283307257196,0.128374984021065,-0.119496199828018,0.0995065183083235,0.0802372980793917,-0.0963824541275669,-0.0908062860899217,-0.123474903780172,-0.0497087697062212,0.0902336788268194,0.0777947141587604,-0.00519106792492474,0.0108363187151834,-0.0686884215121284,-0.0701233045942492,0.162231776865257,0.00104230884569661,-0.0542709548960959,-0.0451943124531998,0.0899976949939274
"R12286",0.00606131977870472,-0.0478071909144153,0.0670234763445776,0.0297984559025982,0.0694392076281581,-0.0985185348864014,-0.0668666211907497,-0.00637203634449123,-0.0747265172563729,0.0880268737693938,0.00318575639074965,0.0111574003142311,0.0401447665619612,0.0369158007295676,0.0290229958624716,0.0613959611170036,0.0853050802178258,0.0108625950812181,-0.0514563317571917,0.0482545825707939,-0.142880743813892,-0.145836904969671,0.0898224977165102,-0.125106724673292,0.0442507414300325,0.0641509308136163,0.040239880837768,0.042186327571373,0.0693812674170312,-0.000718594410499963,-0.0984954914648141,-0.00562246696755113,-0.0764340798564698
"R12287",0.039168034828786,-0.000113846201246809,0.0172307581597033,-0.00588093983589693,0.0947963668993595,0.0281077953618867,-0.118369275160803,-0.0204503272795538,0.0528425807109056,-0.16067922670766,-0.077353983806378,0.0963891229652011,0.012728971830228,0.165833573859138,-0.0157114419385171,0.0498549668107753,0.00270052431054637,-0.0471517006990797,-0.179644667999978,0.0634620771978561,0.0155071477896829,0.0468569841745383,-0.0449471591401006,-0.0132294355413827,0.0236103050223517,-0.00427976468206591,-0.136171229572511,-0.00082266234981912,-0.0791338793259568,0.0876260303792924,0.0695275943513851,0.0319558309260504,-0.0301700917164104
"R12288",0.0131150591228938,-0.235389650549162,0.123355626889634,-0.270012351221838,-0.182397169854815,-0.136053683988736,-0.00332959837284042,0.062183101035561,-0.0987600162625967,0.0527414424342316,0.0933956941709484,-0.0779206365269004,0.0648549037829411,-0.0796585795087714,0.16596266119971,-0.0406758933164072,-0.19617146939494,-0.0761084171464557,-0.0449196018130323,-0.0275075997263836,-0.0961784877399166,-0.135832956043542,0.190117508600926,-0.100761679366609,0.065618643664008,0.1500875085778,0.0120491129287281,-0.118805078411766,0.19570330041668,-0.115499690102566,-0.0750699601199308,0.00365698388574637,-0.135808563873623
"R12290",-0.0306168718850567,0.0330528498958034,0.0485519507267243,0.0115692177891164,-0.0172916765465706,-0.0642469484387174,-0.0443466371749474,-0.040368166753476,-0.040062338420424,0.0868647712805761,0.00101243996062267,0.0350258036005819,0.0261623892001258,-0.0567041473689198,0.065269657603536,-0.0362857100042836,0.042608038813559,0.0510426403336487,0.0632196832162308,0.00468047364886906,-0.035311949708132,-0.033186087803861,0.0814724025529277,-0.0645986951474644,0.0571304129029427,0.00897401190632327,0.058734813517186,0.0114729856693211,0.0522570490824795,-0.000291133513367711,-0.0332753303811462,-0.0410824117166744,-0.011816085302448
"R12291",-0.0231919387986502,-0.0899023764853366,0.0992245869669404,-0.0421760048201821,0.0696250219734485,-0.0853705977743616,-0.00232977863630625,-0.015346081443649,-0.101154704169458,0.0917053776425478,0.0673694913891723,-0.0246108012803622,0.0785623049757935,-0.0413154198111657,0.12593271137488,-0.0222470360610113,0.0231586812350773,-0.0623606812203272,-0.0136102013784999,-0.0566658240886586,-0.0837905867569059,-0.13120460303993,0.145137794773947,-0.0963809151147215,0.0397600176520156,0.0758967458831163,-0.0233109752993431,0.00601887572603139,0.141732733151506,-0.0856078946056838,-0.111035160464363,-0.0290782888281238,-0.0940114507511929
"R12295",-0.000392266966958453,0.0696644820929309,-0.0327042663273401,0.0523793304753458,0.0447806991314118,-0.0660159550275318,-0.0111966992153541,-0.00313102528615459,-0.00746833396773498,0.0214918837796748,-0.00697024531887711,0.0152116137492647,-0.0581722498714659,-0.031396466407626,-0.0419007955193879,0.0385853784477801,0.0301764401123102,0.00102938437287043,-0.037172912874007,0.027980223034566,-0.00769032619395739,-0.00981168016933798,-0.0291374424069687,-0.058294495403384,0.000896614206417586,-0.00521147898496048,0.0184170989423778,-0.0585582772074502,-0.0117208292937901,-0.0363286647574205,-0.0878346081709659,-0.0572386200263067,0.0439762808190282
"R12298",0.129215972102903,-0.052136932660551,0.0121129184737898,0.0177043214746278,-0.0170385737098833,-0.0344253580257162,-0.0589353198080502,0.0720191479937026,0.0499558777098872,0.0322177871175664,0.00148197494034007,0.00567276709832495,0.0764882217077863,0.0834430437336656,0.0928583063297376,0.0784362057724755,0.0332971845437564,0.0440054791809214,-0.00430168461771334,0.05364871064398,-0.0945368207516091,-0.0102362257907363,0.00734729921997068,-0.0570319285262575,0.0608002849481901,0.0840102989078771,0.0490914993188483,0.0280280293675879,-0.0126139281321508,0.124433978725637,0.0599120833710874,0.120001505391493,-0.0456259756268705
"R12299",-0.0623472980915107,0.0655856763386408,-0.0299736622778177,0.0517463339799326,0.00564020456553392,-0.0641436626173031,0.0289100875300096,0.0417616200235838,0.0240560416414329,0.0582263283433192,0.0612264309188745,-0.00426043836544096,-0.0776704811914732,-0.00258352534710473,-0.0332978187238861,-0.0304823074417748,0.0363398250051196,0.108511127161983,0.120635283876849,0.0665268689762747,0.0017185487764889,0.0288830600647504,0.0301280856476204,0.00111558680707514,-0.00669665348240693,0.0386274028749176,0.0965123414642714,0.137163714168978,0.0518831163181691,-0.127783837718201,-0.00439440995902391,-0.0184883438976678,0.0711682356414901
"R12300",0.0437394246576677,-0.064617554047985,0.0651526839597598,0.0258160734328072,0.0945184466546623,-0.0469385463355726,-0.09250567651427,0.0556167333427818,0.0397987522859511,-0.0057591990919035,-0.0662139747127273,0.0767020816099528,0.064838769928729,0.00445793294372007,0.0283712632106123,-0.00613199615879583,0.0386695337806095,-0.062758634294529,0.00255311957276234,0.052515470790458,-0.0778389423793754,-0.0365363647899248,0.00395615003034636,-0.0814607485848179,-0.0931672705237776,0.0723672245397402,-0.0752142760324174,-0.0332901007758404,-0.0245021684327437,0.0643180884592456,0.0413588246414616,0.0675269233568156,-0.0416171424490633
