"","id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"1","GO:0002376","immune system process",0.198746375959822,80,1.51895495449869,4.2272816360045e-05,0.0251249360540244,136112,85,2464,1.48037120958667,0.000110955885269992,0.0314292542407216
"2","GO:0098542","defense response to other organism",0.0649076563402916,35,2.03482114660989,5.65868752225862e-05,0.0251249360540244,107428,38,1054,1.54716058819086,0.00511964120232222,0.122534321249423
"3","GO:0006955","immune response",0.113199883958706,52,1.73345067355299,5.7847128290156e-05,0.0251249360540244,108542,57,1579,1.54912025961352,0.000604473885019052,0.0605868824753712
"7","GO:0045087","innate immune response",0.050347372417085,27,2.02367646138085,0.000456523299973033,0.148712464966215,101601,29,809,1.53830299065258,0.0146250233887247,0.1545563092888
"9","GO:0050691","regulation of defense response to virus by host",0.00268356793501373,5,7.03090996211555,0.000819429909301062,0.213543434363857,176664,6,41,6.28000228480037,0.000348287658291424,0.0412562562503387
"15","GO:0042558","pteridine-containing compound metabolic process",0.00300226188053136,5,6.28456986069534,0.00134182330445998,0.272926811257413,32255,5,33,6.50202256759634,0.00092990086477196,0.0712741662822273
"17","GO:0044419","biological process involved in interspecies interaction between organisms",0.108741601885104,45,1.56160400261659,0.00176816636976995,0.272926811257413,123549,48,1532,1.34454357011392,0.0216977979680195,0.169294794924128
"18","GO:0042742","defense response to bacterium",0.0168578467903919,12,2.68616860925166,0.00204981249645231,0.272926811257413,118892,12,300,1.71653395784543,0.0493673623450288,0.20961901199717
"19","GO:0051707","response to other organism",0.0951732036718233,40,1.58598629028922,0.00247953866525896,0.272926811257413,124179,44,1362,1.38633432718794,0.0172703659156803,0.162111561485162
"20","GO:0043207","response to external biotic stimulus",0.0952481070815256,40,1.58473906570362,0.00251418488580701,0.272926811257413,124179,44,1364,1.38430157890761,0.0176668010214067,0.162111561485162
"21","GO:0002684","positive regulation of immune system process",0.0742644371067063,33,1.67682280696297,0.00259097352702298,0.272926811257413,148054,32,846,1.62319996013753,0.00500906544018664,0.122534321249423
"24","GO:0042102","positive regulation of T cell proliferation",0.0108903956095889,9,3.11855192120292,0.00278027824630567,0.272926811257413,161831,8,99,3.46774536938471,0.00219651815493527,0.104655228458553
"26","GO:0051607","defense response to virus",0.0176129515972592,12,2.57100683084663,0.00291579267255115,0.272926811257413,138705,14,293,2.0504671851396,0.00911591505907017,0.136529164620327
"27","GO:0140546","defense response to symbiont",0.0176255632040018,12,2.56916720015184,0.00293244463361764,0.272926811257413,138705,14,294,2.04349280695885,0.00937542289814886,0.137548168892077
"34","GO:0098754","detoxification",0.00748305234530568,7,3.52998925046857,0.00415943434774446,0.339709582952291,118607,8,132,2.60080902703854,0.0122304868430132,0.153233888042752
"35","GO:0050688","regulation of defense response to virus",0.00395627503917026,5,4.76911345684879,0.00435461251413383,0.339709582952291,176664,6,70,3.67828705252593,0.00577146746713719,0.122851714334582
"36","GO:0098869","cellular oxidant detoxification",0.00577023093115936,6,3.9238480580903,0.00473075188690975,0.339709582952291,134316,7,92,3.26514611546686,0.00569091713231695,0.122851714334582
"38","GO:0009607","response to biotic stimulus",0.0989641045642283,40,1.52523378947416,0.00485228772327473,0.339709582952291,124179,44,1400,1.34870525259284,0.0261535229437904,0.174432630474355
"39","GO:0009056","catabolic process",0.187243947731392,67,1.35027162021781,0.00504214305641826,0.339709582952291,156785,73,2435,1.28651929078765,0.0135053665844509,0.1545563092888
"40","GO:0070918","small regulatory ncRNA processing",0.00588994432797362,6,3.8440956608756,0.00521426834922933,0.339709582952291,347754,5,57,3.7643288549242,0.0104104154615128,0.144306078152672
"41","GO:0006952","defense response",0.115616334855772,45,1.46874852041064,0.00556169613159097,0.345090002831573,111588,48,1615,1.27544318849196,0.0478040703702174,0.208277338703018
"45","GO:0044248","cellular catabolic process",0.155238477563607,57,1.38557362194247,0.00603488821673559,0.352091465224428,130134,62,2015,1.32041073680418,0.0136933806456467,0.1545563092888
"46","GO:0000209","protein polyubiquitination",0.0219846510469526,13,2.23140243021437,0.00640241365840166,0.352091465224428,171307,12,236,2.1820346921764,0.00960620366015275,0.137548168892077
"47","GO:0002285","lymphocyte activation involved in immune response",0.0171384251095252,11,2.42200982278086,0.00660801075235173,0.352091465224428,268263,11,200,2.36023419203747,0.0074017151465724,0.125016385098945
"49","GO:0002520","immune system development",0.0981259631274771,39,1.49980501215121,0.00710037795751706,0.352091465224428,206284,38,987,1.65218567371141,0.00169536757210609,0.0883625578581693
"51","GO:0098586","cellular response to virus",0.00633406683747126,6,3.57456118082287,0.00732770386366388,0.352091465224428,101575,6,103,2.49980673472636,0.0334196048801849,0.188509719302515
"52","GO:0006368","transcription elongation by RNA polymerase II promoter",0.00633561272252764,6,3.57368899040427,0.00733599418039599,0.352091465224428,160095,5,107,2.00529667972597,0.104970975163383,0.282921322313668
"54","GO:0042098","T cell proliferation",0.0199332100597208,12,2.27173740367229,0.00756604837013353,0.352091465224428,146699,11,201,2.34849173337062,0.00767185790029057,0.125016385098945
"60","GO:1990748","cellular detoxification",0.00657974791706247,6,3.4410907103673,0.00873228974633267,0.362471455114331,134316,7,107,2.80741535161636,0.0126188475138856,0.1545563092888
"63","GO:0002709","regulation of T cell mediated immunity",0.00667988215902154,6,3.3895073138953,0.00935664667666902,0.362471455114331,136067,7,84,3.57611241217799,0.00344519276938493,0.118309863187417
"68","GO:0050776","regulation of immune response",0.0628773411185687,27,1.62040554896717,0.00968775452971304,0.362471455114331,125896,27,797,1.45377719139983,0.0337614319056039,0.189087923440868
"69","GO:0044282","small molecule catabolic process",0.0284670063914696,15,1.98839922984904,0.00970216486872477,0.362471455114331,235156,15,373,1.72573789327624,0.0292273824626901,0.181764515715224
"70","GO:0016032","viral process",0.0339423912209065,17,1.88999481441111,0.00977763367861395,0.362471455114331,146868,16,402,1.7079939879059,0.0270217137652886,0.174432630474355
"71","GO:0002443","leukocyte mediated immunity",0.0258832225977157,14,2.04109779915534,0.00994600868910278,0.362471455114331,119124,16,372,1.84573543854348,0.0142114168384141,0.1545563092888
"73","GO:0042129","regulation of T cell proliferation",0.0182177746812864,11,2.27851286386274,0.0101226895786641,0.362471455114331,154610,10,173,2.48054040151074,0.00747254433827105,0.125016385098945
"74","GO:0009615","response to virus",0.0259669093627841,14,2.03451970125339,0.010207304436092,0.362471455114331,143058,16,387,1.7741953052666,0.0198360515727538,0.166284920260559
"75","GO:0070936","protein K48-linked ubiquitination",0.00685426604751187,6,3.30327263006974,0.0105190397499682,0.362471455114331,68959,5,66,3.25101128379817,0.0187699900460081,0.164127080113871
"77","GO:0002252","immune effector process",0.0456792022533053,21,1.73482195637806,0.0108201284373177,0.362471455114331,137396,24,600,1.71653395784543,0.00744860787613821,0.125016385098945
"78","GO:0002366","leukocyte activation involved in immune response",0.023526661413734,13,2.08514939331543,0.010849107252079,0.362471455114331,229149,14,283,2.12292185599259,0.00682040388083505,0.123278656534896
"79","GO:0050852","T cell receptor signaling pathway",0.0113477834890001,8,2.66031505399677,0.01156797370989,0.376826743599668,84670,6,127,2.02740231241587,0.0768258531806993,0.242228986036806
"83","GO:0001569","branching involved in blood vessel morphogenesis",0.00517163456039725,5,3.64834837186419,0.0128662834011621,0.405324004445647,73453,5,34,6.31078660972586,0.00106961889666701,0.0730445797624275
"89","GO:0002286","T cell activation involved in immune response",0.00939155973359611,7,2.81264189217993,0.0134263940392272,0.405324004445647,224003,7,115,2.61211689237349,0.0181356585835287,0.164127080113871
"92","GO:0002263","cell activation involved in immune response",0.0242638853262364,13,2.02179507172911,0.0136856350255107,0.405324004445647,229149,14,287,2.09333409493346,0.00767560307591375,0.125016385098945
"95","GO:0097237","cellular response to toxic substance",0.00730338102926037,6,3.10014079003286,0.0139783350020454,0.405324004445647,134316,7,114,2.63503019844694,0.0173671254219452,0.162111561485162
"97","GO:0000956","nuclear-transcribed mRNA catabolic process",0.00949578416755839,7,2.78177071777471,0.0141786139350194,0.405324004445647,214709,7,122,2.46224133297501,0.0241946687425552,0.174432630474355
"98","GO:0048534","hematopoietic or lymphoid organ development",0.0930970067557702,36,1.45922045549927,0.0143092127432846,0.405324004445647,195716,35,928,1.61849915206331,0.00355942568045697,0.118309863187417
"100","GO:0008150","biological_process",0.913670987223479,252,1.04079412559241,0.0148660636404756,0.408616356454736,169318,384,16370,1.00664178346464,0.38031840976814,0.553692612209928
"101","GO:0001763","morphogenesis of a branching structure",0.0328119026395482,16,1.84010537742463,0.0150807440703447,0.408616356454736,127187,14,194,3.0968396146696,0.000189917514850202,0.0314292542407216
"103","GO:0002699","positive regulation of immune effector process",0.019381749578229,11,2.14167631228146,0.0153662328981443,0.408616356454736,173519,12,246,2.09333409493346,0.0130285385690645,0.1545563092888
"106","GO:0002521","leukocyte differentiation",0.0594557380532666,25,1.58672023475666,0.0159592987551611,0.408869529242584,190383,24,572,1.80056009564206,0.00418984148119628,0.118776465751395
"110","GO:0002440","production of molecular mediator of immune response",0.0170279463896002,10,2.2161127474333,0.016489171787115,0.408869529242584,109352,10,231,1.85772073359895,0.0448150922820922,0.207813015249719
"113","GO:0030225","macrophage differentiation",0.00556469787600131,5,3.39064670692599,0.0170908287676081,0.408869529242584,270895,5,47,4.56524988788679,0.0046057324247295,0.122474884682093
"114","GO:0032103","positive regulation of response to external stimulus",0.0419631790118983,19,1.70859584273198,0.0172639288922072,0.408869529242584,190434,18,431,1.7922048283769,0.0127711997464133,0.1545563092888
"115","GO:1903037","regulation of leukocyte cell-cell adhesion",0.0390820443545282,18,1.73799834230055,0.0173459063449819,0.408869529242584,140888,18,352,2.19443261656376,0.00161960359515567,0.0879309785203267
"117","GO:0031047","gene silencing by RNA",0.0099489265771433,7,2.65506978414222,0.017801767420576,0.408869529242584,306460,6,118,2.1820346921764,0.0579881164090479,0.220287217728832
"120","GO:0006914","autophagy",0.042124572894652,19,1.70204961809001,0.0178860807113026,0.408869529242584,133272,19,522,1.56198013405475,0.0376395189633617,0.196240635301999
"121","GO:0061919","process utilizing autophagic mechanism",0.042124572894652,19,1.70204961809001,0.0178860807113026,0.408869529242584,133272,19,522,1.56198013405475,0.0376395189633617,0.196240635301999
"122","GO:0051148","negative regulation of muscle cell differentiation",0.00780434030118547,6,2.90114328183806,0.0186947994504402,0.413124159845944,247531,6,56,4.59785881565741,0.00187569195963211,0.0940010239769476
"123","GO:0010467","gene expression",0.440125230229213,134,1.14890113683132,0.0187063126868079,0.413124159845944,178227,144,5519,1.11968150901315,0.0570532562250252,0.21864821429767
"133","GO:0002682","regulation of immune system process",0.121400418527863,44,1.36768668397094,0.0197343046596625,0.414474657096418,153945,44,1362,1.38633432718794,0.0172703659156803,0.162111561485162
"135","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.0228287735822815,12,1.98359402465101,0.0199114067481392,0.414474657096418,145530,14,288,2.08606557377049,0.00790218123630859,0.126757175792864
"136","GO:0032729","positive regulation of interferon-gamma production",0.00792715091009228,6,2.856197603749,0.0199986747849925,0.414474657096418,189231,5,73,2.93927047576273,0.0276870405846189,0.176844185694894
"139","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.0150709415286983,9,2.25349319326015,0.0202875534876155,0.414474657096418,217862,10,175,2.45219136835062,0.00807432508887773,0.126757175792864
"141","GO:0002062","chondrocyte differentiation",0.0229033011325803,12,1.97713939164467,0.0203579263654419,0.414474657096418,320945,12,112,4.59785881565741,1.18519070173573e-05,0.0154430348436165
"144","GO:0050778","positive regulation of immune response",0.0400455788009915,18,1.69618046075551,0.0215038249590416,0.43106898340971,155255,17,502,1.45324090056635,0.0803513782429987,0.245769591198655
"146","GO:0019882","antigen processing and presentation",0.00595360424465019,5,3.16916001685135,0.0220890335443849,0.436091071338386,46393,6,102,2.52431464389034,0.0320768821840678,0.184069985602893
"150","GO:0042110","T cell activation",0.0523295340993187,22,1.58646296691583,0.0230907357622088,0.447373449765173,144066,22,523,1.80515043368067,0.00580973673556529,0.122851714334582
"152","GO:0044270","cellular nitrogen compound catabolic process",0.0346143842985689,16,1.74428520726461,0.0234052873900729,0.447373449765173,147698,18,438,1.76356228545764,0.0148269675066002,0.1545563092888
"155","GO:0002456","T cell mediated immunity",0.00827970376540979,6,2.73457965109234,0.0240820127850733,0.447373449765173,121134,8,104,3.30102684201045,0.00298954001300089,0.118309863187417
"156","GO:0051865","protein autoubiquitination",0.0061027308165821,5,3.09171829716538,0.0242324824444884,0.447373449765173,258847,4,77,2.22926488031874,0.105091266308377,0.282921322313668
"157","GO:1902882","regulation of response to oxidative stress",0.0106306415702847,7,2.48480716473966,0.0244117629022248,0.447373449765173,297532,6,85,3.02917757266841,0.0144174037526507,0.1545563092888
"160","GO:0002063","chondrocyte development",0.00833110326443898,6,2.71770841331505,0.0247205590046757,0.447373449765173,332607,6,32,8.04625292740047,8.37777386755167e-05,0.0314292542407216
"161","GO:0034341","response to interferon-gamma",0.010697492301106,7,2.46927911664788,0.0251395936848842,0.448724528375398,175638,7,136,2.20877531340405,0.0401962669308111,0.199907388591019
"168","GO:0016071","mRNA metabolic process",0.052992760510353,22,1.56660772386653,0.0260945563746726,0.448825481252784,191689,22,664,1.4218278265286,0.0627115832118776,0.232801119444663
"173","GO:0001816","cytokine production",0.0625061727016158,25,1.50928490041865,0.0272790846289297,0.448825481252784,128126,23,715,1.38042940665891,0.0748185296739676,0.242228986036806
"175","GO:1901616","organic hydroxy compound catabolic process",0.00631376535049984,5,2.98837911782835,0.0274878566793197,0.448825481252784,429961,5,72,2.98009367681499,0.026274975481578,0.174432630474355
"176","GO:0032784","regulation of DNA-templated transcription elongation",0.00632668061971417,5,2.98227864853945,0.0276956571988182,0.448825481252784,131149,5,101,2.12442321515524,0.0872136728624145,0.258881674114797
"178","GO:0030097","hemopoiesis",0.0881908657093526,33,1.4120317437091,0.0283704311989261,0.448825481252784,183109,32,887,1.54817042421234,0.00974743387739374,0.138053329807
"179","GO:0006639","acylglycerol metabolic process",0.0110085863404605,7,2.39949922021664,0.0287225321834756,0.448825481252784,196026,6,122,2.11049257112143,0.0659782024346969,0.23486731052723
"183","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.00866743829441254,6,2.61224927883918,0.0291791069534157,0.448825481252784,250309,7,108,2.78142076502732,0.0132320373856289,0.1545563092888
