DEGs,PValue,Rsq
438,2.4675873398933143e-29,0.7640159453208939
434,2.4837415928739784e-29,0.7639810650086353
398,2.5083567423126914e-29,0.7639283399794303
437,2.5174255545083659e-29,0.7639090422091751
447,2.5174686030733646e-29,0.7639089507671126
481,2.549210665113395e-29,0.7638419381585816
448,2.554307709424423e-29,0.7638312535375403
435,2.568662381406483e-29,0.7638012743358672
451,2.5733316391950943e-29,0.7637915580516077
440,2.5771640384703776e-29,0.7637835960586272
412,2.589679518657907e-29,0.7637576749213988
450,2.5989127748009014e-29,0.7637386300545033
413,2.610149660104184e-29,0.7637155414461075
439,2.6156531062303567e-29,0.7637042688485219
400,2.6269874288491555e-29,0.7636811258413578
436,2.638182134927414e-29,0.7636583635170728
401,2.641228022027985e-29,0.7636521866175539
449,2.64596331375784e-29,0.7636425975066774
402,2.6542911665736317e-29,0.7636257739681904
446,2.6606416837526195e-29,0.7636129795872344
432,2.660847880706027e-29,0.7636125646629361
441,2.662597232172296e-29,0.7636090457562976
395,2.6638568163834284e-29,0.7636065134396988
431,2.680308336761974e-29,0.7635735457150307
480,2.682295151282819e-29,0.763569577667479
433,2.7012474234213584e-29,0.7635318701240723
399,2.7019074413200476e-29,0.7635305616133519
482,2.722135803046297e-29,0.7634906088994204
411,2.7510883335016305e-29,0.7634339272634952
397,2.752129981670419e-29,0.7634318988662756
396,2.7527231886253273e-29,0.7634307440521335
394,2.770568451634731e-29,0.7633961173777848
416,2.771951508911044e-29,0.7633934428243037
417,2.7721939784796635e-29,0.7633929740715076
415,2.7809899745143577e-29,0.7633759963065144
414,2.799144114371226e-29,0.7633411210720519
494,2.8027295122235384e-29,0.7633342594499551
452,2.805458609655175e-29,0.7633290423371789
405,2.8101831917528693e-29,0.7633200222479853
393,2.818260301497474e-29,0.7633046358489344
479,2.8269200154039386e-29,0.7632881874298538
410,2.830645652149002e-29,0.7632811260343768
424,2.836361398810327e-29,0.7632703103187692
409,2.8413635406340484e-29,0.7632608623997363
483,2.842102065095509e-29,0.7632594688709331
485,2.846673275164333e-29,0.7632508512788947
484,2.8471761116375373e-29,0.7632499041633335
445,2.861212647515523e-29,0.7632235314755833
426,2.866410716712305e-29,0.7632137971064478
489,2.8778348166770835e-29,0.7631924638073122
403,2.878176012129953e-29,0.7631918279346699
453,2.8822067486226356e-29,0.7631843215800694
429,2.8838633605924846e-29,0.7631812394817067
442,2.89004944145475e-29,0.7631697456601604
381,2.89896934480075e-29,0.7631532146258775
499,2.901759336565752e-29,0.7631480542100941
476,2.9151886757223935e-29,0.7631232827364922
488,2.916952056462606e-29,0.7631200383297757
444,2.917263695847417e-29,0.7631194651504491
493,2.9206883597800817e-29,0.7631131703144726
490,2.929174084825336e-29,0.763097603831932
418,2.9309423628704657e-29,0.7630943655969138
495,2.93783871417355e-29,0.7630817545781262
496,2.937914643453697e-29,0.7630816158910908
430,2.941199416274573e-29,0.7630756195098689
477,2.9461010973648347e-29,0.7630666836096575
380,2.952814900898668e-29,0.7630544677153722
428,2.956620603190086e-29,0.7630475552178502
475,2.9584917778529247e-29,0.763044159693409
425,2.958667195368643e-29,0.7630438414798906
486,2.9667797751421595e-29,0.763029145087452
