"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEpink","MEpurple","MEred","MEroyalblue","MEsalmon","MEtan","MEturquoise","MEyellow"
"R11135",0.166415931524382,0.0700736875933703,-0.019928844104858,-0.00539608965696853,-0.0491823977298663,-0.0831990359131698,0.0813229655299958,0.159980137351235,-0.124599819666949,0.0337986873925456,0.0763115875345704,-0.0801845232130328,0.0111405066846686,0.0400113449349117,0.0669929810094494,-0.0374227553791585,-0.0163568165513528,0.146379063593275,-0.131090653190308,0.122788888194142,0.031552166169172,0.186898632681843,0.180718989829364,-0.154777624665471
"R11137",0.0568569256850634,0.0152501496093935,0.0787240891395847,-0.0716230682840555,0.048560465324258,0.235525786660288,-0.0733918140957444,-0.0805155803932799,0.0209065175682751,-0.204963207389358,-0.0886828833944564,0.0146034446389022,0.212585512714122,-0.138183788811911,-0.0684688725941183,0.137961294295117,0.161708503310585,0.104068308941368,0.0699855313094493,0.187789246347066,-0.114317032821181,-0.125449063224098,-0.0205742583402387,0.00985594165570003
"R11139",-0.0983298783650071,-0.0742090583145038,-0.0954326922574521,-0.0667515660064564,-0.0728418730556071,-0.0641023930401563,-0.0788591536236536,0.0598534241542024,-0.0240134758636022,-0.00535430066549064,-0.0911749408378799,-0.0868428108657383,-0.0559350000576254,0.00222490865841588,0.0377946985063728,-0.028024201684852,0.0387134851876668,-0.0778015187831562,-0.0245410327514924,-0.118596764720113,0.002409547573615,0.0108269369052438,-0.0278607941735946,0.0450195363197778
"R11140",-0.045542235686103,-0.0211605091341723,-0.0380362935911327,-0.0136924696657547,0.0151907876388757,0.0178133236211684,0.0164604769706884,-0.161917177369283,0.0837301488974294,-0.103231280481444,-0.132939692057968,0.00351083078948427,0.0352580608534699,-0.24065439105918,-0.0524944153449403,0.024891561815473,0.166650704504183,-0.10936342346709,0.0891329626056294,0.0546499465255725,-0.0876551948876356,-0.1331195631259,0.0201728699204755,-0.0700288540302113
"R11142",0.0317624731185382,-0.0396054724127733,-0.064444902155776,-0.0350323075287141,-0.0620089308291604,-0.0560207441674484,0.0467760747535088,0.0897700652118124,-0.173641826298497,0.0601330570539702,-0.00604522608905824,-0.0612821157743986,-0.000706387055010754,-0.0498388379224612,0.0496312011025981,-0.0439135855661152,0.00898431118663913,0.0771670863512965,-0.171549564911851,0.0604154990934953,-0.0519968544258854,0.0167579163863071,0.13968812229549,-0.0405882990900481
"R11143",-0.0124642145654406,0.0396641857048698,0.188553320945585,0.0851582916085286,0.0751806607019674,0.0171138613695726,-0.187437015879923,0.00725784537667085,0.337544070957007,-0.0662759610005893,-0.0694287071429396,-0.061835753323601,-0.0120650947249756,-0.0518921724135289,-0.110639768881437,-0.044880513534465,-0.0454404262215568,0.0864897932104552,0.137157479825471,-0.0424155025058414,0.00718906026670071,-0.0936616597325674,-0.187077705399875,0.0185662764963432
"R11144",0.01751817182173,0.0174460306190384,0.00805796811064508,0.0501743204634546,0.0573766448653795,-0.0735340930394072,0.0290469023424838,-0.029755995760512,-0.0546385708093279,0.104635361410321,0.0217313681902221,0.0408860894355651,0.0542187832220062,4.52108808621593e-05,0.0166166542652105,0.00711460455206948,-0.020167470406045,-0.0684614143290426,0.0394565496458184,0.00411001832516932,-0.00891022865598927,0.0252742047924693,0.000622785576601032,0.0580442011681195
"R11145",0.189925029267673,0.049643370808916,-0.0285073724770763,0.0343380737086011,-0.0428573084955724,0.0328672957753461,0.115138780296009,-0.00663027594898548,-0.0091632692731217,0.121442791775444,0.0363949266930294,0.0623291449247974,0.0785265896028414,0.102899783948017,0.187700290319454,0.0858803567397409,-0.105103785627114,0.0883549067415456,-0.131789241594917,0.173119327680971,-0.018701512724442,0.199280411812028,0.13235401639454,0.0908783478280259
"R11146",0.040985923059041,0.111475537047257,0.13673763061044,0.246625474512577,-0.00439920480547463,-0.0396982839033694,-0.1730159949927,-0.0515433708760844,-0.0685493528683706,0.0685264082584226,0.17371140558155,-0.0736641610220154,0.0439237914533651,0.156278473665036,-0.0335101681806707,-0.0924127916887091,-0.206660946685448,0.0909280008671549,0.102824087331782,-0.0509862151221936,0.146679810427602,0.0874926520824848,-0.153306874580938,0.0566451060981154
"R11155",0.069214636901104,0.0045114551844821,-0.120020809111802,0.00411209966905508,0.0207701952883878,0.0218154445563987,0.0613311629592192,0.0248821841076125,-0.191269854641498,0.0661680366182632,0.029998233658941,-0.157737519654584,-0.0392848980627175,0.0550277637895748,0.0953128524662247,-0.0950066583864499,-0.0326002901468258,-0.146287810199303,-0.153737318647487,0.0300419351507744,-0.0507136784137613,0.0617788937103464,0.142266641551902,-0.0198583462935453
