"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEwhite","MEyellow"
"R12258",-0.0198097385987708,0.00352868520758411,0.0798004544882628,0.0631472258722785,0.00959181958839017,-0.0918206994666407,0.0770005337409712,0.0704135242499065,-0.0718469356695752,-0.0369572494516784,0.0656230772568952,-0.0459117585044595,0.00087628205022805,0.0570932283970608,-0.0135564814123917,0.0983243141855021,-0.103367058782665,0.0326965971649444,-0.0267351460730955,-0.0115737890888681,0.0666383564765835,0.0202141117599333,-0.0733640398600993,0.05265954016791,-0.0138930604256115,0.024594933964317,0.0179177912415882,0.0463186637879921,-0.0483835949199604,0.00622435361811324,0.011324801785525,0.0197896495446672
"R12259",-0.0174836599191995,-0.0550675306292736,0.17275090797502,0.238726506420807,0.0869419208918,0.105897566009017,0.00412484415785834,0.0773220096676772,-0.0716633689557176,0.0399387249542972,-0.129414271932531,0.037760580290755,-0.0538456487932402,0.170821846685464,-0.0918794495953762,0.0425886942492271,-0.138486732987173,-0.0283788049568839,-0.0547136166645535,0.194399976315435,0.135925845144771,-0.0381452147810937,0.0204781345871445,0.144592366093047,0.00399722266089412,0.0848251101426718,-0.0870387827659024,0.0288780927162232,0.0395954299507341,0.0272442773315157,-0.058508933366609,0.135819784694173
"R12260",0.0785803311383485,-0.0337019542701834,-0.0174230991104331,0.0888273230182546,0.0804282242451927,0.0601785447915131,-0.0827851752517032,-0.00655419798189088,-0.0380634391899192,0.0942326639260789,-0.0257281283545771,0.014967088087645,0.0713963691131029,-0.0384661561513388,0.0673563565757604,0.00308303853895436,0.0159378909778896,0.0404694773436345,-0.0519774272944617,0.0723670579228989,0.0424973680590145,0.117558670562033,0.0617774436807561,0.0306141322051464,0.0417478868621875,-0.0199534677567508,0.0534858037282534,0.0195948249348589,0.0221123780560089,0.00915925491193037,-0.0573378704418958,0.060721087422435
"R12263",0.023878659827966,-0.0118753067198835,-0.0506446137161766,0.0201854307845157,-0.000382615143752964,-0.0453323144340725,0.0486122819562094,-0.0216473239481974,-0.0593374346691431,-0.025616651212846,0.0655343709942912,-0.0264710222290196,-0.0561035616344627,-0.0105497917650442,-0.0323724829646322,0.00187738993544854,-0.0842008037353308,0.029055260385858,0.043953289880697,0.0661497674455362,-0.0319312596476733,0.0260307508212096,-0.0270813717933599,0.0327361853846584,-0.0328473242037898,-0.0785282230094036,-0.052934163238099,-0.0203111650139357,-0.0478234356137914,0.0938044922651318,0.00444771910544878,-0.0314346149253909
"R12264",0.00872315630102654,-0.055997275394127,0.00824443322964881,0.00111181303124174,-0.0200572919521134,0.0441247031444447,-0.040719050220842,0.00143182794308841,-0.0599225428241205,0.0213331199348337,0.00677611753682035,0.0141396224423939,-0.058908003200851,0.0885493288853382,-0.0313075616212553,-0.0271665963792386,0.00286970297193889,-0.0243080702498982,-0.0601701539365254,-0.0358912114019345,-0.00719370670782072,0.000896787236363474,0.020202866631995,-0.0037965109552571,0.0942169777631246,0.0165219655303617,-0.0403690158963882,-0.0300542800377567,0.0230372120060025,-0.0763298694324406,-0.0257315347665676,-0.00922924989502887
"R12265",0.0552113618893492,-0.0222483579652892,0.0590467717876712,0.10636699490796,0.0430557217363907,0.0956838220834084,-0.00753308957673935,0.082550206600407,-0.0751695505124723,0.0487880657698652,-0.0194091125183183,0.001894130108574,0.0222197358105967,0.113004156575539,0.02596565597316,0.0259259706882429,-0.0689043814144678,0.0135453413809854,-0.00053431587588835,0.0665279056948729,0.0655021912604868,0.052433304223078,0.0567409833494334,0.0535025297907615,0.0122389457019407,0.0101319986953055,-0.00526654317721073,0.056411793076358,0.0362004547594818,-0.0127998947445228,0.0286193033705782,0.036472823260629
"R12266",0.00729849316790973,-0.0216322427696195,0.019604895804462,0.00877071708982572,-0.0798134554420089,-0.00808761783992333,0.0209959757137653,-0.0135717391267138,0.0173047506107901,0.000831910608669651,0.00681407818756598,-0.0238797769625093,-0.0513187606248589,0.00643084051655553,-0.0554799098977229,0.0143781694337652,-0.0414254615404663,0.0149168845823392,-0.0115256400248203,0.0244847939309761,-0.00796207962723601,-0.0187830665572043,-0.0084672612922904,0.0582208637370461,0.054031715963293,0.0407661179510232,-0.0380161073499023,0.0530607993464444,-0.0396728995599603,-0.102004634260018,0.0741695412120848,-0.00813540552683537
"R12277",-0.0898271824778365,0.00726419766368275,0.016403812094745,-0.00603169671572581,-0.0924410842301695,0.0184969569665034,-0.0126650047850931,-0.0320606759823775,0.116510475612447,-0.0422954391303803,-0.0116976469510867,0.0677204057398563,0.0653473548004663,-0.0259006484284787,-0.0152899259755933,-0.0495171822335368,0.113174182086214,-0.0820399683166138,-0.0162773535654132,-0.0565059136342919,-0.0181990533524024,-0.0894035379761607,0.0206072065883975,-0.083374045145286,0.00568014301626333,0.077499730255053,0.0401127789520491,-0.0960240233472617,0.0536463911308751,-0.0696108421495344,0.0250240766501098,-0.0236240894659113
"R12278",-0.0640615175076037,0.0406237312306059,0.0966464736557724,-0.0732889617276621,-0.111911501252355,0.0050442138571667,0.0412832666933923,0.0367384925333272,0.144082045668231,-0.00617969492135203,-0.00751746688744696,0.00696858672456319,-0.0604491082493134,0.0979418498589612,-0.0170720805476924,-0.00497892299907128,0.122879813288463,-0.0442366264591499,0.00621947348791541,-0.00413026237119482,0.0318563162504638,-0.0887021296216006,-0.00866466624511944,-0.0398636497564616,-0.0176259359430237,0.111224613786406,0.0651056551231345,0.0319213168565635,0.0219474549013575,-0.0659708629969283,-0.00242859245458508,0.0145870815962613
"R12279",0.051328189977469,0.0310667877802718,0.0709797219155417,0.043971110565468,0.0304149391564625,0.0034811545021235,-0.0307283459155229,0.0709256193315699,0.0541655827978654,0.0599254512770672,-0.0256137768170678,-0.05409491699424,-0.0323139689116912,0.0803021475574565,-0.0557802213589866,0.0465854914828727,0.0984291526687057,0.0534989588994495,0.0181902168892384,0.00510626805204218,0.0803633230451781,0.076548724601056,0.00466377657096703,0.0656848965095919,0.0682780111322098,0.117766904894538,-0.0237485188258772,0.0559504339112994,-0.0536554774721484,0.0280508077853924,0.0535758542344293,0.0875364303929491
