Modules	All.Samples	AA.only	logP
MEblack	-0.109617663285575	-0.105828388092945	3.39497741030319
MEblue	0.108424914235403	-0.13163808133807	3.34025527352659
MEbrown	0.214291528445794	0.119103843973847	9.97205362136464
MEcyan	0.0105662088473391	-0.00729212825919494	0.196694124210764
MEdarkgreen	0.0492160462807855	-0.0669210508763636	1.13712957434888
MEdarkgrey	-0.0447648694015612	0.112382123209534	1.01007018339602
MEdarkmagenta	-0.0349295501045913	-0.0102536327860748	0.747135102524854
MEdarkolivegreen	0.0990184718485385	-0.0659287579389419	2.92354121135437
MEdarkorange	-0.0392324751617793	-0.0249959174182643	0.859183613979666
MEdarkred	-0.0534770174106746	0.000318162365334163	1.26356069147544
MEdarkturquoise	-0.0278875778953058	0.0497209783281448	0.573582259731677
MEgreen	0.0793185634163976	0.0718554442424686	2.13437939491884
MEgreenyellow	-0.0459017273623618	0.0832225674037941	1.04203846126244
MEgrey	-0.188761445101523	0.000379674878491445	8.02857961066725
MEgrey60	0.0697581294897115	0.02768285166583	1.79099339556683
MElightcyan	0.0465929832361403	-0.135181125725261	1.06163817107753
MElightgreen	0.121171206856676	0.0677326561979272	3.94729677545257
MElightyellow	0.000695336827482326	-0.0254654331735376	0.0122031868698
MEmagenta	-0.0652467227448944	0.0918676322428799	1.63769783320738
MEmidnightblue	-0.0383353185181551	-0.135179434660861	0.835441278353128
MEorange	0.0730739480308419	-0.0258662771887354	1.90721853006887
MEpaleturquoise	-0.0220777735806288	0.0675625430499496	0.439381251515178
MEpink	0.114227293979359	0.0646027374043934	3.61048607203736
MEpurple	0.0206045799531386	-0.0844966814555687	0.406618850098288
MEred	0.0095967695263427	0.0226748089850306	0.17762849653408
MEroyalblue	-0.143925413118104	0.00376362570940911	5.15575692884071
MEsaddlebrown	0.147334477927412	0.0682838140042716	5.35092493468609
MEsalmon	0.055889323908418	0.0119446996131612	1.33724419089441
MEsienna3	-0.0561929856564239	0.0135744107247573	1.34662812159638
MEskyblue	0.00911872248252632	0.0656896271333654	0.168303838731276
MEskyblue3	-0.0522666074280394	0.019645674221706	1.22716427204226
MEsteelblue	-0.0802190613825946	-0.07135074585065	2.16803658809761
MEtan	-0.034748195732733	-0.0651943702182148	0.742513416391142
MEturquoise	-0.123837386818	0.0325446063343339	4.0805411665323
MEviolet	-0.0624293124849797	0.00402050649999731	1.54476552533007
MEwhite	-0.0895753551315567	-0.180039430933953	2.53133623569147
MEyellow	-0.0283431165669527	0.0010767735977764	0.584445301551345
MEyellowgreen	-0.0592005696952565	-0.0459384961701675	1.44088930097505
