Modules	Pvalue	FDR	Tissue
MEblack	0.658833346056765	0.709512834214978	Caudate
MEblue	0.510747082945137	0.672134048827825	Caudate
MEbrown	0.573217615869207	0.672134048827825	Caudate
MEgreen	0.489117274096326	0.672134048827825	Caudate
MEgreenyellow	0.421735708911348	0.672134048827825	Caudate
MEgrey	0.0873922864849362	0.672134048827825	Caudate
MEmagenta	0.456868007334132	0.672134048827825	Caudate
MEpink	0.297286296627828	0.672134048827825	Caudate
MEpurple	0.503125958883808	0.672134048827825	Caudate
MEred	0.258576981812392	0.672134048827825	Caudate
MEsalmon	0.576114898995279	0.672134048827825	Caudate
MEtan	0.459730028538187	0.672134048827825	Caudate
MEturquoise	0.553755267683554	0.672134048827825	Caudate
MEyellow	0.999042320442012	0.999042320442012	Caudate
