"","MEantiquewhite2","MEantiquewhite4","MEbisque4","MEblack","MEblue","MEblue2","MEbrown","MEbrown2","MEbrown4","MEcoral","MEcoral1","MEcoral2","MEcoral3","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkolivegreen4","MEdarkorange","MEdarkorange2","MEdarkred","MEdarkseagreen3","MEdarkseagreen4","MEdarkslateblue","MEdarkturquoise","MEdarkviolet","MEfirebrick4","MEfloralwhite","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MEhoneydew","MEhoneydew1","MEindianred4","MEivory","MElavenderblush2","MElavenderblush3","MElightcoral","MElightcyan","MElightcyan1","MElightgreen","MElightpink3","MElightpink4","MElightsteelblue","MElightsteelblue1","MElightyellow","MEmagenta","MEmagenta4","MEmaroon","MEmediumorchid","MEmediumpurple2","MEmediumpurple3","MEmidnightblue","MEnavajowhite1","MEnavajowhite2","MEorange","MEorangered3","MEorangered4","MEpaleturquoise","MEpalevioletred2","MEpalevioletred3","MEpink","MEplum","MEplum1","MEplum2","MEplum3","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsalmon2","MEsalmon4","MEsienna3","MEskyblue","MEskyblue1","MEskyblue2","MEskyblue3","MEsteelblue","MEtan","MEthistle","MEthistle1","MEthistle2","MEthistle3","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellow4","MEyellowgreen"
"R11141",0.0239287193553949,0.0791735135313733,-0.00683540684460041,0.0547847261720025,0.0639294662167979,-0.000446058843865057,0.0637014370229392,0.0420323744870715,-0.0819850959795897,0.0882622745443597,0.0649410926679901,0.103088333730671,0.0414546642520374,0.0128304826488386,0.0460007479139304,-0.00310502160273851,-0.0364348454247176,-0.10047228941918,-0.0407849056175254,-0.0431078651561658,-0.0378391636036652,-0.117194770902523,0.031361874138976,0.0828858096548842,0.123602745813627,-0.0462402072129935,0.0247366140580305,0.0570533490407535,0.00237850762344633,-0.0416136028636586,0.0253397240051976,0.0107763014249898,-0.00405220768216896,0.0590239302492694,-0.0526908795709772,0.0180984330060441,0.101494319485521,-0.0348152860852827,-0.0811703875259033,0.0600630311958245,0.104772137465633,-0.0204244735023293,0.0527776036850394,0.0428187649718877,-0.0299781882105127,0.0672282967125925,-0.0244037497594991,-0.0648123643903413,-0.0423130855943412,0.0738058782824659,0.00870070712461754,0.0538100599411568,-0.0356455496332702,-0.0960561610737788,0.00305136406811645,0.0101624594423479,0.000976992340265632,0.0575107176148082,-0.0311747841543787,0.10204538295644,-0.0637385690546832,0.0173483527740058,-0.00419000216078273,-0.0454001298506988,0.00853820188282902,0.00553423771789141,0.0337857964209777,-0.0320357617383861,0.0388728082335886,0.00138250685814992,-0.0333193410631422,-0.00446078006501294,-0.0172400441318984,-0.00394586690757165,0.0418272241948857,-0.0179054158444112,-0.0856311742119249,0.0611908039355549,-0.0476159056648533,-0.0770769116628464,0.0571660132360852,-0.0492548868607578,0.13682843533007,0.109498001275643,-0.0748664255069128,0.0468730376885268,0.0483563271175324,0.0646012949315178,-0.0230993384969699,0.017704553027442,-0.0412005113067788,-0.0828901139173731
"R11184",-0.134729448235249,0.0915206822599479,-0.0399580724012014,-0.0319514956111383,0.0304538760043178,0.0698047987760323,-0.0958688210588227,0.141354470491067,0.0245409624910708,-0.020363678188629,-0.053645048204951,0.0630321742804389,0.0420630212416117,-0.119241152205531,-0.0464059438692259,-0.00917175596030817,0.0147478626670235,0.0255002437744829,0.0308490692076383,0.0489197182601584,0.0949945752724284,0.0847439880455453,-0.09054747533498,0.113852104536638,-0.0550750606725647,0.103679210618035,0.152137026189921,-0.143819857227136,0.0361755961667721,-0.101769345417806,-0.159593515376135,-0.0869720849770612,0.13691629284207,0.0617660524868048,-0.0622599086003364,0.0248305232735827,-0.0153887775914128,0.0573359697933339,0.130689264055687,-0.161758192690189,-0.0644613188191411,-0.0121304538735941,-0.0758456002807477,0.0282810883329759,-0.0761513231961035,0.10569897216526,0.178698798923866,0.0610039601453887,-0.0192901986093245,-0.104833670147966,-0.0261991819360686,-0.0170160488002845,-0.0871147757912335,0.0179080396225662,-0.0349843756494697,-0.0266986594817739,0.00593276985976907,-0.129557265460499,0.0461567049518883,0.00795679053802623,-0.0344208836579276,-0.0909018372923906,0.0722107237987933,-0.0488506603130849,-0.00490764319669565,-0.0310201495388313,-0.00845558174255077,0.100607092501205,0.0700055478929197,-0.0217367210461002,0.107639763885777,-0.179275659662453,0.10082813066216,-0.0724127870817302,0.106911385738211,-0.118879015930258,0.0366173126285684,0.154037139559506,-0.0531644114396475,-0.0690622085759802,-0.0930382897872342,-0.118200374384935,0.0749470739539319,-0.00252848183546393,-0.157965581931962,0.0170897975537508,0.113937351363973,0.0813657114781281,-0.019597449908146,-0.0392810134993269,0.109465735933729,0.10764017857389
"R11189",0.0267040299260132,-0.0209982640001448,-0.0829219669562756,-0.00050062459634892,0.140457684563369,-0.0179760200179187,-0.00983641134838034,0.0656713199154829,-0.0188263736819267,-0.0608005922833765,-0.0256776382326323,-0.126193380842095,0.0818638154843852,-0.065081070929155,0.0842336007391386,-0.0918966939817037,-0.0937227591804701,-0.00688650474776533,-0.0357472386224667,0.105889251628704,-0.170630714435636,0.025227833843942,0.0620333026891572,0.0826471093963929,-0.00369180130743134,-0.0769482633977471,-0.11239754012449,-0.0443821982503164,-0.0581480427348231,-0.0765939260767403,-0.00946791591296497,-0.0822972747648587,-0.0568798176803723,0.028042764161744,-0.0291637862033907,-0.11897934158122,0.131525521257116,0.0023616420818786,-0.0542147173985146,0.0603717221509821,-0.0814047514981165,-0.038341802265438,-0.00288622953468407,0.0925771995993214,-0.000883211854336476,-0.0624198954438355,-0.0189548908499205,-0.113322442166153,0.0110122828035447,0.0905024410501435,-0.118337395212645,0.0113989167149219,-0.0371860735827675,0.0390124055972288,0.135347322790023,-0.0574255608062923,-0.0964093275059512,0.014101731910201,-0.067449160121571,-0.0320386961720708,-0.0560163747124277,-0.00734142724617694,-0.0524934744444022,-0.0338401239708409,-0.0177874182082864,0.13669726044359,0.00171051465715007,0.0611326866515363,-0.0511666808115258,0.112782364850218,0.0646706446344159,-0.0208151197458483,-0.0266244875108196,-0.058512365981549,0.110066371978828,-0.0512627475748747,-0.06963946358773,-0.022700630079987,-0.0632701665848622,-0.127506427837013,0.00686172926587545,-0.0560543694517016,-0.105640520056432,-0.0197505861003902,-0.0394333621196359,0.00996600168080634,-0.102146536467722,0.0856110504893241,0.120564958940508,-0.00923371918159133,0.0163662725726614,0.00133877525317586
"R11190",0.0012908680706241,-0.0661484096164833,-0.0177278826098512,0.114503593046882,0.0085749827548677,-0.09662301131559,-0.0311944739722105,0.10695603950256,0.0194020935169805,-0.0712194095142261,-0.152748832310297,-0.0541951712248755,-0.0397344943318842,0.0196730001036376,-0.0372020812963053,-0.0496507261044549,-0.11260639613955,0.145905397432682,-0.120323953941174,0.100414430711481,0.0435342340013065,0.0843977715601776,-0.0228297252199816,-0.0111472422732252,0.0768181974340091,0.00414563380893161,0.00326392098406232,-0.0235946976700625,-0.118583759504588,0.0542391129652636,0.00563712346955384,-0.0935106881231166,-0.0217683722761231,-0.0777499594445376,0.0267900328581871,0.0188393949837381,-0.00439177016360058,0.0377783326768009,0.0854874437795228,-0.056659175352805,0.143422318322998,0.00634725325033903,-0.0855663180303815,-0.059185584288486,0.0443514158804116,-0.0438494600271797,-0.0251777858024834,0.0862407804208484,0.00669670756969824,-0.022244927487752,0.0635364244353662,-0.117163292091642,0.0425642644037712,0.105581925549781,0.0767332155360545,0.103121059716366,-0.062943912979295,-0.00704611659793228,0.0182059457006449,-0.0380147672024436,0.0310816103804687,-0.154479607950235,-0.060752744666209,0.0309793337060752,0.00382353768191576,0.069442051018945,-0.00959194722531905,-0.00337023098074082,-0.0401046976249742,0.0421925685418038,0.0440895842923802,0.0100152054220517,-0.0228040908761639,0.0818266825788634,0.00195255605787378,0.0582466706451982,0.0118410906023353,-0.0795051680886837,-0.0262861934425878,0.0894092607178932,-0.0219098739615966,0.066518879744512,-0.017656514279028,-0.0163775886588677,-0.00423378385504288,-0.135623151874857,-0.0337558167841291,-0.053059561254321,0.071302509123422,0.00842739671509982,-0.0184179851639734,-0.000395858525522688
"R11193",-0.00394720199036533,0.10999731460716,0.0332379938785395,0.113652963027858,-0.0427168664021102,-0.0664429681841866,-0.000227346201221119,-0.00192176565721861,0.102511286280438,-0.0540930292799635,-0.00927472854401342,0.0751384396859587,-0.105328941099506,0.0203175173093432,-0.0577404447233139,-0.0182496149054964,0.0224209820332536,0.00884850778910289,0.0605480729416243,-0.0358723207190816,0.00824829915843255,0.0225545581192743,-0.103486319285331,0.041710697759165,0.0729659553962063,0.02592191098798,-0.00845931654091019,0.0384095059262582,-0.00485092879635665,0.0230412397897068,-0.0212629249475425,-0.0118395169490769,-0.00308072237777525,-0.113157461486248,-0.105407403759369,-0.0219681668823757,0.130818180100088,-0.128043339099808,-0.0323041620114646,-0.0623760237588663,0.147129554694403,0.0421848349952543,-0.0831516782834374,0.0468534067301466,-0.0539070069483696,0.0534107217384143,-0.00387270542186834,0.221906963118599,-0.071853680517857,-0.0530039649682163,0.0887730030076497,0.00480991262573166,0.105822040622768,-0.0625040177895686,0.00727337363799004,0.129433978893469,0.0788675788948029,-0.0370116113536997,0.0762213338044949,0.0310780202279308,-0.0688626283737579,-0.0630500916230796,0.00984438589434395,0.0301419692900279,-0.0139129572778057,-0.0279662426832381,-0.0253631535113327,0.0300490479671841,-0.0167966309889587,0.0606451705763515,0.0970760906587958,-0.00921586544547828,-0.00330048809957599,0.000237140761582434,-0.0495927213440499,0.014383549716135,0.0114682632319826,-0.0417509454131084,0.0287051165998106,0.102799497201737,-0.0555377913031137,0.0280427716269387,0.0540282341668909,0.10844978868889,0.0111571422785756,0.0719184170281745,0.0143264516677716,-0.0308579928556597,0.00298583315804864,0.0404608699044651,-0.0216361461621461,0.0154303689047761
"R11195",-0.0183996214417926,0.0385253819945819,-0.0599525418403041,-0.0670819400604345,0.00906850841575752,0.021321110112436,-0.115840790126733,0.175177215505469,-0.0418323114365721,-0.00933493113566306,-0.114458653764004,0.0853478902309458,0.022127024522547,-0.0742059690517462,-0.103737606368012,-0.0351846649999234,-0.0834536871055434,0.016366012240197,-0.0886801555297864,0.0936993233304643,-0.0402213801291058,0.0102727230104786,-0.0394351608000979,-0.0154217199050035,-0.00210163535106306,0.0419646434232278,0.0120446056419683,0.0447586448920566,-0.0988875808394404,-0.0604363699726759,-0.106291910055481,-0.0807706285644042,0.0844691545387306,-0.08631338656649,-0.0680165815019604,-0.0121883265268703,0.00720193426064413,0.0378572796227548,0.0985978059038279,-0.198429884644979,-0.0305880465312502,-0.00714302353505602,-0.106153177883389,0.0352649572581083,-0.0222205447553298,0.0458551565648565,0.0717444365426148,-0.0380890746556335,-0.0246280449386978,-0.00212801033625651,0.0525997284276503,-0.0581378696749587,-0.0488800747852052,0.0508108305732525,-0.0550095151527643,-0.00167007785793307,-0.0164431640493482,-0.096302624582583,0.125923153565297,0.0698913109436353,-0.138008132297775,-0.127284711169119,-0.0277993042026178,-0.0246267895137765,-0.0136012870399603,-0.019315911082939,0.00887527580280743,0.0386831150007159,0.0523687133062431,0.0932810149651137,-0.0397979352189821,-0.138774121826082,0.0580134317102826,-0.0605925325045364,0.077987265356533,-0.110239208643235,-0.00373485882902087,0.0485312660531939,-0.0556631568054935,-0.00155939708368477,-0.0448912766681302,-0.0654622388329298,0.0552341104613234,0.0192033761357322,-0.138400487617562,-0.0128600624200974,0.00958776844602104,0.0228309239558923,-0.0212224186078835,-0.0987442866049678,0.0238832340266488,-0.0665946362769589
"R11199",-0.101400494496261,0.2294736228577,-0.00213608904496983,0.0393008446751011,-0.0380996922867764,0.276115609054028,0.0403438214118325,0.156079787275964,0.154174486881224,0.245695923813029,-0.0364817556022752,0.149900947677321,0.063728281422656,0.106064744050616,-0.0853895236537479,0.0978883694809756,0.180001976269238,0.00696859377816352,0.0040931419140788,-0.120241184608549,0.0423757227836576,-0.0322710381422083,-0.0316907168808457,0.110524949275909,0.013758258156868,0.110249951010498,0.0575731199168376,0.194077240127006,0.236303087915773,0.044545673860691,-0.0590848490253219,0.074694190001141,0.270824528012578,0.0269552995222345,-0.0398462315092158,-0.00324901211473807,0.0330565908994596,0.0361808731185571,0.0575763328841893,-0.0668625022526023,-0.047543015805388,0.0446170238275765,0.0312552478422437,-0.0514778123747928,-0.0662579878600005,0.0640280116770499,0.111223881825351,-0.0860743352658359,0.0895165350938971,-0.189565342249574,0.0529050737844357,0.0874547882486824,0.0150755695262317,0.0132965858147959,-0.265570979362534,-0.120171505075194,0.0389166881692424,0.130650162678797,0.136712240109949,0.0869161966106791,0.0845956430931433,0.0981233949317105,0.0771805853982133,0.0664205004040297,0.106305624284129,-0.1182583650173,0.133098702594034,-0.0193956717597572,0.0169996592604311,-0.0759524017165484,0.122231109289608,-0.157719145665844,0.242915691948327,0.230165861248135,-0.00937439877509346,0.0222444289007488,-0.0215636405423057,0.159135044654583,-0.0114089958756981,0.0383215901702269,0.0808475903754713,0.057273768422023,0.0568614520047732,-0.0183974012260116,-0.0256256363343005,0.113554677965498,0.125133374013643,-0.0788332858074897,-0.13618554975482,-0.097893540999013,0.172883851225536,0.197037200298557
"R11203",-0.0481507678569382,0.0270666325171145,-0.132448524303596,0.0470787108177473,0.151654295745691,0.0520988496213104,-0.118342506323795,0.10993464020225,0.0334909566561937,-0.12827302861203,-0.0373665197655599,-0.106779429574169,0.0679042116379167,-0.230553098737284,0.0561583899812695,-0.0790479088109022,-0.0164546626953449,-0.0666836390927815,0.0794746945837956,0.0868167453811898,-0.00522309922414916,0.169156620999067,0.000691404502073264,0.1266309985454,-0.00358571937547714,0.0701033783556046,0.0282014478837679,-0.0153558747785843,-0.0563078883301726,-0.0874677539529143,-0.105996414252694,-0.106846854176321,0.0352513848329771,0.00826380745497919,-0.0254064281959855,0.065909644510177,0.123948700832328,0.116446732781532,0.0737468328473529,-0.0160090469436983,0.0698497498409717,0.0192971282800535,-0.0329320684618357,0.0759451108322425,-0.0606492683643106,-0.0770850792268002,0.0916074758246693,0.113135485616389,0.02391853953865,0.0841060824823105,-0.068593532614467,0.078899187691897,-0.041826400216559,0.0526959205448112,0.063729748727898,0.0664446129617392,-0.0345965076325359,-0.0390646225470626,-0.049135503167296,-0.0342127820715984,-0.104182973006697,-0.0555171936171971,0.0328891051388844,-0.0771626795430099,0.028694321775575,0.170122131050757,-0.0741097050733746,0.142066317573087,-0.0119980834350122,0.0743112569836193,0.068594764552637,-0.127428395207628,0.0531562884278318,-0.0353710805184084,0.18351284964888,-0.0870024671666088,-0.0894221653302095,0.0390541640231898,-0.0950335999890601,-0.0517469784821085,0.0167506884900491,-0.105214252740646,-0.113016353916883,-0.10570355862888,-0.115616728505787,0.0142778717744624,-0.0290603684754724,0.175938989336437,0.164513001051298,0.00511565382987095,0.0860415228658043,0.0506370954951961
"R11204",-0.0092388157783194,-0.138909454924965,0.0944296340547652,0.0427245258320154,-0.094243479852621,-0.0612544551397203,0.0960061890232474,-0.133029019026088,-0.0542817401827434,-0.0889532125187415,-0.0919782403077798,0.0301796709462748,0.0453008297395612,0.0544113560410456,0.11761046378727,0.0382765552820403,-0.0952737484926215,0.20210316764584,-0.00505895325841977,0.209872060401415,0.0877392119998915,0.0447170115409578,0.0125321650517095,-0.0447259767070226,0.0209563794752589,-0.000691097946606701,0.0841639172391237,-0.05587013534833,-0.0592302071027992,0.0309278287806593,0.0349317406390432,-0.0633796318372356,-0.00261681883521035,-0.00633468541086783,0.151644742291619,0.129602328199905,0.0165817633604656,0.0184786057294144,0.0704080265804141,0.0773683245115839,-0.100258552148223,-0.119219608000771,0.0349457894750165,-0.285416275746927,0.10702100829993,-0.0565611188996302,-0.0385865847907876,0.0626889296910556,0.0892402157731773,0.0952510628382166,-0.128264987288649,-0.10871706341783,-0.123248980941262,0.129470230325528,0.0484011841722436,0.0728313158280923,-0.107571087289634,0.0101603299065319,-0.0236020731557495,-0.100582258854135,0.291772002658283,-0.00348712729874199,-0.0918310622748718,-0.0133769008119291,0.0599826018588091,-0.121635978152167,0.0195327583483616,-0.023235671224546,0.0300977887503907,0.113393786300198,-0.067670295083287,0.0797340274872183,-0.0232820435187511,-0.0888623718740026,-0.0083761352715599,0.130356035104639,0.0257769648076171,0.0405550197367351,0.0403235244980275,-0.0941664405642072,0.052687425603168,-2.83765342373344e-05,0.102049636132854,0.0501640081434368,0.101830117474461,-0.000616711753451655,0.0541737265710054,-0.0203278673202782,0.0968874835285197,0.00858671823420964,-0.0591036082905071,-0.0981879123183365
"R11205",0.0814480761902682,-0.0465646766556606,-0.0662226985383095,0.0644751525532185,-0.112155472765785,-0.0995692756399772,0.0708780268201642,-0.115743028882612,-0.0204358529140849,0.0202433053708092,0.0127027306723271,0.000549586115649034,0.0411786875869152,0.0950862344945149,0.106583281347785,-0.0888343361723839,-0.0497281508087803,0.0764285878284833,-0.0300363414088191,0.0673051171624197,-0.0227122160860085,-0.0676790103292427,0.0177712269039179,-0.165611079947637,0.0490545714690096,-0.00145353913634146,-0.035915747185918,-0.0129366374809703,-0.102987569321882,0.0469220421669905,0.110367889667248,0.0122457112165704,-0.120766280825499,-0.0282617276929982,0.0401979301580114,0.00889517987894866,0.0653123232063595,0.100565936923111,-0.00167100361864223,0.0614231870604525,-0.0289091073262365,-0.02700599115925,-0.0107679586456375,-0.0183165196580993,0.0590343624257142,-0.00749592829191177,-0.149651026437942,0.0398083079045563,-0.0386049637325951,-0.0215329760722339,0.0315652243923969,-0.103478704209213,0.051048406544187,0.00162228606875142,0.110702006113702,0.0203958148140088,0.0182758751005289,0.0128162036031631,0.00856825127245508,0.0462674031921944,0.0761952832109879,-0.00825827387585536,0.0339846826941807,-0.0659049200063055,-0.04032782866372,-0.0427307573792736,0.0519581893035347,-0.128933173006847,0.00473284778128768,0.072626711201968,-0.122217736314899,0.0903703661102408,-0.15005807742804,-0.088171199288599,-0.131536599497062,0.118404666775063,-0.0346304501967742,-0.170594744305592,0.0361250501033358,-0.00105835464893363,-0.0582304254557886,0.0252596522226026,-0.0912852850581042,0.0101524858982411,0.0796952670314923,-0.040693801069697,-0.0357845279081249,-0.126393700866855,0.0141980532507186,-0.0592087324094054,-0.115331860979502,0.0429480645542174
