Modules	Pvalue	FDR	Tissue
MEantiquewhite2	0.514465853038812	0.985288776256354	Hippocampus
MEantiquewhite4	0.747389092028722	0.985288776256354	Hippocampus
MEbisque4	0.8571025701792	0.985288776256354	Hippocampus
MEblack	0.431066386507035	0.985288776256354	Hippocampus
MEblue	0.544784595155152	0.985288776256354	Hippocampus
MEblue2	0.626013151295889	0.985288776256354	Hippocampus
MEbrown	0.82098029241357	0.985288776256354	Hippocampus
MEbrown2	0.189602984482403	0.985288776256354	Hippocampus
MEbrown4	0.77174904655919	0.985288776256354	Hippocampus
MEcoral	0.788708935272993	0.985288776256354	Hippocampus
MEcoral1	0.290956937191937	0.985288776256354	Hippocampus
MEcoral2	0.722540582977754	0.985288776256354	Hippocampus
MEcoral3	0.229520692808929	0.985288776256354	Hippocampus
MEcyan	0.959443438052344	0.985288776256354	Hippocampus
MEdarkgreen	0.593569771344305	0.985288776256354	Hippocampus
MEdarkgrey	0.817455430690499	0.985288776256354	Hippocampus
MEdarkmagenta	0.423376089847922	0.985288776256354	Hippocampus
MEdarkolivegreen	0.62340463931648	0.985288776256354	Hippocampus
MEdarkolivegreen4	0.923231784362118	0.985288776256354	Hippocampus
MEdarkorange	0.0519550908502465	0.985288776256354	Hippocampus
MEdarkorange2	0.97665132557159	0.985288776256354	Hippocampus
MEdarkred	0.721726860689098	0.985288776256354	Hippocampus
MEdarkseagreen3	0.31241221836887	0.985288776256354	Hippocampus
MEdarkseagreen4	0.669606705033188	0.985288776256354	Hippocampus
MEdarkslateblue	0.551442192413185	0.985288776256354	Hippocampus
MEdarkturquoise	0.82916625066128	0.985288776256354	Hippocampus
MEdarkviolet	0.742006546183343	0.985288776256354	Hippocampus
MEfirebrick4	0.345673423205821	0.985288776256354	Hippocampus
MEfloralwhite	0.421113089531887	0.985288776256354	Hippocampus
MEgreen	0.47273552035035	0.985288776256354	Hippocampus
MEgreenyellow	0.671275295997361	0.985288776256354	Hippocampus
MEgrey	0.833724824998567	0.985288776256354	Hippocampus
MEgrey60	0.714953982590419	0.985288776256354	Hippocampus
MEhoneydew	0.985288776256354	0.985288776256354	Hippocampus
MEhoneydew1	0.128453622407291	0.985288776256354	Hippocampus
MEindianred4	0.0464438281277635	0.985288776256354	Hippocampus
MEivory	0.61293166757002	0.985288776256354	Hippocampus
MElavenderblush2	0.642432016161332	0.985288776256354	Hippocampus
MElavenderblush3	0.938019255754202	0.985288776256354	Hippocampus
MElightcoral	0.84567718375584	0.985288776256354	Hippocampus
MElightcyan	0.374271654953474	0.985288776256354	Hippocampus
MElightcyan1	0.529091259740903	0.985288776256354	Hippocampus
MElightgreen	0.931169637569428	0.985288776256354	Hippocampus
MElightpink3	0.719742335000263	0.985288776256354	Hippocampus
MElightpink4	0.359616233519198	0.985288776256354	Hippocampus
MElightsteelblue	0.925690211016903	0.985288776256354	Hippocampus
MElightsteelblue1	0.915355791593263	0.985288776256354	Hippocampus
MElightyellow	0.210158356373397	0.985288776256354	Hippocampus
MEmagenta	0.141027203350455	0.985288776256354	Hippocampus
MEmagenta4	0.44966215007424	0.985288776256354	Hippocampus
MEmaroon	0.635729630075826	0.985288776256354	Hippocampus
MEmediumorchid	0.471030679506386	0.985288776256354	Hippocampus
MEmediumpurple2	0.835199878198763	0.985288776256354	Hippocampus
MEmediumpurple3	0.0778683989165103	0.985288776256354	Hippocampus
MEmidnightblue	0.704406350015704	0.985288776256354	Hippocampus
MEnavajowhite1	0.164319376600648	0.985288776256354	Hippocampus
MEnavajowhite2	0.619309802212647	0.985288776256354	Hippocampus
MEorange	0.362526534365934	0.985288776256354	Hippocampus
MEorangered3	0.246955999855908	0.985288776256354	Hippocampus
MEorangered4	0.627325197206685	0.985288776256354	Hippocampus
MEpaleturquoise	0.801966143265419	0.985288776256354	Hippocampus
MEpalevioletred2	0.800357566316398	0.985288776256354	Hippocampus
MEpalevioletred3	0.319768764607661	0.985288776256354	Hippocampus
MEpink	0.871805332834412	0.985288776256354	Hippocampus
MEplum	0.651088126036624	0.985288776256354	Hippocampus
MEplum1	0.853141746137496	0.985288776256354	Hippocampus
MEplum2	0.544660195759486	0.985288776256354	Hippocampus
MEplum3	0.362955276882065	0.985288776256354	Hippocampus
MEpurple	0.782984503503571	0.985288776256354	Hippocampus
MEred	0.17280058129969	0.985288776256354	Hippocampus
MEroyalblue	0.2302557260312	0.985288776256354	Hippocampus
MEsaddlebrown	0.815966177230087	0.985288776256354	Hippocampus
MEsalmon	0.737880930169997	0.985288776256354	Hippocampus
MEsalmon2	0.894394553106034	0.985288776256354	Hippocampus
