ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	-Log10(qvalues)	Tissue	p.fdr.sig	p.fdr.cat
GO:0050776	regulation of immune response	479	-0.549035868300655	-1.60157894251038	1.32832795556054e-06	0.00269859451854868	0.0026916180047453	1064	tags=16%, list=8%, signal=15%	CARD9/BTN3A3/PIK3CD/HLA-E/CD200/BTN3A1/DTX3L/CD38/UNC93B1/IKBKE/C3/GPX1/FAM3A/ARG2/BTNL9/PARP14/CD226/PIK3AP1/TNFSF13B/PTPN6/MR1/TLR3/PAWR/ADCY7/CD247/HLA-DRA/TNFRSF14/B2M/IL4R/CD24/UNC13D/MYB/KIT/TLR1/PTPRJ/CMTM3/PARP9/IFIH1/CD36/RHBDF2/HLA-A/ITGAM/C1S/RSAD2/SERPING1/CTSH/IFNLR1/HLA-B/C1RL/CYBA/FYB1/CD74/CTSS/C1QB/CFH/NMI/FGL2/KLRD1/C2/VSIR/TLR6/HLA-DPB1/SAMHD1/ECM1/C4A/HSPA1B/IFIT1/BTN3A2/C4B/OAS1/LGALS9/TLR5/CD4/MICB/C1QC/OAS3/HLA-DQB1	2.56998657528122	Caudate	TRUE	<= 0.005
GO:0045087	innate immune response	409	-0.563735744975082	-1.62764036626874	3.29768180998295e-06	0.00296516556080967	0.00295749989695313	1401	tags=20%, list=10%, signal=19%	C1R/ZC3HAV1/MICA/ADAR/CSF1/STXBP4/VIM/OTUD4/IFI16/IL17RA/H2BC12/HLA-F/CARD9/ADAM15/PIK3CD/HLA-E/IFNGR2/DTX3L/IL1RAP/TMEM106A/UNC93B1/IKBKE/C3/POLR3A/MRC1/FAM3A/ARG2/PARP14/CD226/CLEC4A/H2BC11/PTPN6/MR1/TLR3/TUBB4B/TNFRSF14/HLA-DPA1/CNPY3/IFIT3/TTC4/UNC13D/GSDMD/TLR1/CIITA/TP53/H2BC7/PARP9/PML/IFIH1/TRIM22/NLRP2/IFITM3/HLA-A/ITGAM/C1S/RSAD2/SERPING1/IFI27/IFNLR1/HLA-B/C1RL/CYBA/CD74/C1QB/CFH/NMI/KLRD1/CX3CR1/SLA/C2/TLR6/SIGLEC10/SAMHD1/C4A/IFIT1/C4B/OAS1/LGALS9/TLR5/MX1/C1QC/IFI6/OAS3	2.52907526183196	Caudate	TRUE	<= 0.005
GO:0002250	adaptive immune response	212	-0.605044892202393	-1.64000307203675	5.00846385409644e-05	0.0193004732091788	0.0192505768587526	1251	tags=24%, list=9%, signal=22%	TAP1/IL17RA/CD274/HLA-F/CARD9/BTN3A3/PIK3CD/HLA-E/BTN3A1/UNC93B1/C3/ARG2/CD226/CLEC4A/LEF1/TNFSF13B/PTPN6/MR1/ADCY7/CD247/HLA-DRA/TNFRSF14/HLA-DPA1/B2M/IL4R/IL6R/TAP2/UNC13D/HLA-A/HLA-DMA/C1S/RSAD2/SERPING1/CTSH/HLA-B/C1RL/CD74/CTSS/C1QB/KLRD1/CX3CR1/C2/HLA-DPB1/SIGLEC10/C4A/BTN3A2/C4B/CD4/MICB/C1QC/HLA-DQB1	1.71555625198304	Caudate	TRUE	<= 0.05
GO:0016064	immunoglobulin mediated immune response	75	-0.752071556511201	-1.80441414112992	9.69223506655262e-05	0.0279630631604208	0.0278907719381632	1096	tags=28%, list=8%, signal=26%	CARD9/HLA-E/C3/CD226/PTPN6/HLA-DRA/HLA-DPA1/B2M/IL4R/HLA-DMA/C1S/SERPING1/C1RL/CD74/C1QB/C2/HLA-DPB1/C4A/C4B/C1QC/HLA-DQB1	1.5545394655172	Caudate	TRUE	<= 0.05
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	155	-0.6414526057023	-1.68460253813285	0.000100440233692478	0.0279630631604208	0.0278907719381632	1213	tags=23%, list=9%, signal=21%	CD274/HLA-F/CARD9/BTN3A3/HLA-E/C3/CD226/LEF1/TNFSF13B/PTPN6/MR1/HLA-DRA/HLA-DPA1/B2M/IL4R/IL6R/UNC13D/HLA-A/HLA-DMA/C1S/RSAD2/SERPING1/CTSH/HLA-B/C1RL/CD74/C1QB/KLRD1/C2/HLA-DPB1/C4A/BTN3A2/C4B/CD4/C1QC/HLA-DQB1	1.5545394655172	Caudate	TRUE	<= 0.05
GO:0002252	immune effector process	309	-0.522645139329075	-1.46969845870064	0.000870389736758278	0.123572437626603	0.123252973249538	709	tags=16%, list=5%, signal=16%	CARD9/BTN3A3/PIK3CD/HLA-E/C3/DOCK2/CD226/LEF1/PTPN6/MR1/TLR3/APBB1IP/TUBB4B/HLA-DRA/TNFRSF14/HLA-DPA1/B2M/IL4R/IL6R/UNC13D/MYB/KIT/PTPRJ/TP53/CD36/HLA-A/HLA-DMA/ITGAM/C1S/RSAD2/SERPING1/CTSH/HLA-B/C1RL/CD74/C1QB/CFH/NMI/FGL2/KLRD1/CX3CR1/C2/HLA-DPB1/C4A/BTN3A2/ANGPT1/C4B/LGALS9/C1QC/HLA-DQB1	0.909202595374928	Caudate	FALSE	> 0.05
GO:0050870	positive regulation of T cell activation	113	-0.593416617042037	-1.50939243422647	0.00460305938368148	0.342225125566648	0.341340391570499	844	tags=24%, list=6%, signal=23%	NCKAP1L/EFNB1/THY1/CD274/ZBTB16/HLA-E/DOCK8/ZMIZ1/LEF1/TNFSF13B/PTPN6/HLA-DRA/TNFRSF14/HLA-DPA1/B2M/IL4R/CD24/MYB/HLA-A/HLA-DMA/IGFBP2/CD74/VSIR/HLA-DPB1/LGALS9/CD4/HLA-DQB1	0.466812317645006	Caudate	FALSE	> 0.05
GO:0002764	immune response-regulating signaling pathway	252	-0.507840226069875	-1.40417088871177	0.00465527277899803	0.342225125566648	0.341340391570499	1064	tags=14%, list=8%, signal=13%	BTN3A3/PIK3CD/BTN3A1/CD38/UNC93B1/BTNL9/CD226/PIK3AP1/PTPN6/TLR3/PAWR/CD247/CD24/KIT/TLR1/PTPRJ/CMTM3/IFIH1/CD36/HLA-A/RSAD2/CTSH/CYBA/FYB1/CTSS/NMI/KLRD1/TLR6/HLA-DPB1/HSPA1B/BTN3A2/OAS1/TLR5/MICB/OAS3/HLA-DQB1	0.466812317645006	Caudate	FALSE	> 0.05
GO:0002683	negative regulation of immune system process	250	-0.488740145010049	-1.34859645744497	0.009929463697633	0.485499995445672	0.484244861561539	1615	tags=22%, list=12%, signal=20%	LOXL3/RIPOR2/CCN3/PIBF1/PCBP2/DRD2/DHX58/NCKAP1L/THY1/MICA/ADAR/TMEM131L/IFI16/BANK1/CD274/HLA-F/HLA-E/CD200/DLG5/GPX1/SDC4/FAM3A/ARG2/SOX11/PARP14/PTPN6/TLR3/ERBB2/PAWR/TNFRSF14/RIN3/TAPBPL/IL4R/PTPRJ/MIR125B1/RHBDF2/NME2/HLA-A/CXCL12/SERPING1/HLA-B/CD74/NMI/FGL2/ADGRF5/KLRD1/CX3CR1/VSIR/LRRC17/SAMHD1/ANGPT1/OAS1/LGALS9/MICB/C1QC/OAS3	0.314934978987394	Caudate	FALSE	> 0.05
GO:0002684	positive regulation of immune system process	466	-0.422703110965928	-1.23090108541271	0.019974488192916	0.586458726934242	0.58494259052492	1253	tags=16%, list=9%, signal=15%	IFI16/PRKCA/BANK1/CD274/HLA-F/ZBTB16/CARD9/BTN3A3/PIK3CD/HLA-E/BTN3A1/GAS6/CD38/THBS4/IKBKE/C3/BLOC1S3/DOCK8/ZMIZ1/BTNL9/CD226/LEF1/TNFSF13B/PTPN6/MR1/PAWR/CD247/HLA-DRA/TNFRSF14/HLA-DPA1/VEGFD/B2M/HCLS1/IL4R/IL6R/CD24/UNC13D/MYB/KIT/PTPRJ/CMTM3/PARP9/CD36/HLA-A/HLA-DMA/ITGAM/CXCL12/IGFBP2/C1S/RSAD2/SERPING1/HLA-B/C1RL/CYBA/FYB1/CD74/C1QB/CFH/NMI/KLRD1/CX3CR1/C2/VSIR/TLR6/HLA-DPB1/C4A/BTN3A2/C4B/LGALS9/CD4/MICB/C1QC/HLA-DQB1	0.232886755869457	Caudate	FALSE	> 0.05
GO:0050863	regulation of T cell activation	176	-0.511410735354712	-1.36334780943585	0.0361168137844284	0.786349614045635	0.784316711770408	1213	tags=21%, list=9%, signal=19%	NCKAP1L/EFNB1/THY1/TMEM131L/CD274/ZBTB16/CLPTM1/HLA-E/DLG5/SDC4/ARG2/DOCK8/ZMIZ1/LEF1/TNFSF13B/PTPN6/ERBB2/PAWR/HLA-DRA/TNFRSF14/HLA-DPA1/B2M/IL4R/CD24/MYB/FANCA/CYP26B1/HLA-A/HLA-DMA/IGFBP2/CD74/FGL2/VSIR/HLA-DPB1/LGALS9/CD4/HLA-DQB1	0.105508531193725	Caudate	FALSE	> 0.05
