ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045229	external encapsulating structure organization	90/2419	188/11660	5.7108153126397e-17	2.15728938252167e-13	1.82363850418641e-13	AEBP1/ANXA2/BMP2/DDR1/RUNX1/COL1A2/COL4A1/COL4A2/COL4A3/COL4A4/COL5A1/COL5A2/COL9A1/COL9A2/COL9A3/COL11A1/COL11A2/CTSK/CTSS/ELN/EXT1/FBLN1/FBLN2/FGFR4/GAS2/B4GALT1/HAS1/HAS3/CCN1/LAMB3/LCP1/LOXL2/MATN2/MELTF/MMP14/MMP15/MMP17/MYO1E/NID1/FURIN/SERPINF2/TGFB1/TGFB2/TGM1/TIE1/TLL1/TNFRSF1A/TNR/COL14A1/PXDN/ITGA8/ADAMTS1/ADAMTSL2/DNAJB6/RAMP2/POMT1/P3H4/PDPN/ADAMTS5/ADAMTS6/NTNG1/COLGALT2/NPHP3/RGCC/ADAMTS9/PBXIP1/NTN4/FKBP10/SLC39A8/VWA1/COL18A1/GFOD2/KAZALD1/ADAMTS10/CRISPLD2/HMCN1/ZNF469/COL27A1/PAPLN/PHLDB2/CARMIL2/CHADL/CCDC80/OLFML2A/MPZL3/NPNT/LAMA1/SH3PXD2B/COL28A1/WASHC1	90
GO:0030198	extracellular matrix organization	89/2419	187/11660	1.35193322052803e-16	2.15728938252167e-13	1.82363850418641e-13	AEBP1/ANXA2/BMP2/DDR1/RUNX1/COL1A2/COL4A1/COL4A2/COL4A3/COL4A4/COL5A1/COL5A2/COL9A1/COL9A2/COL9A3/COL11A1/COL11A2/CTSK/CTSS/ELN/EXT1/FBLN1/FBLN2/FGFR4/GAS2/B4GALT1/HAS1/HAS3/CCN1/LAMB3/LCP1/LOXL2/MATN2/MELTF/MMP14/MMP15/MMP17/MYO1E/NID1/FURIN/SERPINF2/TGFB1/TGFB2/TIE1/TLL1/TNFRSF1A/TNR/COL14A1/PXDN/ITGA8/ADAMTS1/ADAMTSL2/DNAJB6/RAMP2/POMT1/P3H4/PDPN/ADAMTS5/ADAMTS6/NTNG1/COLGALT2/NPHP3/RGCC/ADAMTS9/PBXIP1/NTN4/FKBP10/SLC39A8/VWA1/COL18A1/GFOD2/KAZALD1/ADAMTS10/CRISPLD2/HMCN1/ZNF469/COL27A1/PAPLN/PHLDB2/CARMIL2/CHADL/CCDC80/OLFML2A/MPZL3/NPNT/LAMA1/SH3PXD2B/COL28A1/WASHC1	89
GO:0043062	extracellular structure organization	89/2419	187/11660	1.35193322052803e-16	2.15728938252167e-13	1.82363850418641e-13	AEBP1/ANXA2/BMP2/DDR1/RUNX1/COL1A2/COL4A1/COL4A2/COL4A3/COL4A4/COL5A1/COL5A2/COL9A1/COL9A2/COL9A3/COL11A1/COL11A2/CTSK/CTSS/ELN/EXT1/FBLN1/FBLN2/FGFR4/GAS2/B4GALT1/HAS1/HAS3/CCN1/LAMB3/LCP1/LOXL2/MATN2/MELTF/MMP14/MMP15/MMP17/MYO1E/NID1/FURIN/SERPINF2/TGFB1/TGFB2/TIE1/TLL1/TNFRSF1A/TNR/COL14A1/PXDN/ITGA8/ADAMTS1/ADAMTSL2/DNAJB6/RAMP2/POMT1/P3H4/PDPN/ADAMTS5/ADAMTS6/NTNG1/COLGALT2/NPHP3/RGCC/ADAMTS9/PBXIP1/NTN4/FKBP10/SLC39A8/VWA1/COL18A1/GFOD2/KAZALD1/ADAMTS10/CRISPLD2/HMCN1/ZNF469/COL27A1/PAPLN/PHLDB2/CARMIL2/CHADL/CCDC80/OLFML2A/MPZL3/NPNT/LAMA1/SH3PXD2B/COL28A1/WASHC1	89
GO:0048514	blood vessel morphogenesis	154/2419	402/11660	1.65626823993986e-16	2.15728938252167e-13	1.82363850418641e-13	ACVR1/APLNR/ANGPT1/ANXA2/ANXA3/APOB/APOD/APOE/AQP1/ADGRB1/PRDM1/BRCA1/ZFP36L1/KLF5/BTG1/C3/C5AR1/RUNX1/CD34/CD40/CDH13/CHI3L1/CHRNA7/COL4A1/COL4A2/COL4A3/CX3CR1/DCN/ACE/GADD45A/ECM1/EDN1/EFNA1/EMP2/EPHB3/ETS1/EYA1/F3/FGF9/FLT1/B4GALT1/GLUL/GRN/HMOX1/NR4A1/HES1/ID1/CCN1/ITGA2B/ITGA5/ITGAX/JUN/JUNB/JUP/KDR/LDLR/LEPR/LOXL2/LRP2/LRP5/SMAD1/SMAD7/MCAM/MFGE8/MMP14/MYLK/MYO1E/NFATC4/NFE2L2/ENPP2/SERPINF2/PRRX1/PPARG/PRKD1/MAPK7/S100A1/SMO/SOX4/SP100/SPARC/ABCC8/TEK/NR2F2/TGFB1/TGFB2/TGFBR2/THBS2/THBS4/TIE1/TLR3/TNFAIP2/TNFAIP3/VAV2/VEGFA/WNT5A/WNT7A/PXDN/FZD5/SCG2/ADAM12/FZD8/SLIT2/ADAMTS1/CALCRL/RAMP2/GPNMB/HTATIP2/PLK2/CNMD/PLXND1/STAB1/MINAR1/HEY1/TSPAN12/PRKD2/CLIC4/TIPARP/DLL1/RGCC/CARD10/ANGPTL4/ROBO4/DLL4/FBXW7/PARVA/MYDGF/C1GALT1/ADAMTS9/ACKR3/ZMIZ1/RHOJ/SEMA6A/JCAD/ARHGAP22/FKBP10/PDCL3/NOX5/VASH2/CCDC134/COL18A1/APOLD1/ARHGAP24/EMILIN2/STARD13/FMNL3/PLCD3/AMOTL1/CLEC14A/UNC5B/SLC39A12/ADGRF5/THSD7A/LAMA1/EMC10	154
GO:0006954	inflammatory response	152/2419	411/11660	9.12483971614141e-15	8.58917331897314e-12	7.26075384717317e-12	A2M/ACVR1/ADCY8/ADORA2A/ADORA2B/ADRA2A/AHCY/BIRC3/APOD/APOE/ASS1/AXL/BMP2/BMPR1B/C3/C4A/C4B/C5AR1/DAGLA/CASP4/CD40/CDO1/CTSC/CHI3L1/CLU/ACKR2/CMKLR1/CNR1/CSF1R/CX3CR1/CYBA/ACE/DNASE1/ECM1/ETS1/EXT1/F3/F12/FOS/FUT4/ACKR1/GGT1/B4GALT1/GPR17/GRN/HMGB1/HMOX1/TNC/IFI16/IGF1/IKBKB/IL1RAP/IL4R/IL6R/IRAK2/ITGA2/ITGAM/ITIH4/JUN/KIT/KLKB1/LDLR/LGALS9/LPL/SMAD1/CIITA/MIF/MVK/NFATC4/NFE2L2/OPRM1/FURIN/PLCG2/SERPINF2/PLSCR1/PPARG/PRKCD/PRKD1/PRKCQ/MAPK7/PTGFR/PTGS1/PTPRC/RARRES2/SMO/SPP1/STAT5B/TAC1/TACR1/TEK/TFR2/TGFB1/TLR3/TLR5/TNFAIP3/TNFRSF1A/UCN/VCAM1/WNT5A/SCG2/HYAL3/PLA2G4C/AOC3/RIPK1/RIPK2/SNAP23/IL1RL2/RPS6KA4/NMI/OSMR/CD163/KL/THEMIS2/PTGES/NR1D1/TRIL/NR1H3/TSPAN2/CALCRL/NOD1/PLK2/USP18/NLRP1/CARD8/STAB1/LY96/SHPK/IL17RA/NUPR1/C5AR2/F11R/NLRP2/PLGRKT/PBXIP1/CARD9/NFKBIZ/TNIP2/RHBDF2/GSDMD/AKNA/AFAP1L2/NFKBID/HAVCR2/SIGLEC10/MYLK3/NLRP3/PIK3AP1/CD200R1/UNC13D/NEAT1/NLRP14/PLA2G4B	152
GO:0001944	vasculature development	171/2419	480/11660	9.89156236350073e-15	8.58917331897314e-12	7.26075384717317e-12	ACVR1/APLNR/AHR/ANGPT1/ANXA2/ANXA3/APOB/APOD/APOE/AQP1/ADGRB1/PRDM1/BMP7/BRCA1/ZFP36L1/KLF5/BTG1/C3/C5AR1/RUNX1/CD34/CD40/CDH13/CHI3L1/CHRNA7/COL1A2/COL4A1/COL4A2/COL4A3/COL5A1/CTH/CX3CR1/DCN/ACE/GADD45A/ECM1/EDN1/EFNA1/EGR1/EMP2/EPHB3/ETS1/EYA1/F3/FGF9/FLT1/B4GALT1/GLUL/GRN/HMOX1/NR4A1/HES1/ID1/CCN1/IL6R/ITGA2B/ITGA5/ITGAX/JUN/JUNB/JUP/KDR/KIT/LDLR/LEPR/LGALS8/LOXL2/LRP2/LRP5/SMAD1/SMAD7/MCAM/MFGE8/MMP14/MYLK/MYO1E/NFATC1/NFATC2/NFATC4/NFE2L2/NKX3-1/ENPP2/SERPINF2/PRRX1/PPARG/PRKD1/MAPK7/PTPN14/S100A1/SMO/SOX4/SP100/SPARC/ABCC8/TEK/NR2F2/TGFB1/TGFB2/TGFBR2/THBS2/THBS4/TIE1/TLR3/TNFAIP2/TNFAIP3/VAV2/VEGFA/WNT5A/WNT7A/PXDN/FZD5/SCG2/ADAM12/FZD8/SLIT2/ADAMTS1/CALCRL/RAMP2/GPNMB/SEMA3C/HTATIP2/PDPN/PLK2/CNMD/ADAMTS6/PLXND1/STAB1/MINAR1/HEY1/TSPAN12/PRKD2/CLIC4/TIPARP/DLL1/RGCC/CARD10/ANGPTL4/ROBO4/DLL4/FBXW7/PARVA/MYDGF/SPHK2/C1GALT1/ADAMTS9/ACKR3/ZMIZ1/RHOJ/SEMA6A/JCAD/ARHGAP22/FKBP10/PDCL3/NOX5/VASH2/CCDC134/COL18A1/APOLD1/ARHGAP24/EMILIN2/STARD13/FMNL3/PLCD3/AMOTL1/CLEC14A/UNC5B/SLC39A12/ADGRF5/THSD7A/LAMA1/EMC10	171
GO:0001568	blood vessel development	164/2419	457/11660	1.71974263585139e-14	1.27997987611225e-11	1.08201551705296e-11	ACVR1/APLNR/AHR/ANGPT1/ANXA2/ANXA3/APOB/APOD/APOE/AQP1/ADGRB1/PRDM1/BMP7/BRCA1/ZFP36L1/KLF5/BTG1/C3/C5AR1/RUNX1/CD34/CD40/CDH13/CHI3L1/CHRNA7/COL1A2/COL4A1/COL4A2/COL4A3/COL5A1/CX3CR1/DCN/ACE/GADD45A/ECM1/EDN1/EFNA1/EGR1/EMP2/EPHB3/ETS1/EYA1/F3/FGF9/FLT1/B4GALT1/GLUL/GRN/HMOX1/NR4A1/HES1/ID1/CCN1/IL6R/ITGA2B/ITGA5/ITGAX/JUN/JUNB/JUP/KDR/LDLR/LEPR/LOXL2/LRP2/LRP5/SMAD1/SMAD7/MCAM/MFGE8/MMP14/MYLK/MYO1E/NFATC4/NFE2L2/NKX3-1/ENPP2/SERPINF2/PRRX1/PPARG/PRKD1/MAPK7/S100A1/SMO/SOX4/SP100/SPARC/ABCC8/TEK/NR2F2/TGFB1/TGFB2/TGFBR2/THBS2/THBS4/TIE1/TLR3/TNFAIP2/TNFAIP3/VAV2/VEGFA/WNT5A/WNT7A/PXDN/FZD5/SCG2/ADAM12/FZD8/SLIT2/ADAMTS1/CALCRL/RAMP2/GPNMB/SEMA3C/HTATIP2/PLK2/CNMD/ADAMTS6/PLXND1/STAB1/MINAR1/HEY1/TSPAN12/PRKD2/CLIC4/TIPARP/DLL1/RGCC/CARD10/ANGPTL4/ROBO4/DLL4/FBXW7/PARVA/MYDGF/SPHK2/C1GALT1/ADAMTS9/ACKR3/ZMIZ1/RHOJ/SEMA6A/JCAD/ARHGAP22/FKBP10/PDCL3/NOX5/VASH2/CCDC134/COL18A1/APOLD1/ARHGAP24/EMILIN2/STARD13/FMNL3/PLCD3/AMOTL1/CLEC14A/UNC5B/SLC39A12/ADGRF5/THSD7A/LAMA1/EMC10	164
GO:0001525	angiogenesis	130/2419	341/11660	6.30400941560308e-14	4.10548613191151e-11	3.47052307827412e-11	ACVR1/APLNR/ANGPT1/ANXA2/ANXA3/APOD/AQP1/ADGRB1/BRCA1/KLF5/BTG1/C3/C5AR1/RUNX1/CD34/CD40/CDH13/CHI3L1/CHRNA7/COL4A1/COL4A2/COL4A3/CX3CR1/DCN/ACE/GADD45A/ECM1/EDN1/EFNA1/EMP2/EPHB3/ETS1/F3/FGF9/FLT1/B4GALT1/GLUL/GRN/HMOX1/NR4A1/ID1/CCN1/ITGA2B/ITGA5/ITGAX/JUN/JUP/KDR/LEPR/LOXL2/SMAD1/MCAM/MFGE8/MMP14/NFATC4/NFE2L2/ENPP2/PPARG/PRKD1/MAPK7/S100A1/SP100/SPARC/ABCC8/TEK/TGFB2/TGFBR2/THBS2/THBS4/TIE1/TLR3/TNFAIP2/TNFAIP3/VAV2/VEGFA/WNT5A/WNT7A/PXDN/FZD5/SCG2/ADAM12/FZD8/SLIT2/ADAMTS1/CALCRL/RAMP2/GPNMB/HTATIP2/PLK2/CNMD/PLXND1/STAB1/MINAR1/HEY1/TSPAN12/PRKD2/CLIC4/DLL1/RGCC/CARD10/ANGPTL4/ROBO4/DLL4/FBXW7/PARVA/MYDGF/C1GALT1/ADAMTS9/ACKR3/RHOJ/SEMA6A/JCAD/ARHGAP22/PDCL3/NOX5/VASH2/CCDC134/COL18A1/APOLD1/ARHGAP24/EMILIN2/STARD13/FMNL3/PLCD3/AMOTL1/CLEC14A/UNC5B/SLC39A12/THSD7A/EMC10	130
GO:0009617	response to bacterium	111/2419	304/11660	1.01373457423291e-10	5.86839681305938e-08	4.96077831414091e-08	ABCA1/ALAD/ANXA3/APOB/AQP1/ARG2/ASS1/AXL/ADGRB1/BMP2/C2/C3/C4B/C5AR1/CASP4/KYAT1/CHGA/CNR1/CPS1/CX3CR1/CYBA/CYP2E1/CD55/ACE/COCH/EDN1/FKBP5/FOS/GBP2/GCH1/GRN/MR1/HMGB1/NR4A1/IRF8/IL6R/IRAK2/LGALS9/LPL/MIF/MRC1/NOS1/OPRK1/OPRM1/PLCG2/PRKCD/PRKD1/PTGFR/PYGL/RARA/RARRES2/RNASE1/RNF5/SCN7A/ABCC8/TAP2/TGFB1/TLR3/TLR5/TNFAIP3/TNFRSF1A/VCAM1/VGF/WNT5A/FZD5/CUBN/H2BC21/PPM1D/RIPK2/RAB29/IL27RA/NR1D1/NR1H3/IL18BP/TRIB1/B3GALT5/NOD1/WFDC2/SPON2/IFI44/GJB6/ARID5A/ADAMTS5/IRAK3/USP18/NLRP1/CARD8/STAB1/LY96/SHPK/CD274/TENT5A/ADAMTS9/CACTIN/SRR/CARD9/DHX58/TNIP2/GSDMD/HMCN1/EMILIN2/HAVCR2/TRIM5/NLRP3/GBP4/LEAP2/LYG1/OCIAD2/CCDC80/CD24/MICA	111
GO:1901342	regulation of vasculature development	77/2419	188/11660	1.78415561389536e-10	9.29545074839481e-08	7.85779693530334e-08	APLNR/ANXA3/AQP1/ADGRB1/BRCA1/BTG1/C3/C5AR1/RUNX1/CD34/CD40/CHI3L1/CHRNA7/COL4A2/COL4A3/CX3CR1/DCN/GADD45A/ECM1/EFNA1/EMP2/ETS1/F3/FLT1/GLUL/GRN/HMOX1/ID1/ITGA5/ITGAX/JUP/KDR/SMAD1/NFE2L2/ENPP2/PPARG/PRKD1/MAPK7/S100A1/SP100/SPARC/ABCC8/TEK/TGFB2/TGFBR2/THBS2/THBS4/TIE1/TLR3/TNFAIP3/VEGFA/WNT5A/ADAM12/ADAMTS1/RAMP2/GPNMB/HTATIP2/PLK2/CNMD/PLXND1/STAB1/MINAR1/TSPAN12/PRKD2/DLL1/RGCC/ANGPTL4/MYDGF/ADAMTS9/RHOJ/SEMA6A/JCAD/PDCL3/VASH2/EMILIN2/SLC39A12/EMC10	77
