"","MEblack","MEblue","MEbrown","MEcyan","MEdarkgreen","MEdarkgrey","MEdarkmagenta","MEdarkolivegreen","MEdarkorange","MEdarkred","MEdarkturquoise","MEgreen","MEgreenyellow","MEgrey","MEgrey60","MElightcyan","MElightgreen","MElightyellow","MEmagenta","MEmidnightblue","MEorange","MEpaleturquoise","MEpink","MEpurple","MEred","MEroyalblue","MEsaddlebrown","MEsalmon","MEsienna3","MEskyblue","MEsteelblue","MEtan","MEturquoise","MEviolet","MEwhite","MEyellow","MEyellowgreen"
"R12872",-0.0409313173023673,0.0296648936437145,0.097454350022385,-0.0636612045715778,0.057056986965652,0.0458145663453613,0.00811224386670711,0.0660712818804485,0.0636198740761294,-0.0234017828152786,-0.033900948066832,0.06738562462968,0.0183099360173609,-0.03188798331425,-0.0290803620540606,0.0468055870229829,0.00712189967663757,-0.00794616796038028,-0.0183037364183086,0.0653715893506722,-0.00218009362396862,0.017394592799454,0.012867340489369,0.0771723651293744,0.0275328676658301,0.00976903618887537,0.0761121289467896,0.00172148231488201,-0.0172115150417917,0.00306885578891747,0.0532653822919129,-0.0582757768656047,-0.0895205886573072,-0.0905199263912181,0.0124955137985094,0.0331559936280674,0.0528982796396787
"R12873",-0.00300192427481105,-0.0311566040225936,-0.0117451254496529,0.0382038930900069,-0.0107732275309059,-0.0637728790902784,0.0431301166068984,-0.0637830409663381,-0.0216769330612317,0.0561856965743326,0.116647827098481,0.00286928163496403,0.0391658775530384,0.0796499634229867,0.0918460293743542,0.0704306578161931,0.0430845595595556,0.0389765811404676,0.0411168982941622,0.024724161717535,0.0393849377750237,0.0154404063290826,-0.0157376348824538,0.0015029099461833,-0.000790584648704962,0.024291402399885,0.0306503924015539,0.047789631751463,0.00656083564378583,0.0500744432952686,0.0541788078401684,-0.0814981448224571,0.026595511353698,0.00189082742786708,0.0265564448265141,0.0582504386334087,0.0569241977299807
"R12874",-0.0789176384612691,0.072736077221261,-0.0202414912986749,-0.0162385760171457,0.0108514899065366,0.0480577611305885,-0.0157416829620459,-0.0377811845149041,0.0265728777401606,-0.0165560245815385,-0.040524277657022,0.0484524088329502,-0.0690626777126622,0.0709364781788032,0.0294969662590818,-0.000215253320361722,-0.0756975034326554,-0.0636096392554086,-0.159306558830635,-0.0803844290960417,-0.100921268358257,0.0536824765673559,-0.051758819587235,-0.0368451920671335,0.065113252320512,-0.170850711593784,-0.0676239630210128,-0.0956056518153196,-0.0133828711120002,0.0729739189776027,-0.0347006164163084,0.0603149046845869,-0.0376517931556411,0.111389283180491,0.0413779875259903,-0.0278591428772331,-0.084515956053156
"R12890",0.0641410051321851,0.159389083496715,-0.0487404658356928,-0.0592685021902365,-0.0791880857104337,-0.0403853944228237,-0.123846796007956,0.0169497095540374,-0.0711820721206186,-0.0836859466157854,-0.0240991115617603,-0.0866705118667779,-0.0123338735834769,-0.0933855795278528,0.0113618061295087,0.111387581064479,0.0111191547979394,0.0174852433662125,0.0862839003308523,0.00807599069385266,0.139294813646085,0.0214401107281162,0.00512687382101279,-0.0704149122559357,-0.134431424711646,0.0828702259215104,-0.0244707515594328,0.0365223038963253,-0.122256420252112,0.0182999489230416,-0.025108491074054,-0.114448627879573,0.0715626842591032,-0.0562855575204682,-0.107715325500119,0.0021855877226557,-0.0118622489110911
"R12891",0.0623198969384733,0.070217799925714,-0.135831575031443,-0.0369565675899737,-0.0157912941473525,-0.0816592357300194,-0.102306560790822,-0.042629179350362,-0.14255473049914,0.0614533943356154,-0.0740909649857743,-0.0955145539274031,-0.0118963766594826,-0.0431287219229329,-0.0390341384111993,0.08042953817486,0.000471711807196867,-0.0252923447238162,0.137947934675815,-0.0503341562426246,0.160450008904236,-0.0646259330523557,-0.0258047119770587,-0.124771121604434,-0.183191135286053,0.0632303469252604,-0.0439381008801256,0.00697262658187823,-0.0916844889675311,0.065805782041534,-0.0581326247625277,-0.0257745105140076,0.136607885517928,0.018737467856361,-0.0301944880010817,0.00485707467672843,-0.0919697424912503
"R12892",-0.0918795869864251,-0.0367377684043082,0.0671278963539039,-0.182987997653642,0.103650783529679,0.118384660859848,-0.0563213537676247,-0.00994952628264338,0.108368311683064,-0.0077244464101194,0.0365759693358727,0.153437038490955,0.163776005811565,0.0175438048786088,0.0730338202726504,0.0651528056113434,0.0255404745547443,-0.0134691157482446,0.034709070903102,0.190266166762931,0.0306591369248575,0.151621651857242,-0.0605939902356783,0.0368340528354989,-0.00417372442776037,0.0339655770201477,-0.0489951061690779,0.126454124001066,0.0795792821882647,0.241897866201672,0.128636425730437,-0.116645318094644,-0.0927807427263194,0.0802882739129857,0.124606473599635,0.105578393546916,-0.0349830193614542
"R12893",-0.0391911747095869,-0.0972207885870378,0.133936491774427,-0.0556510314560299,0.0199683218344506,-0.0138851476534264,0.0635754470381904,0.0278543291811301,0.0398068391800389,-0.0627635013479662,-0.00671850321678393,0.0718435676914763,0.0386676994918676,0.0279589058381397,0.13110657648835,-0.0515818238199202,0.0786637793736125,-0.076724952546688,-0.05925113859865,0.10970849531006,-0.0554293446355641,-0.0810492527659727,0.00898456714912334,0.133432013111311,0.0561335570428106,-0.00711884110977174,0.142883280039904,0.0991294232031474,0.058092414035648,0.0905271354389697,0.0623870308269011,-0.113795003423512,-0.0625783294920628,0.0139013486895443,-0.00864557286514102,-0.00415211218058488,0.0328373896973252
"R12894",-0.100998300349237,0.0381075200059099,-0.0317220807997927,-0.0148864829004299,0.0274761531747926,-0.0326949736075614,0.0218771028363374,0.0149321761281045,-0.0466199401426153,0.0406346912270464,0.176421657489882,0.0360186167620775,-0.153587002546639,-0.115019774046603,-0.016139600924777,0.044536755186678,0.168331618958203,0.259839918883135,0.00293073196314494,-0.132999743126673,0.0130484044107376,0.043984376724098,-0.143749358745882,0.0363971190973464,0.0444982326346597,-0.115243987690862,0.000601982965174519,-0.132108939188733,0.0546572772862335,-0.112921527536585,-0.0662736890355567,0.0557547224544528,0.0056434715577698,0.0151830706038132,0.0555041151006455,0.038716052483988,0.0906803404438249
"R12926",-0.0818132688897972,0.0271619227160032,0.149452817736178,-0.180797350948795,-0.0190016039317734,0.190233185012387,-0.0326083287698369,-0.141141060317495,0.209343644806032,-0.0294238867805611,0.0290155730940041,0.125354266022892,0.193713274891891,0.177005972490197,0.0942306231539483,-0.00211244019293543,-0.0680481026035404,-0.0949553799029448,-0.177888112050431,0.160247967597158,-0.134330174287827,0.147404837922157,0.0358982421369721,0.0623885648789588,0.175879742999282,-0.114648903014447,-0.082263068730539,0.0812075563191317,0.158142218009395,0.119775302548244,0.137258312771401,-0.0959032612147609,-0.151714277025786,-0.036412344960025,0.114946750401321,0.00654393669400133,-0.0289628191299125
"R12927",-0.0428199492647715,-0.0977638081063089,0.0956492040270292,-0.0300090832492626,0.106156559559056,0.0188250649232461,0.051746045037254,0.0567171633103301,0.0652518795965467,0.0413653429537809,0.0245737025581589,0.150173392431473,0.0852588794152281,-0.00671740685119561,0.00354980765099716,0.0172701923920056,-0.0103459233216859,-0.0250592806704401,-0.00881118149703519,0.117380051655976,-0.0276908764564984,0.0692670662900482,-0.00891226510227202,0.120191408586165,0.0836054721933678,0.0228533318143467,0.0733890673326713,0.0434146564901625,0.0442605516829656,0.146125652782883,0.119514851306338,-0.0505930786240181,-0.0906590552152928,0.0187226698216891,0.0810210066428258,0.0760627834559768,0.0195472011215033
