Tissue	Cell_type	OR	PValue	FDR	Direction
Caudate	NK	1.167214650994672	0.0991806140789054	0.17235943492624495	Up
Caudate	NKT	0.6485814619046228	1.7703022005137197e-06	2.1243626406164637e-05	Up
Caudate	DC	1.1957709413810615	0.05395978291743227	0.10936735711131929	Up
Caudate	B	1.1866294453210342	0.05468367855565964	0.10936735711131929	Up
Caudate	CD4_T	1.0943101010521064	0.34631236500660156	0.4374471979030757	Up
Caudate	neutrophils	1.280242636140569	0.0069114056312610545	0.027645622525044218	Up
Caudate	CD8_T	1.0369599348145793	0.7095139991925578	0.8108731419343517	Up
Caudate	monocytes	1.0056996855345912	0.9649497866263843	0.9649497866263843	Up
Caudate	NK	1.1337180159365763	0.19454707895275114	0.25939610527033485	Down
Caudate	NKT	0.7344684208928951	0.0010478961041705242	0.005029901300018516	Down
Caudate	DC	1.1327864697957932	0.18002528747937774	0.2558377164251744	Down
Caudate	B	1.0757100906941088	0.4329250791947532	0.5195100950337038	Down
Caudate	CD4_T	1.138867277116125	0.18121838246783187	0.2558377164251744	Down
Caudate	neutrophils	1.3924418868919373	0.0003499470570320788	0.002099682342192473	Down
Caudate	CD8_T	0.9886043279729998	0.9244917749960947	0.9646870695611423	Down
Caudate	monocytes	1.223558069242956	0.02803183376819635	0.08409550130458905	Down
Caudate	NK	1.1503602473439392	0.03696881746972269	0.09858351325259385	All
Caudate	NKT	0.6890100017372744	9.130464082770981e-09	2.1913113798650357e-07	All
Caudate	DC	1.163401306144209	0.019092088358257826	0.06545858865688398	All
Caudate	B	1.1318236593693514	0.05406130159323784	0.10936735711131929	All
Caudate	CD4_T	1.1156208468302498	0.10054300370697622	0.17235943492624495	All
Caudate	neutrophils	1.333735318717991	9.374181388474767e-06	7.499345110779813e-05	All
Caudate	CD8_T	1.0126596146121167	0.8680690359680461	0.9469844028742321	All
Caudate	monocytes	1.106069911366139	0.11303175457897874	0.180850807326366	All
Dentate Gyrus	NK	1.1194111597961192	0.29516323110061204	0.3935509748008161	Up
Dentate Gyrus	NKT	0.7902803894779955	0.03226272912957516	0.05530753565070027	Up
Dentate Gyrus	DC	1.3412065651111673	0.004894747603202059	0.017431732076137324	Up
Dentate Gyrus	B	1.2756137479541736	0.019178748540518018	0.038357497081036036	Up
Dentate Gyrus	CD4_T	0.9723618634886241	0.8243457745465617	0.8601868951790208	Up
Dentate Gyrus	neutrophils	1.2677188186073485	0.02607841212041724	0.04814476083769337	Up
Dentate Gyrus	CD8_T	1.0122174775707384	0.9123519231678855	0.9123519231678855	Up
Dentate Gyrus	monocytes	1.2723050933240316	0.017613889052458982	0.038357497081036036	Up
Dentate Gyrus	NK	1.3197131253006926	0.009883971354616283	0.0245715007673008	Down
Dentate Gyrus	NKT	0.6570215272073524	0.00010717453018179576	0.0012860943621815493	Down
Dentate Gyrus	DC	1.242071899240971	0.03611488410747421	0.05778381457195873	Down
Dentate Gyrus	B	0.8987530734106076	0.3255703969337652	0.3995649022117609	Down
Dentate Gyrus	CD4_T	1.1819905312552372	0.11683863176056325	0.17525794764084487	Down
Dentate Gyrus	neutrophils	1.3317621845737937	0.005810577358712441	0.017431732076137324	Down
Dentate Gyrus	CD8_T	1.126284167192078	0.2607952636746329	0.36818154871712877	Down
Dentate Gyrus	monocytes	1.3258160177254181	0.005755737268014314	0.017431732076137324	Down
Dentate Gyrus	NK	1.217586556839605	0.010238125319708666	0.0245715007673008	All
Dentate Gyrus	NKT	0.7200998890122087	1.6801489804476435e-05	0.00040323575530743443	All
Dentate Gyrus	DC	1.2889536813329956	0.0005319467162424791	0.0025533442379639	All
Dentate Gyrus	B	1.0707665289928128	0.3537494315561742	0.4042850646356277	All
Dentate Gyrus	CD4_T	1.0764877550006036	0.33297075184313407	0.3995649022117609	All
Dentate Gyrus	neutrophils	1.3000551732148562	0.00036441569676544687	0.002186494180592681	All
Dentate Gyrus	CD8_T	1.0696386269581732	0.3772844325798852	0.4115830173598748	All
Dentate Gyrus	monocytes	1.2991251167926612	0.00024669679431493563	0.001973574354519485	All
DLPFC	NK	1.198659563498883	0.056363989381710666	0.15030397168456178	Up
DLPFC	NKT	0.8133378496603404	0.025321473985492483	0.08681648223597423	Up
DLPFC	DC	1.1763692307692308	0.07999774009322083	0.1831455062048597	Up
DLPFC	B	0.9738264088283115	0.785171022202691	0.8493376273363912	Up
DLPFC	CD4_T	1.0005441542288558	1.0	1.0	Up
DLPFC	neutrophils	1.2488715953307392	0.015344163833169253	0.06791317584815168	Up
DLPFC	CD8_T	1.0253542296496378	0.7815312064790907	0.8493376273363912	Up
DLPFC	monocytes	1.0949187958373723	0.30984299640512347	0.4647644946076852	Up
DLPFC	NK	1.2047338368023577	0.05569054640463322	0.15030397168456178	Down
