Modules	All.Samples	AA.only	logP
MEblack	-0.0349978574482985	-0.0380098254043544	0.743055908718197
MEblue	0.0246299781786738	0.0372453129998776	0.493651051206363
MEbrown	0.0634138189202004	0.0300909678095522	1.56343716384223
MEcyan	-0.0428776739625254	-0.152829047178317	0.950049818030164
MEdarkgreen	0.098021957099143	0.101690332870088	2.85384096599112
MEdarkgrey	-0.0732590646790177	-0.00665362606430723	1.89686493942818
MEdarkmagenta	0.0444067735977944	-0.0987216580091005	0.992003387097397
MEdarkolivegreen	0.070357494327007	0.0670245941780321	1.79587890533799
MEdarkorange	-0.0736212457923131	-0.0513380502113343	1.90963118972071
MEdarkred	0.0746625651676093	-0.0248157396063196	1.94653556486009
MEdarkturquoise	-0.074264153022313	0.00912967986046715	1.93238080492296
MEgreen	0.0617575190639233	0.110581860840848	1.50989481315022
MEgreenyellow	-0.114346688888033	-0.0470709848896345	3.5810177557022
MEgrey	-0.0177176560484481	-0.175343439573206	0.34140898661399
MEgrey60	0.0969068064399385	-0.0826409435043288	2.80700716927392
MElightcyan	-0.0458804454945432	0.0702875757056071	1.03299213015252
MElightgreen	-0.00744812643469506	-0.121261936973914	0.135186998384402
MElightyellow	-0.0985902438550751	0.12243619091187	2.87784589092014
MEmagenta	-0.133880198218694	0.0742806759049849	4.55598319623374
MEmidnightblue	-0.0133646682855275	0.00599820914523902	0.251131216924032
MEorange	-0.114201010361707	0.10883683671756	3.57418029934264
MEpaleturquoise	-0.0725863849521056	-0.073606552094581	1.87324910606448
MEpink	-0.0252598825342161	-0.0883805795285747	0.508075710311037
MEpurple	0.087489516417324	0.0914388004134904	2.42571320438071
MEred	-0.00389080921745183	-0.0333503372598956	0.0691455201135932
MEroyalblue	-0.0768358690125872	0.0182206494527657	2.02451491008801
MEsaddlebrown	0.117924550597908	0.140997322760948	3.75094042077369
MEsalmon	0.0533581782117526	-0.0375611810600891	1.24948135978677
MEsienna3	0.0361647155637833	0.00486819562049917	0.772744727314979
MEskyblue	-0.159332614401793	-0.00195642459203357	6.00454338348171
MEsteelblue	-0.0656159068508963	0.0665014793310332	1.63575311059966
MEtan	0.124002789764346	-0.0386338018622702	4.0484576057079
MEturquoise	0.00514915490481752	0.0145139692712455	0.092195809658172
MEviolet	-0.237668274795242	-0.135525964016567	11.8241010363392
MEwhite	0.0066906791571653	0.0174946996783693	0.120896549079954
MEyellow	-0.115645843189297	0.119440235423343	3.64227452328535
MEyellowgreen	-0.0916661018976821	-0.0186771725360824	2.5916963526218
